                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    6047889 |    6605438 |    6490394 |    6435937 |    5924810 |    5909103 |    5956938 |    5780576
  Cycles                             |    5365200 |    5365200 |    5365200 |    5365200 |    4023900 |    4023900 |    4023900 |    4023900
  IPC                                |       1.13 |       1.23 |       1.21 |       1.20 |       1.47 |       1.47 |       1.48 |       1.44
  Time (ns)                          |    1341300 |    1341300 |    1341300 |    1341300 |    1341300 |    1341300 |    1341300 |    1341300
  Idle time (ns)                     |        425 |     261038 |     261438 |     261625 |     261752 |     261883 |     262015 |     262171
  Idle time (%)                      |       0.0% |      19.5% |      19.5% |      19.5% |      19.5% |      19.5% |      19.5% |      19.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     611355 |    1025641 |     996695 |     979607 |     817959 |     816078 |     832034 |     773967
  num incorrect                      |       8567 |       2220 |       2257 |       2269 |       2060 |       1997 |       2042 |       2021
  misprediction rate                 |      1.38% |      0.22% |      0.23% |      0.23% |      0.25% |      0.24% |      0.24% |      0.26%
  mpki                               |       1.42 |       0.34 |       0.35 |       0.35 |       0.35 |       0.34 |       0.34 |       0.35
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     618202 |     472384 |     466199 |     465971 |     463032 |     461963 |     461860 |     461501
    num misses                       |        190 |         28 |         28 |         28 |         28 |         27 |         29 |         29
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2918558 |    2646766 |    2616576 |    2607374 |    2510117 |    2504058 |    2512798 |    2481650
    num misses                       |       2499 |        384 |        377 |        406 |        347 |        412 |        331 |        302
    miss rate                        |      0.09% |      0.01% |      0.01% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01%
    mpki                             |       0.41 |       0.06 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.05
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2689 |        412 |        405 |        434 |        375 |        439 |        360 |        331
    num misses                       |        550 |        154 |        152 |        154 |        152 |        146 |        147 |        135
    miss rate                        |     20.45% |     37.38% |     37.53% |     35.48% |     40.53% |     33.26% |     40.83% |     40.79%
    mpki                             |       0.09 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     618202 |     472384 |     466199 |     465971 |     463032 |     461963 |     461860 |     461501
    num cache misses                 |       6617 |        439 |        428 |        426 |        481 |        535 |        548 |        444
    miss rate                        |      1.07% |      0.09% |      0.09% |      0.09% |      0.10% |      0.12% |      0.12% |      0.10%
    mpki                             |       1.09 |       0.07 |       0.07 |       0.07 |       0.08 |       0.09 |       0.09 |       0.08
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2918558 |    2646766 |    2616576 |    2607374 |    2510117 |    2504058 |    2512798 |    2481650
    num cache misses                 |     100258 |      76362 |      74710 |      74669 |      74366 |      74158 |      73971 |      73465
    miss rate                        |      3.44% |      2.89% |      2.86% |      2.86% |      2.96% |      2.96% |      2.94% |      2.96%
    mpki                             |      16.58 |      11.56 |      11.51 |      11.60 |      12.55 |      12.55 |      12.42 |      12.71
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     113108 |      80394 |      77798 |      77755 |      77449 |      77333 |      77168 |      74813
    num cache misses                 |      21131 |      12755 |      13933 |      13821 |      13816 |      13619 |      13460 |      13199
    miss rate                        |     18.68% |     15.87% |     17.91% |     17.78% |     17.84% |     17.61% |     17.44% |     17.64%
    mpki                             |       3.49 |       1.93 |       2.15 |       2.15 |       2.33 |       2.30 |       2.26 |       2.28
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      34162 |      20618 |      20286 |      20222 |      20032 |      19880 |      19741 |      17900
    num cache misses                 |      13104 |       2511 |       2087 |       2091 |       2063 |       2044 |       2051 |       2064
    miss rate                        |     38.36% |     12.18% |     10.29% |     10.34% |     10.30% |     10.28% |     10.39% |     11.53%
    mpki                             |       2.17 |       0.38 |       0.32 |       0.32 |       0.35 |       0.35 |       0.34 |       0.36
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      27781 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     902.49 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     841.24 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6781 |        152 |        130 |        131 |        128 |        120 |        122 |        104
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
