                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21588619 |    3895406 |    3941647 |    4150936 |    3937919 |    4004607 |    3462089 |    3579036
  Cycles                             |   15644400 |   15644400 |   15644400 |   15644400 |   15644400 |   15644400 |   15644400 |   15644400
  IPC                                |       1.38 |       0.25 |       0.25 |       0.27 |       0.25 |       0.26 |       0.22 |       0.23
  Time (ns)                          |    5214800 |    5214800 |    5214800 |    5214800 |    5214800 |    5214800 |    5214800 |    5214800
  Idle time (ns)                     |       1503 |    4294882 |    4295157 |    4295406 |    4295516 |    4295642 |    4295793 |    4295818
  Idle time (%)                      |       0.0% |      82.4% |      82.4% |      82.4% |      82.4% |      82.4% |      82.4% |      82.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2443024 |    1148505 |    1171944 |    1259862 |    1168263 |    1198253 |     967118 |    1019802
  num incorrect                      |     160206 |      15102 |      14040 |      10972 |      14077 |      13178 |      21186 |      19369
  misprediction rate                 |      6.15% |      1.30% |      1.18% |      0.86% |      1.19% |      1.09% |      2.14% |      1.86%
  mpki                               |       7.42 |       3.88 |       3.56 |       2.64 |       3.57 |       3.29 |       6.12 |       5.41
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    3327554 |     122823 |     116742 |      98720 |     121535 |     110348 |     164538 |     150089
    num misses                       |        173 |         26 |         28 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5080426 |     855918 |     859163 |     878637 |     859663 |     864406 |     811975 |     823864
    num misses                       |       2505 |       1188 |       1184 |       1168 |       1243 |       1254 |       1182 |       1208
    miss rate                        |      0.05% |      0.14% |      0.14% |      0.13% |      0.14% |      0.15% |      0.15% |      0.15%
    mpki                             |       0.12 |       0.30 |       0.30 |       0.28 |       0.32 |       0.31 |       0.34 |       0.34
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2678 |       1214 |       1212 |       1194 |       1269 |       1280 |       1208 |       1234
    num misses                       |        664 |        182 |        184 |        176 |        184 |        185 |        192 |        183
    miss rate                        |     24.79% |     14.99% |     15.18% |     14.74% |     14.50% |     14.45% |     15.89% |     14.83%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.06 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    3327554 |     122823 |     116742 |      98720 |     121535 |     110348 |     164538 |     150089
    num cache misses                 |       3137 |        174 |        183 |        173 |        174 |        173 |        177 |        173
    miss rate                        |      0.09% |      0.14% |      0.16% |      0.18% |      0.14% |      0.16% |      0.11% |      0.12%
    mpki                             |       0.15 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5080426 |     855918 |     859163 |     878637 |     859663 |     864406 |     811975 |     823864
    num cache misses                 |      53119 |      26177 |      26045 |      25858 |      26120 |      26054 |      26315 |      26298
    miss rate                        |      1.05% |      3.06% |      3.03% |      2.94% |      3.04% |      3.01% |      3.24% |      3.19%
    mpki                             |       2.46 |       6.72 |       6.61 |       6.23 |       6.63 |       6.51 |       7.60 |       7.35
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      58567 |      26616 |      26479 |      26230 |      27079 |      26972 |      27380 |      27331
    num cache misses                 |      45041 |      23867 |      23772 |      23639 |      23854 |      23822 |      23999 |      23977
    miss rate                        |     76.91% |     89.67% |     89.78% |     90.12% |     88.09% |     88.32% |     87.65% |     87.73%
    mpki                             |       2.09 |       6.13 |       6.03 |       5.69 |       6.06 |       5.95 |       6.93 |       6.70
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      47730 |      24151 |      24040 |      23855 |      24657 |      24569 |      24886 |      24839
    num cache misses                 |      32606 |      13618 |      13434 |      13360 |      14384 |      14255 |      14291 |      14488
    miss rate                        |     68.31% |     56.39% |     55.88% |     56.01% |     58.34% |     58.02% |     57.43% |     58.33%
    mpki                             |       1.51 |       3.50 |       3.41 |       3.22 |       3.65 |       3.56 |       4.13 |       4.05
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13708 |          0 |          0 |          0 |      13649 |          0 |          0 |          0
  average dram access latency (ns)   |      61.38 |        inf |        inf |        inf |      61.37 |        inf |        inf |        inf
  average dram queueing delay        |       0.13 |       0.00 |       0.00 |       0.00 |       0.11 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10454 |        249 |        289 |        270 |        206 |        205 |        214 |        193
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4009 |       3810 |       3858 |       3782 |       4653 |       4495 |       4661 |       4677
