                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   45124393 |    6525499 |    5478104 |    6288701 |    7147803 |    7044095
  Cycles                             |   33934000 |   33934000 |   33934000 |   33934000 |   33934000 |   33934000
  IPC                                |       1.33 |       0.19 |       0.16 |       0.19 |       0.21 |       0.21
  Time (ns)                          |    8483500 |    8483500 |    8483500 |    8483500 |    8483500 |    8483500
  Idle time (ns)                     |      51291 |    6929030 |    6891344 |    6890203 |    6933617 |    6957246
  Idle time (%)                      |       0.6% |      81.7% |      81.2% |      81.2% |      81.7% |      82.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    5030329 |    1802617 |    1327795 |    1665764 |    2012184 |    1994867
  num incorrect                      |     346137 |      36236 |      56656 |      45406 |      35523 |      33203
  misprediction rate                 |      6.44% |      1.97% |      4.09% |      2.65% |      1.73% |      1.64%
  mpki                               |       7.67 |       5.55 |      10.34 |       7.22 |       4.97 |       4.71
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    7021976 |     305397 |     433500 |     366322 |     307648 |     292512
    num misses                       |        173 |         26 |         26 |         28 |         26 |         26
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   10435653 |    1621108 |    1539873 |    1624685 |    1724050 |    1691267
    num misses                       |      13538 |      12140 |      12329 |      12289 |      12211 |      12155
    miss rate                        |      0.13% |      0.75% |      0.80% |      0.76% |      0.71% |      0.72%
    mpki                             |       0.30 |       1.86 |       2.25 |       1.95 |       1.71 |       1.73
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      13711 |      12166 |      12355 |      12317 |      12237 |      12181
    num misses                       |        883 |        334 |        352 |        336 |        339 |        316
    miss rate                        |      6.44% |      2.75% |      2.85% |      2.73% |      2.77% |      2.59%
    mpki                             |       0.02 |       0.05 |       0.06 |       0.05 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    7021976 |     305397 |     433500 |     366322 |     307648 |     292512
    num cache misses                 |       3021 |        173 |        183 |        187 |        175 |        171
    miss rate                        |      0.04% |      0.06% |      0.04% |      0.05% |      0.06% |      0.06%
    mpki                             |       0.07 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   10435653 |    1621108 |    1539873 |    1624685 |    1724050 |    1691267
    num cache misses                 |      99895 |      67500 |      68961 |      68189 |      67322 |      67114
    miss rate                        |      0.96% |      4.16% |      4.48% |      4.20% |      3.90% |      3.97%
    mpki                             |       2.21 |      10.34 |      12.59 |      10.84 |       9.42 |       9.53
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     105483 |      68010 |      69610 |      68827 |      69808 |      69545
    num cache misses                 |      83192 |      59456 |      60055 |      60017 |      59222 |      59092
    miss rate                        |     78.87% |     87.42% |     86.27% |     87.20% |     84.84% |     84.97%
    mpki                             |       1.84 |       9.11 |      10.96 |       9.54 |       8.29 |       8.39
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      86069 |      59842 |      60576 |      60530 |      61571 |      61357
    num cache misses                 |      47462 |      24464 |      24666 |      24634 |      47687 |      47275
    miss rate                        |     55.14% |     40.88% |     40.72% |     40.70% |     77.45% |     77.05%
    mpki                             |       1.05 |       3.75 |       4.50 |       3.92 |       6.67 |       6.71
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      19730 |          0 |          0 |          0 |      19677 |          0
  average dram access latency (ns)   |      61.46 |        inf |        inf |        inf |      61.43 |        inf
  average dram queueing delay        |       0.20 |       0.00 |       0.00 |       0.00 |       0.18 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      11050 |        930 |        892 |        904 |        304 |        263
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       8821 |       8635 |       8802 |       8715 |       8785 |       8751
