                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    5637783 |    5638438 |    5520642 |    6191959 |    5575387 |    6219243 |    6237018 |    6123148
  Cycles                             |    4084960 |    4084960 |    4084960 |    5384720 |    4084960 |    5384720 |    5384720 |    5384720
  IPC                                |       1.38 |       1.38 |       1.35 |       1.15 |       1.36 |       1.15 |       1.16 |       1.14
  Time (ns)                          |    1856800 |    1856800 |    1856800 |    1856800 |    1856800 |    1856800 |    1856800 |    1856800
  Idle time (ns)                     |        324 |     452716 |     454997 |     455755 |     456501 |     457245 |     457987 |     458733
  Idle time (%)                      |       0.0% |      24.4% |      24.5% |      24.5% |      24.6% |      24.6% |      24.7% |      24.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     432426 |     636189 |     609115 |     801640 |     633185 |     819355 |     824715 |     792690
  num incorrect                      |      21533 |       5105 |       5028 |       5161 |       4680 |       4728 |       4744 |       4814
  misprediction rate                 |      4.74% |      0.80% |      0.82% |      0.64% |      0.73% |      0.57% |      0.57% |      0.60%
  mpki                               |       3.82 |       0.91 |       0.91 |       0.83 |       0.84 |       0.76 |       0.76 |       0.79
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     623650 |     467290 |     461774 |     462030 |     458790 |     457400 |     457914 |     457809
    num misses                       |        283 |         29 |         29 |         30 |         28 |         29 |         29 |         30
    miss rate                        |      0.05% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2898579 |    2450716 |    2422080 |    2517957 |    2416782 |    2506300 |    2508751 |    2490574
    num misses                       |       1942 |        403 |        372 |        397 |        375 |        374 |        372 |        245
    miss rate                        |      0.07% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.34 |       0.07 |       0.07 |       0.06 |       0.07 |       0.06 |       0.06 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2225 |        432 |        401 |        427 |        403 |        403 |        401 |        275
    num misses                       |        572 |        155 |        153 |        157 |        159 |        156 |        152 |        141
    miss rate                        |     25.71% |     35.88% |     38.15% |     36.77% |     39.45% |     38.71% |     37.91% |     51.27%
    mpki                             |       0.10 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     623650 |     467290 |     461774 |     462030 |     458790 |     457400 |     457914 |     457809
    num cache misses                 |       7264 |        404 |        396 |        397 |        372 |        392 |        385 |        395
    miss rate                        |      1.16% |      0.09% |      0.09% |      0.09% |      0.08% |      0.09% |      0.08% |      0.09%
    mpki                             |       1.29 |       0.07 |       0.07 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2898579 |    2450716 |    2422080 |    2517957 |    2416782 |    2506300 |    2508751 |    2490574
    num cache misses                 |      87809 |      71173 |      69400 |      50100 |      68992 |      49986 |      49931 |      49085
    miss rate                        |      3.03% |      2.90% |      2.87% |      1.99% |      2.85% |      1.99% |      1.99% |      1.97%
    mpki                             |      15.58 |      12.62 |      12.57 |       8.09 |      12.37 |       8.04 |       8.01 |       8.02
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     101821 |      75272 |      72515 |      53300 |      72041 |      53166 |      53059 |      50395
    num cache misses                 |      20093 |      12667 |      14056 |      13953 |      13743 |      13633 |      13401 |      13410
    miss rate                        |     19.73% |     16.83% |     19.38% |     26.18% |     19.08% |     25.64% |     25.26% |     26.61%
    mpki                             |       3.56 |       2.25 |       2.55 |       2.25 |       2.46 |       2.19 |       2.15 |       2.19
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      32133 |      20626 |      20423 |      20418 |      20045 |      19999 |      19760 |      18097
    num cache misses                 |      12069 |       2468 |       2065 |       2092 |       2013 |       2096 |       2024 |       2055
    miss rate                        |     37.56% |     11.97% |     10.11% |     10.25% |     10.04% |     10.48% |     10.24% |     11.36%
    mpki                             |       2.14 |       0.44 |       0.37 |       0.34 |       0.36 |       0.34 |       0.32 |       0.34
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      26815 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     727.86 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     666.61 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       5344 |        145 |        127 |        136 |        122 |        147 |        128 |        104
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
