                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   20920238 |    3672607 |    3271654 |    3576140 |    3462181 |    3322176 |    3447831 |    3561970 |    3615254 |    3328246 |    3619917 |    3386016 |    3327465 |    2962423 |    2983299 |    3434641
  Cycles                             |   20400400 |   20400400 |   20400400 |   20400400 |   15300300 |   15300300 |   15300300 |   15300300 |   20400400 |   20400400 |   20400400 |   20400400 |   15300300 |   15300300 |   15300300 |   15300300
  IPC                                |       1.03 |       0.18 |       0.16 |       0.18 |       0.23 |       0.22 |       0.23 |       0.23 |       0.18 |       0.16 |       0.18 |       0.17 |       0.22 |       0.19 |       0.19 |       0.22
  Time (ns)                          |    5100100 |    5100100 |    5100100 |    5100100 |    5100100 |    5100100 |    5100100 |    5100100 |    5100100 |    5100100 |    5100100 |    5100100 |    5100100 |    5100100 |    5100100 |    5100100
  Idle time (ns)                     |       1558 |    4464260 |    4464566 |    4465117 |    4454857 |    4455191 |    4455313 |    4455309 |    4465395 |    4465447 |    4465601 |    4465473 |    4455792 |    4455760 |    4455803 |    4456035
  Idle time (%)                      |       0.0% |      87.5% |      87.5% |      87.5% |      87.3% |      87.4% |      87.4% |      87.4% |      87.6% |      87.6% |      87.6% |      87.6% |      87.4% |      87.4% |      87.4% |      87.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2267663 |    1166938 |    1001414 |    1127781 |    1087099 |    1028661 |    1082098 |    1128308 |    1143490 |    1025902 |    1145181 |    1051520 |    1032004 |     873625 |     886851 |    1075916
  num incorrect                      |     158049 |       4489 |       9973 |       5540 |       6137 |       7966 |       6317 |       4837 |       5312 |       9178 |       5267 |       8240 |       8216 |      13464 |      13249 |       6683
  misprediction rate                 |      6.52% |      0.38% |      0.99% |      0.49% |      0.56% |      0.77% |      0.58% |      0.43% |      0.46% |      0.89% |      0.46% |      0.78% |      0.79% |      1.52% |      1.47% |      0.62%
  mpki                               |       7.55 |       1.22 |       3.05 |       1.55 |       1.77 |       2.40 |       1.83 |       1.36 |       1.47 |       2.76 |       1.46 |       2.43 |       2.47 |       4.54 |       4.44 |       1.95
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2507599 |      46377 |      78335 |      54321 |      56869 |      70709 |      57000 |      48051 |      50907 |      75057 |      50226 |      66810 |      67118 |     107232 |      99225 |      58942
    num misses                       |        178 |         26 |         26 |         25 |         26 |         25 |         25 |         25 |         25 |         26 |         25 |         26 |         25 |         26 |         26 |         25
    miss rate                        |      0.01% |      0.06% |      0.03% |      0.05% |      0.05% |      0.04% |      0.04% |      0.05% |      0.05% |      0.03% |      0.05% |      0.04% |      0.04% |      0.02% |      0.03% |      0.04%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4888999 |     701274 |     659715 |     690810 |     674303 |     660614 |     672941 |     683506 |     696147 |     665797 |     695525 |     670875 |     660740 |     625387 |     628685 |     670903
    num misses                       |       2116 |        502 |        562 |        519 |        514 |        534 |        508 |        481 |        558 |        554 |        573 |        739 |        508 |        536 |        526 |        471
    miss rate                        |      0.04% |      0.07% |      0.09% |      0.08% |      0.08% |      0.08% |      0.08% |      0.07% |      0.08% |      0.08% |      0.08% |      0.11% |      0.08% |      0.09% |      0.08% |      0.07%
    mpki                             |       0.10 |       0.14 |       0.17 |       0.15 |       0.15 |       0.16 |       0.15 |       0.14 |       0.15 |       0.17 |       0.16 |       0.22 |       0.15 |       0.18 |       0.18 |       0.14
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2294 |        528 |        588 |        544 |        540 |        559 |        533 |        506 |        583 |        580 |        598 |        765 |        533 |        562 |        552 |        496
    num misses                       |        688 |        163 |        173 |        162 |        163 |        157 |        161 |        149 |        157 |        165 |        162 |        166 |        158 |        163 |        169 |        151
    miss rate                        |     29.99% |     30.87% |     29.42% |     29.78% |     30.19% |     28.09% |     30.21% |     29.45% |     26.93% |     28.45% |     27.09% |     21.70% |     29.64% |     29.00% |     30.62% |     30.44%
    mpki                             |       0.03 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05 |       0.06 |       0.06 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2507599 |      46377 |      78335 |      54321 |      56869 |      70709 |      57000 |      48051 |      50907 |      75057 |      50226 |      66810 |      67118 |     107232 |      99225 |      58942
    num cache misses                 |       2745 |        169 |        169 |        167 |        168 |        167 |        167 |        166 |        165 |        168 |        167 |        170 |        167 |        169 |        168 |        167
    miss rate                        |      0.11% |      0.36% |      0.22% |      0.31% |      0.30% |      0.24% |      0.29% |      0.35% |      0.32% |      0.22% |      0.33% |      0.25% |      0.25% |      0.16% |      0.17% |      0.28%
