                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11001380 |    3106767 |    3134440 |    2895817 |    3187700 |    3031224 |    2649788 |    3072434 |    3204345 |    3131718 |    3334187 |    3311687
  Cycles                             |   11230800 |   11230800 |   11230800 |   11230800 |    8423100 |    8423100 |    8423100 |    8423100 |   11230800 |   11230800 |   11230800 |   11230800
  IPC                                |       0.98 |       0.28 |       0.28 |       0.26 |       0.38 |       0.36 |       0.31 |       0.36 |       0.29 |       0.28 |       0.30 |       0.29
  Time (ns)                          |    2807700 |    2807700 |    2807700 |    2807700 |    2807700 |    2807700 |    2807700 |    2807700 |    2807700 |    2807700 |    2807700 |    2807700
  Idle time (ns)                     |       1172 |    2290336 |    2290972 |    2290964 |    2281093 |    2281207 |    2281313 |    2281384 |    2291506 |    2291569 |    2291941 |    2291675
  Idle time (%)                      |       0.0% |      81.6% |      81.6% |      81.6% |      81.2% |      81.2% |      81.3% |      81.3% |      81.6% |      81.6% |      81.6% |      81.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1331920 |     986285 |     999129 |     900104 |    1026385 |     962918 |     799070 |     978822 |    1016364 |     985108 |    1070310 |    1060695
  num incorrect                      |      75664 |       4705 |       4165 |       7565 |       2595 |       4695 |      10324 |       4253 |       5275 |       6248 |       3484 |       3847
  misprediction rate                 |      5.38% |      0.47% |      0.42% |      0.83% |      0.25% |      0.49% |      1.28% |      0.43% |      0.52% |      0.63% |      0.32% |      0.36%
  mpki                               |       6.88 |       1.51 |       1.33 |       2.61 |       0.81 |       1.55 |       3.90 |       1.38 |       1.65 |       2.00 |       1.04 |       1.16
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1276371 |      42028 |      37738 |      58102 |      27464 |      39354 |      78962 |      36847 |      44734 |      52007 |      33559 |      35033
