                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4284421 |    4021853 |    3977889 |    3956554 |    3871448 |    3868937 |    3815567 |    3774779 |    3961590 |    3933326 |    3874414 |    3874392
  Cycles                             |   16655600 |   16655600 |   16655600 |   16655600 |    4163900 |    4163900 |    4163900 |    4163900 |   16655600 |   16655600 |   16655600 |   16655600
  IPC                                |       0.26 |       0.24 |       0.24 |       0.24 |       0.93 |       0.93 |       0.92 |       0.91 |       0.24 |       0.24 |       0.23 |       0.23
  Time (ns)                          |    4163900 |    4163900 |    4163900 |    4163900 |    4163900 |    4163900 |    4163900 |    4163900 |    4163900 |    4163900 |    4163900 |    4163900
  Idle time (ns)                     |        236 |     347700 |     348755 |     349520 |     350187 |     350903 |     351610 |     352279 |     352959 |     353603 |     354268 |     354928
  Idle time (%)                      |       0.0% |       8.4% |       8.4% |       8.4% |       8.4% |       8.4% |       8.4% |       8.5% |       8.5% |       8.5% |       8.5% |       8.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     444205 |     435194 |     426884 |     425100 |     408121 |     407613 |     396032 |     388171 |     424668 |     418384 |     410178 |     407203
  num incorrect                      |       4282 |        413 |        424 |        425 |        445 |        360 |        377 |        887 |        940 |       1081 |       1111 |       1361
  misprediction rate                 |      0.95% |      0.09% |      0.10% |      0.10% |      0.11% |      0.09% |      0.10% |      0.23% |      0.22% |      0.26% |      0.27% |      0.33%
  mpki                               |       1.00 |       0.10 |       0.11 |       0.11 |       0.11 |       0.09 |       0.10 |       0.23 |       0.24 |       0.27 |       0.29 |       0.35
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     392622 |     328452 |     317272 |     305752 |     294327 |     283629 |     272877 |     262627 |     253303 |     243481 |     231905 |     213339
    num misses                       |        117 |         24 |         24 |         24 |         22 |         24 |         24 |         24 |         22 |         22 |         22 |         24
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1663746 |    1499894 |    1482151 |    1468221 |    1431291 |    1431006 |    1409733 |    1385907 |    1482326 |    1472849 |    1433850 |    1459284
    num misses                       |       5954 |       4784 |       5011 |       4582 |       4821 |       4557 |       4254 |       4778 |       4862 |       4374 |       4763 |       4397
    miss rate                        |      0.36% |      0.32% |      0.34% |      0.31% |      0.34% |      0.32% |      0.30% |      0.34% |      0.33% |      0.30% |      0.33% |      0.30%
    mpki                             |       1.39 |       1.19 |       1.26 |       1.16 |       1.25 |       1.18 |       1.11 |       1.27 |       1.23 |       1.11 |       1.23 |       1.13
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6071 |       4808 |       5035 |       4606 |       4843 |       4581 |       4278 |       4802 |       4884 |       4396 |       4785 |       4421
    num misses                       |        562 |        228 |        261 |        227 |        209 |        244 |        208 |        210 |        256 |        212 |        218 |        253
    miss rate                        |      9.26% |      4.74% |      5.18% |      4.93% |      4.32% |      5.33% |      4.86% |      4.37% |      5.24% |      4.82% |      4.56% |      5.72%
    mpki                             |       0.13 |       0.06 |       0.07 |       0.06 |       0.05 |       0.06 |       0.05 |       0.06 |       0.06 |       0.05 |       0.06 |       0.07
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     392622 |     328452 |     317272 |     305752 |     294327 |     283629 |     272877 |     262627 |     253303 |     243481 |     231905 |     213339
