feature,importance
num_threads,0.09999999999999996
bench_class_enc,0.011111111111111072
avg_ipc,0.01746031746031742
ipc_cv,0.025396825396825362
pe_ratio,0.06349206349206346
local_ratio,0.012698412698412664
remote_ratio,0.012698412698412664
l2_intensity,0.011111111111111082
l3_intensity,0.012698412698412664
mem_intensity,0.014285714285714245
read_ratio,0.0825396825396825
cpi_l3_ratio,0.033333333333333305
cpi_dram_local_ratio,0.004761904761904756
cpi_dram_remote_ratio,0.006349206349206327
cpi_branch_ratio,0.01587301587301586
cpi_sync_ratio,0.0
uop_load_ratio,0.0
uop_store_ratio,0.004761904761904745
uop_fp_ratio,0.0
dtlb_miss_rate,0.0
branch_mispredict_rate,0.03333333333333329
avg_dram_latency,0.026984126984126965
dram_queue_ratio,0.028571428571428546
l1d_hit_ratio,0.0
futex_wake_per_minst,0.03174603174603172
mem_bw_mbps,0.014285714285714235
operational_intensity,0.0031746031746031633
itlb_miss_rate,0.01746031746031742
stlb_miss_rate,0.0
load_l1_ratio,0.01746031746031742
