                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21422805 |    3808521 |    4117149 |    4086605 |    3678052 |    3995744 |    3971645 |    3762032 |    4102586 |    4028632 |    3506959 |    4144814
  Cycles                             |   20984000 |   20984000 |   20984000 |   20984000 |   15738000 |   15738000 |   15738000 |   15738000 |   20984000 |   20984000 |   20984000 |   20984000
  IPC                                |       1.02 |       0.18 |       0.20 |       0.19 |       0.23 |       0.25 |       0.25 |       0.24 |       0.20 |       0.19 |       0.17 |       0.20
  Time (ns)                          |    5246000 |    5246000 |    5246000 |    5246000 |    5246000 |    5246000 |    5246000 |    5246000 |    5246000 |    5246000 |    5246000 |    5246000
  Idle time (ns)                     |       1368 |    4473313 |    4473727 |    4473579 |    4463648 |    4463727 |    4463968 |    4464065 |    4474170 |    4474187 |    4474561 |    4474455
  Idle time (%)                      |       0.0% |      85.3% |      85.3% |      85.3% |      85.1% |      85.1% |      85.1% |      85.1% |      85.3% |      85.3% |      85.3% |      85.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2415544 |    1164810 |    1291581 |    1280036 |    1119424 |    1252227 |    1243568 |    1156363 |    1264558 |    1232750 |    1015189 |    1280588
  num incorrect                      |     159829 |      10959 |       6833 |       7197 |      11260 |       6760 |       6861 |      10188 |      10861 |      11647 |      18770 |      10232
  misprediction rate                 |      6.21% |      0.93% |      0.53% |      0.56% |      1.00% |      0.54% |      0.55% |      0.87% |      0.85% |      0.94% |      1.82% |      0.79%
  mpki                               |       7.46 |       2.88 |       1.66 |       1.76 |       3.06 |       1.69 |       1.73 |       2.71 |       2.65 |       2.89 |       5.35 |       2.47
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2528042 |      91165 |      67141 |      68675 |      94804 |      65787 |      66995 |      83825 |      89221 |     100521 |     146001 |      89402
    num misses                       |        175 |         27 |         27 |         29 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.04% |      0.03% |      0.04% |      0.04% |      0.03% |      0.03% |      0.03% |      0.02% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4999737 |     775917 |     809806 |     805480 |     758030 |     787480 |     785196 |     764208 |     825047 |     816867 |     764328 |     829762
    num misses                       |       2681 |        842 |        789 |        839 |        834 |        796 |        784 |        825 |        858 |        822 |        952 |        897
    miss rate                        |      0.05% |      0.11% |      0.10% |      0.10% |      0.11% |      0.10% |      0.10% |      0.11% |      0.10% |      0.10% |      0.12% |      0.11%
    mpki                             |       0.13 |       0.22 |       0.19 |       0.21 |       0.23 |       0.20 |       0.20 |       0.22 |       0.21 |       0.20 |       0.27 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2856 |        869 |        816 |        868 |        861 |        823 |        811 |        852 |        885 |        849 |        979 |        924
    num misses                       |        707 |        187 |        189 |        190 |        184 |        179 |        179 |        177 |        188 |        183 |        180 |        187
    miss rate                        |     24.75% |     21.52% |     23.16% |     21.89% |     21.37% |     21.75% |     22.07% |     20.77% |     21.24% |     21.55% |     18.39% |     20.24%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2528042 |      91165 |      67141 |      68675 |      94804 |      65787 |      66995 |      83825 |      89221 |     100521 |     146001 |      89402
    num cache misses                 |       2767 |        172 |        171 |        178 |        175 |        171 |        172 |        171 |        171 |        170 |        172 |        170
    miss rate                        |      0.11% |      0.19% |      0.25% |      0.26% |      0.18% |      0.26% |      0.26% |      0.20% |      0.19% |      0.17% |      0.12% |      0.19%
    mpki                             |       0.13 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4999737 |     775917 |     809806 |     805480 |     758030 |     787480 |     785196 |     764208 |     825047 |     816867 |     764328 |     829762
    num cache misses                 |      45775 |      18342 |      18111 |      18151 |      18459 |      18013 |      18194 |      18223 |      18196 |      18151 |      18438 |      18077
    miss rate                        |      0.92% |      2.36% |      2.24% |      2.25% |      2.44% |      2.29% |      2.32% |      2.38% |      2.21% |      2.22% |      2.41% |      2.18%
    mpki                             |       2.14 |       4.82 |       4.40 |       4.44 |       5.02 |       4.51 |       4.58 |       4.84 |       4.44 |       4.51 |       5.26 |       4.36
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      50818 |      18596 |      18352 |      18392 |      18721 |      18241 |      18425 |      18479 |      18997 |      18982 |      19417 |      18871
    num cache misses                 |      36304 |      16863 |      16686 |      16725 |      16938 |      16703 |      16797 |      16780 |      16747 |      16704 |      17014 |      16651
    miss rate                        |     71.44% |     90.68% |     90.92% |     90.94% |     90.48% |     91.57% |     91.16% |     90.81% |     88.16% |     88.00% |     87.62% |     88.24%
    mpki                             |       1.69 |       4.43 |       4.05 |       4.09 |       4.61 |       4.18 |       4.23 |       4.46 |       4.08 |       4.15 |       4.85 |       4.02
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39157 |      16957 |      16766 |      16800 |      17036 |      16769 |      16863 |      16867 |      17377 |      17365 |      17821 |      17276
    num cache misses                 |      25364 |       6339 |       6140 |       6174 |       6294 |       6000 |       6099 |       6222 |      12093 |      11853 |      12169 |      11934
    miss rate                        |     64.78% |     37.38% |     36.62% |     36.75% |     36.95% |     35.78% |     36.17% |     36.89% |     69.59% |     68.26% |     68.28% |     69.08%
    mpki                             |       1.18 |       1.66 |       1.49 |       1.51 |       1.71 |       1.50 |       1.54 |       1.65 |       2.95 |       2.94 |       3.47 |       2.88
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      14006 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      13922 |          0 |          0 |          0
  average dram access latency (ns)   |      61.48 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.43 |        inf |        inf |        inf
  average dram queueing delay        |       0.23 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.18 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10489 |        237 |        260 |        276 |        226 |        239 |        260 |        221 |         96 |        119 |         94 |        101
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2505 |       2373 |       2312 |       2313 |       2354 |       2255 |       2308 |       2392 |       2967 |       2967 |       3192 |       2892
