                                     | Core 0     | Core 1    
  Instructions                       |   18547751 |   18212108
  Cycles                             |   20197200 |   20197200
  IPC                                |       0.92 |       0.90
  Time (ns)                          |    5049300 |    5049300
  Idle time (ns)                     |        203 |     186926
  Idle time (%)                      |       0.0% |       3.7%
Branch predictor stats               |            |           
  num correct                        |    1464605 |    1444845
  num incorrect                      |       7265 |       3937
  misprediction rate                 |      0.49% |      0.27%
  mpki                               |       0.39 |       0.22
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1217162 |    1148489
    num misses                       |        118 |         24
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6894030 |    6685186
    num misses                       |      29386 |      24089
    miss rate                        |      0.43% |      0.36%
    mpki                             |       1.58 |       1.32
  L2 TLB                             |            |           
    num accesses                     |      29504 |      24113
    num misses                       |        590 |        312
    miss rate                        |      2.00% |      1.29%
    mpki                             |       0.03 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1217162 |    1148489
    num cache misses                 |       2084 |        162
    miss rate                        |      0.17% |      0.01%
    mpki                             |       0.11 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |    6894030 |    6685186
    num cache misses                 |     258889 |     247286
    miss rate                        |      3.76% |      3.70%
    mpki                             |      13.96 |      13.58
  Cache L2                           |            |           
    num cache accesses               |     280865 |     265024
    num cache misses                 |      56969 |      46999
    miss rate                        |     20.28% |     17.73%
    mpki                             |       3.07 |       2.58
  Cache L3                           |            |           
    num cache accesses               |      87530 |      76263
    num cache misses                 |      13318 |       4298
    miss rate                        |     15.22% |      5.64%
    mpki                             |       0.72 |       0.24
DRAM summary                         |            |           
  num dram accesses                  |      17607 |          0
  average dram access latency (ns)   |     420.00 |        inf
  average dram queueing delay        |     358.75 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6194 |         80
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
