                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11022763 |    3022237 |    3067443 |    2824226 |    3113077 |    2983687 |    2587169 |    2998008 |    3302509 |    3231271 |    3421902 |    3399885
  Cycles                             |   29684800 |   29684800 |   29684800 |   29684800 |    7421200 |    7421200 |    7421200 |    7421200 |   29684800 |   29684800 |   29684800 |   29684800
  IPC                                |       0.37 |       0.10 |       0.10 |       0.10 |       0.42 |       0.40 |       0.35 |       0.40 |       0.11 |       0.11 |       0.12 |       0.11
  Time (ns)                          |    7421200 |    7421200 |    7421200 |    7421200 |    7421200 |    7421200 |    7421200 |    7421200 |    7421200 |    7421200 |    7421200 |    7421200
  Idle time (ns)                     |       1682 |    6026163 |    6026694 |    6027047 |    5996669 |    5996960 |    5997255 |    5997683 |    6028066 |    6028410 |    6028039 |    6029000
  Idle time (%)                      |       0.0% |      81.2% |      81.2% |      81.2% |      80.8% |      80.8% |      80.8% |      80.8% |      81.2% |      81.2% |      81.2% |      81.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1338899 |     957957 |     976535 |     876073 |    1001987 |     946913 |     778103 |     953617 |    1049086 |    1019009 |    1099910 |    1090355
  num incorrect                      |      74516 |       4694 |       4314 |       7593 |       2571 |       4527 |      10621 |       4127 |       5159 |       6514 |       3522 |       3765
  misprediction rate                 |      5.27% |      0.49% |      0.44% |      0.86% |      0.26% |      0.48% |      1.35% |      0.43% |      0.49% |      0.64% |      0.32% |      0.34%
  mpki                               |       6.76 |       1.55 |       1.41 |       2.69 |       0.83 |       1.52 |       4.11 |       1.38 |       1.56 |       2.02 |       1.03 |       1.11
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1634343 |      39932 |      36061 |      56214 |      26435 |      39022 |      75148 |      37603 |      43536 |      47658 |      31936 |      34093
    num misses                       |        169 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         28 |         26
    miss rate                        |      0.01% |      0.07% |      0.07% |      0.05% |      0.10% |      0.07% |      0.03% |      0.07% |      0.06% |      0.05% |      0.09% |      0.08%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2674482 |     571776 |     577272 |     553059 |     576545 |     564101 |     528202 |     564330 |     620811 |     614111 |     632521 |     630458
    num misses                       |       2245 |        133 |        138 |        134 |        140 |        138 |        134 |        132 |        126 |        138 |        128 |        122
    miss rate                        |      0.08% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.20 |       0.04 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2414 |        159 |        164 |        160 |        166 |        164 |        160 |        158 |        152 |        164 |        156 |        148
    num misses                       |        606 |        131 |        135 |        130 |        138 |        137 |        128 |        137 |        130 |        133 |        127 |        131
    miss rate                        |     25.10% |     82.39% |     82.32% |     81.25% |     83.13% |     83.54% |     80.00% |     86.71% |     85.53% |     81.10% |     81.41% |     88.51%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1634343 |      39932 |      36061 |      56214 |      26435 |      39022 |      75148 |      37603 |      43536 |      47658 |      31936 |      34093
    num cache misses                 |       2738 |        172 |        173 |        173 |        172 |        172 |        173 |        173 |        171 |        171 |        179 |        172
    miss rate                        |      0.17% |      0.43% |      0.48% |      0.31% |      0.65% |      0.44% |      0.23% |      0.46% |      0.39% |      0.36% |      0.56% |      0.50%
