                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    5648410 |    5535223 |    5402629 |    5643479 |    6133131 |    5511193 |    5522340 |    5613464
  Cycles                             |    3464600 |    3464600 |    3464600 |    3464600 |    3464600 |    3464600 |    3464600 |    3464600
  IPC                                |       1.63 |       1.60 |       1.56 |       1.63 |       1.77 |       1.59 |       1.59 |       1.62
  Time (ns)                          |    3464600 |    3464600 |    3464600 |    3464600 |    3464600 |    3464600 |    3464600 |    3464600
  Idle time (ns)                     |        311 |     517006 |     517803 |     518363 |     518785 |     519192 |     519591 |     520000
  Idle time (%)                      |       0.0% |      14.9% |      14.9% |      15.0% |      15.0% |      15.0% |      15.0% |      15.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     478348 |     668913 |     634185 |     715227 |     887055 |     683684 |     687476 |     718616
  num incorrect                      |       8488 |       2155 |       2162 |       2189 |       2059 |       1967 |       2003 |       1990
  misprediction rate                 |      1.74% |      0.32% |      0.34% |      0.31% |      0.23% |      0.29% |      0.29% |      0.28%
  mpki                               |       1.50 |       0.39 |       0.40 |       0.39 |       0.34 |       0.36 |       0.36 |       0.35
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     618032 |     472306 |     466133 |     466170 |     463403 |     461826 |     461704 |     461252
    num misses                       |        198 |         28 |         28 |         28 |         29 |         28 |         28 |         29
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.04 |       0.01 |       0.01 |       0.00 |       0.00 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2851792 |    2468428 |    2435255 |    2475783 |    2545411 |    2437391 |    2439925 |    2453246
    num misses                       |       2050 |        442 |        352 |        480 |        370 |        390 |        379 |        307
    miss rate                        |      0.07% |      0.02% |      0.01% |      0.02% |      0.01% |      0.02% |      0.02% |      0.01%
    mpki                             |       0.36 |       0.08 |       0.07 |       0.09 |       0.06 |       0.07 |       0.07 |       0.05
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2248 |        470 |        380 |        508 |        399 |        418 |        407 |        336
    num misses                       |        547 |        154 |        151 |        153 |        157 |        147 |        146 |        134
    miss rate                        |     24.33% |     32.77% |     39.74% |     30.12% |     39.35% |     35.17% |     35.87% |     39.88%
    mpki                             |       0.10 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     618032 |     472306 |     466133 |     466170 |     463403 |     461826 |     461704 |     461252
    num cache misses                 |       7329 |        519 |        475 |        452 |        469 |        490 |        451 |        433
    miss rate                        |      1.19% |      0.11% |      0.10% |      0.10% |      0.10% |      0.11% |      0.10% |      0.09%
    mpki                             |       1.30 |       0.09 |       0.09 |       0.08 |       0.08 |       0.09 |       0.08 |       0.08
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2851792 |    2468428 |    2435255 |    2475783 |    2545411 |    2437391 |    2439925 |    2453246
    num cache misses                 |     100144 |      76396 |      74758 |      74824 |      74510 |      74208 |      73952 |      73444
    miss rate                        |      3.51% |      3.09% |      3.07% |      3.02% |      2.93% |      3.04% |      3.03% |      2.99%
    mpki                             |      17.73 |      13.80 |      13.84 |      13.26 |      12.15 |      13.46 |      13.39 |      13.08
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     113668 |      80563 |      77990 |      78109 |      78785 |      77520 |      77245 |      75171
    num cache misses                 |      25951 |      12976 |      14288 |      15192 |      14040 |      13875 |      13513 |      13433
    miss rate                        |     22.83% |     16.11% |     18.32% |     19.45% |     17.82% |     17.90% |     17.49% |     17.87%
    mpki                             |       4.59 |       2.34 |       2.64 |       2.69 |       2.29 |       2.52 |       2.45 |       2.39
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      37859 |      20693 |      20600 |      21590 |      21452 |      20210 |      19958 |      18659
    num cache misses                 |      15997 |       3734 |       3267 |       6662 |       9628 |       4464 |       4302 |       5980
    miss rate                        |     42.25% |     18.04% |     15.86% |     30.86% |     44.88% |     22.09% |     21.56% |     32.05%
    mpki                             |       2.83 |       0.67 |       0.60 |       1.18 |       1.57 |       0.81 |       0.78 |       1.07
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13906 |          0 |          0 |          0 |      13873 |          0 |          0 |          0
  average dram access latency (ns)   |      84.34 |        inf |        inf |        inf |      82.76 |        inf |        inf |        inf
  average dram queueing delay        |      23.09 |       0.00 |       0.00 |       0.00 |      21.51 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6758 |        119 |        109 |         89 |         66 |         90 |         88 |         52
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1597 |        892 |        870 |       3903 |       6626 |       1964 |       1887 |       3438
