                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3689243923 |  3683486541 |  3689850745 |  3693374203 |  3695991921 |  3700285743 |  3694430976 |  3700769428
  Cycles                             |  1579834000 |  1579834000 |  1579834000 |  1579834000 |  1579834000 |  1579834000 |  1579834000 |  1579834000
  IPC                                |        2.34 |        2.33 |        2.34 |        2.34 |        2.34 |        2.34 |        2.34 |        2.34
  Time (ns)                          |   394958500 |   394958500 |   394958500 |   394958500 |   394958500 |   394958500 |   394958500 |   394958500
  Idle time (ns)                     |      208534 |     4071264 |     3837624 |     3907067 |     3162461 |     4139607 |     3219704 |     3775518
  Idle time (%)                      |        0.1% |        1.0% |        1.0% |        1.0% |        0.8% |        1.0% |        0.8% |        1.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   190739359 |   188980184 |   191101835 |   192276154 |   193148918 |   194580209 |   192628595 |   194741434
  num incorrect                      |     1211526 |     1202241 |     1202238 |     1202250 |     1202226 |     1202217 |     1202226 |     1202219
  misprediction rate                 |       0.63% |       0.63% |       0.63% |       0.62% |       0.62% |       0.61% |       0.62% |       0.61%
  mpki                               |        0.33 |        0.33 |        0.33 |        0.33 |        0.33 |        0.32 |        0.33 |        0.32
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   438024608 |   437907365 |   437907204 |   437907317 |   437907176 |   437907174 |   437907176 |   437907175
    num misses                       |         236 |          25 |          25 |          25 |          25 |          25 |          25 |          25
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1182335766 |  1181135238 |  1182195566 |  1182783086 |  1183219006 |  1183934622 |  1182958864 |  1184015237
    num misses                       |     1851819 |     1877447 |     1844353 |     1900673 |     1876979 |     1868397 |     1848744 |     1875493
    miss rate                        |       0.16% |       0.16% |       0.16% |       0.16% |       0.16% |       0.16% |       0.16% |       0.16%
    mpki                             |        0.50 |        0.51 |        0.50 |        0.51 |        0.51 |        0.50 |        0.50 |        0.51
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1852055 |     1877472 |     1844378 |     1900698 |     1877004 |     1868422 |     1848769 |     1875518
    num misses                       |      384102 |      388620 |      370584 |      381496 |      394521 |      383727 |      370744 |      390011
    miss rate                        |      20.74% |      20.70% |      20.09% |      20.07% |      21.02% |      20.54% |      20.05% |      20.79%
    mpki                             |        0.10 |        0.11 |        0.10 |        0.10 |        0.11 |        0.10 |        0.10 |        0.11
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   438024608 |   437907365 |   437907204 |   437907317 |   437907176 |   437907174 |   437907176 |   437907175
    num cache misses                 |      117088 |      106380 |      106781 |      106547 |      106422 |      106786 |      106617 |      107654
    miss rate                        |       0.03% |       0.02% |       0.02% |       0.02% |       0.02% |       0.02% |       0.02% |       0.02%
    mpki                             |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1182335766 |  1181135238 |  1182195566 |  1182783086 |  1183219006 |  1183934622 |  1182958864 |  1184015237
    num cache misses                 |   149258835 |   149292456 |   149290036 |   149290113 |   149289372 |   149289802 |   149292257 |   149292925
    miss rate                        |      12.62% |      12.64% |      12.63% |      12.62% |      12.62% |      12.61% |      12.62% |      12.61%
    mpki                             |       40.46 |       40.53 |       40.46 |       40.42 |       40.39 |       40.35 |       40.41 |       40.34
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |   150958159 |   150978667 |   150976563 |   150976433 |   150975782 |   150976493 |   150978814 |   150980500
    num cache misses                 |    17308364 |    17287556 |    17272947 |    17266676 |    17281397 |    17260733 |    17273564 |    17278334
    miss rate                        |      11.47% |      11.45% |      11.44% |      11.44% |      11.45% |      11.43% |      11.44% |      11.44%
    mpki                             |        4.69 |        4.69 |        4.68 |        4.68 |        4.68 |        4.66 |        4.68 |        4.67
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    23559437 |    23544340 |    23516540 |    23521257 |    23518071 |    23491726 |    23512846 |    23506890
    num cache misses                 |    13645334 |    13627956 |    13618643 |    13601668 |    13648038 |    13609513 |    13608407 |    13590708
    miss rate                        |      57.92% |      57.88% |      57.91% |      57.83% |      58.03% |      57.93% |      57.88% |      57.82%
    mpki                             |        3.70 |        3.70 |        3.69 |        3.68 |        3.69 |        3.68 |        3.68 |        3.67
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   103581754 |           0 |           0 |           0 |   103584207 |           0 |           0 |           0
  average dram access latency (ns)   |    11700.85 |         inf |         inf |         inf |    11360.81 |         inf |         inf |         inf
  average dram queueing delay        |    11639.60 |        0.00 |        0.00 |        0.00 |    11299.56 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      32.00% |       0.00% |       0.00% |       0.00% |      32.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |     9198669 |     9197759 |     9194535 |     9206375 |     9180824 |     9179113 |     9179742 |     9182514
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |        1201 |        1367 |        1361 |        1546 |        2174 |        2121 |        2862 |        3919
