                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   60366359 |   61283795 |   61290952 |   61077682 |   57742973 |   57767659 |   60230486 |   59596870 |   62448816 |   62868133 |   69603903 |   70009062 |   66875893 |   66877183 |   66853801 |   66833117
  Cycles                             |   32555600 |   32555600 |   32555600 |   32555600 |   24416700 |   24416700 |   24416700 |   24416700 |   32555600 |   32555600 |   32555600 |   32555600 |   24416700 |   24416700 |   24416700 |   24416700
  IPC                                |       1.85 |       1.88 |       1.88 |       1.88 |       2.36 |       2.37 |       2.47 |       2.44 |       1.92 |       1.93 |       2.14 |       2.15 |       2.74 |       2.74 |       2.74 |       2.74
  Time (ns)                          |    8138900 |    8138900 |    8138900 |    8138900 |    8138900 |    8138900 |    8138900 |    8138900 |    8138900 |    8138900 |    8138900 |    8138900 |    8138900 |    8138900 |    8138900 |    8138900
  Idle time (ns)                     |        313 |     281053 |     282081 |     282867 |     283586 |     284336 |     285059 |     285789 |     286519 |     287252 |     288002 |     288773 |     289497 |     290232 |     290954 |     291668
  Idle time (%)                      |       0.0% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.6% |       3.6% |       3.6% |       3.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1444085 |    2079794 |    2082300 |    2011273 |     899278 |     907569 |    1965368 |    1754118 |    2705075 |    2844850 |   22971086 |   23106139 |   22276182 |   22276612 |   22268818 |   22261922
  num incorrect                      |      11888 |       3626 |       3737 |       3677 |       3685 |       3610 |       3123 |       3178 |       3116 |       3112 |       1010 |       1008 |       1004 |       1004 |       1004 |       1004
  misprediction rate                 |      0.82% |      0.17% |      0.18% |      0.18% |      0.41% |      0.40% |      0.16% |      0.18% |      0.12% |      0.11% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.20 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5481766 |    5275536 |    5275343 |    5275343 |    5275343 |    5275347 |    5211173 |    5211175 |    5211173 |    5211175 |      81842 |      81842 |      11453 |      11453 |      11453 |      11454
    num misses                       |        247 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         31 |         31 |         31 |         31 |         31 |         31
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.04% |      0.27% |      0.27% |      0.27% |      0.27%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   27046928 |   26623890 |   26624669 |   26589119 |   26033983 |   26038122 |   26221311 |   26115683 |   26590654 |   26660543 |   11829068 |   11896598 |   11165938 |   11166153 |   11162256 |   11158809
    num misses                       |       7045 |       5172 |       5152 |       3027 |       8179 |       1381 |       1614 |        584 |       3200 |       3056 |         48 |         52 |         31 |         31 |         31 |         38
    miss rate                        |      0.03% |      0.02% |      0.02% |      0.01% |      0.03% |      0.01% |      0.01% |      0.00% |      0.01% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.12 |       0.08 |       0.08 |       0.05 |       0.14 |       0.02 |       0.03 |       0.01 |       0.05 |       0.05 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       7292 |       5210 |       5190 |       3065 |       8217 |       1419 |       1652 |        622 |       3238 |       3094 |         79 |         83 |         62 |         62 |         62 |         69
    num misses                       |        658 |        145 |        133 |        133 |        134 |        134 |        131 |        130 |        132 |        128 |         78 |         83 |         62 |         62 |         62 |         62
    miss rate                        |      9.02% |      2.78% |      2.56% |      4.34% |      1.63% |      9.44% |      7.93% |     20.90% |      4.08% |      4.14% |     98.73% |    100.00% |    100.00% |    100.00% |    100.00% |     89.86%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5481766 |    5275536 |    5275343 |    5275343 |    5275343 |    5275347 |    5211173 |    5211175 |    5211173 |    5211175 |      81842 |      81842 |      11453 |      11453 |      11453 |      11454
    num cache misses                 |      76096 |      56846 |      56845 |      56844 |      56920 |      56921 |      54847 |      54772 |      54647 |      54647 |        222 |        223 |        146 |        146 |        146 |        147
    miss rate                        |      1.39% |      1.08% |      1.08% |      1.08% |      1.08% |      1.08% |      1.05% |      1.05% |      1.05% |      1.05% |      0.27% |      0.27% |      1.27% |      1.27% |      1.27% |      1.28%
    mpki                             |       1.26 |       0.93 |       0.93 |       0.93 |       0.99 |       0.99 |       0.91 |       0.92 |       0.88 |       0.87 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   27046928 |   26623890 |   26624669 |   26589119 |   26033983 |   26038122 |   26221311 |   26115683 |   26590654 |   26660543 |   11829068 |   11896598 |   11165938 |   11166153 |   11162256 |   11158809
    num cache misses                 |     435503 |     379650 |     372578 |     377878 |     385857 |     378425 |     345194 |     359710 |     348350 |     347632 |      30471 |      30755 |       3368 |       3386 |       3393 |       3511
    miss rate                        |      1.61% |      1.43% |      1.40% |      1.42% |      1.48% |      1.45% |      1.32% |      1.38% |      1.31% |      1.30% |      0.26% |      0.26% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       7.21 |       6.19 |       6.08 |       6.19 |       6.68 |       6.55 |       5.73 |       6.04 |       5.58 |       5.53 |       0.44 |       0.44 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     524600 |     447452 |     441736 |     446172 |     454523 |     446905 |     411527 |     431654 |     416051 |     416667 |      30956 |      31255 |       3771 |       3790 |       3813 |       3963
    num cache misses                 |      76775 |      66645 |      65793 |      67087 |      67775 |      68749 |      50841 |      51734 |      59005 |      51700 |      12352 |       7690 |       3514 |       3532 |       3541 |       3660
    miss rate                        |     14.63% |     14.89% |     14.89% |     15.04% |     14.91% |     15.38% |     12.35% |     11.99% |     14.18% |     12.41% |     39.90% |     24.60% |     93.18% |     93.19% |     92.87% |     92.35%
    mpki                             |       1.27 |       1.09 |       1.07 |       1.10 |       1.17 |       1.19 |       0.84 |       0.87 |       0.94 |       0.82 |       0.18 |       0.11 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     105762 |      87346 |      87830 |      87408 |      88085 |      88690 |      71135 |      77777 |      79832 |      75811 |      21909 |      14929 |       3771 |       3790 |       3813 |       3963
    num cache misses                 |      22983 |       5185 |       4623 |       4539 |       4435 |       7920 |       4667 |      29458 |      29379 |      20362 |       2957 |       6495 |       2536 |       2601 |       2519 |       2502
    miss rate                        |     21.73% |      5.94% |      5.26% |      5.19% |      5.03% |      8.93% |      6.56% |     37.87% |     36.80% |     26.86% |     13.50% |     43.51% |     67.25% |     68.63% |     66.06% |     63.13%
    mpki                             |       0.38 |       0.08 |       0.08 |       0.07 |       0.08 |       0.14 |       0.08 |       0.49 |       0.47 |       0.32 |       0.04 |       0.09 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10645 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      10603 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      90.08 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      89.87 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      28.83 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |      28.62 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       6827 |         58 |         52 |         53 |         50 |         51 |         54 |         49 |          3 |         49 |         53 |         14 |          3 |          6 |          7 |          6
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4597 |       4334 |       3778 |       3784 |       3719 |       7220 |       3910 |      28763 |      22796 |      18781 |       2276 |       2369 |       2301 |       2374 |       2265 |       2310
