                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   69840275 |   71760979 |   80434694 |   80615377
  Cycles                             |   34772000 |   34772000 |   34772000 |   34772000
  IPC                                |       2.01 |       2.06 |       2.31 |       2.32
  Time (ns)                          |    8693000 |    8693000 |    8693000 |    8693000
  Idle time (ns)                     |        451 |     248769 |     249827 |     250652
  Idle time (%)                      |       0.0% |       2.9% |       2.9% |       2.9%
Branch predictor stats               |            |            |            |           
  num correct                        |    2135176 |    3146706 |   12751914 |   12812316
  num incorrect                      |      24573 |      17259 |      11009 |      11007
  misprediction rate                 |      1.14% |      0.55% |      0.09% |      0.09%
  mpki                               |       0.35 |       0.24 |       0.14 |       0.14
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    6415934 |    6156908 |    4194445 |    4194450
    num misses                       |        233 |         33 |         33 |         33
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   30116801 |   29814656 |   25492634 |   25522439
    num misses                       |       9901 |       5376 |       4818 |       4607
    miss rate                        |      0.03% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.14 |       0.07 |       0.06 |       0.06
  L2 TLB                             |            |            |            |           
    num accesses                     |      10134 |       5409 |       4851 |       4640
    num misses                       |        651 |        254 |        135 |        140
    miss rate                        |      6.42% |      4.70% |      2.78% |      3.02%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    6415934 |    6156908 |    4194445 |    4194450
    num cache misses                 |      70230 |      49213 |      48627 |      48200
    miss rate                        |      1.09% |      0.80% |      1.16% |      1.15%
    mpki                             |       1.01 |       0.69 |       0.60 |       0.60
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   30116801 |   29814656 |   25492634 |   25522439
    num cache misses                 |    1551798 |    1485487 |    1015371 |    1006028
    miss rate                        |      5.15% |      4.98% |      3.98% |      3.94%
    mpki                             |      22.22 |      20.70 |      12.62 |      12.48
  Cache L2                           |            |            |            |           
    num cache accesses               |    1664839 |    1579609 |    1098742 |    1090516
    num cache misses                 |     126179 |     115945 |      83072 |      82840
    miss rate                        |      7.58% |      7.34% |      7.56% |      7.60%
    mpki                             |       1.81 |       1.62 |       1.03 |       1.03
  Cache L3                           |            |            |            |           
    num cache accesses               |     192873 |     197228 |     161319 |     144605
    num cache misses                 |      13321 |       1584 |       1680 |       1745
    miss rate                        |      6.91% |      0.80% |      1.04% |      1.21%
    mpki                             |       0.19 |       0.02 |       0.02 |       0.02
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18139 |          0 |          0 |          0
  average dram access latency (ns)   |     120.87 |        inf |        inf |        inf
  average dram queueing delay        |      59.62 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       6707 |         36 |         41 |         44
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
