                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   57412398 |   67895482 |   67873376 |   57933217 |   68319230 |   68352530 |   68874436 |   58773816 |   68789663 |   69078707 |   72437974 |   62618046
  Cycles                             |   25284820 |   33329990 |   33329990 |   25284820 |   33329990 |   33329990 |   33329990 |   25284820 |   33329990 |   33329990 |   33329990 |   25284820
  IPC                                |       2.27 |       2.04 |       2.04 |       2.29 |       2.05 |       2.05 |       2.07 |       2.32 |       2.06 |       2.07 |       2.17 |       2.48
  Time (ns)                          |   11493100 |   11493100 |   11493100 |   11493100 |   11493100 |   11493100 |   11493100 |   11493100 |   11493100 |   11493100 |   11493100 |   11493100
  Idle time (ns)                     |        312 |     324687 |     325997 |     327077 |     328096 |     329113 |     330137 |     331180 |     332191 |     333210 |     334221 |     335252
  Idle time (%)                      |       0.0% |       2.8% |       2.8% |       2.8% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     490692 |    4283528 |    4276400 |     962683 |    4425019 |    4436114 |    4847047 |    1479779 |    4818530 |    4914934 |   23915664 |   20642521
  num incorrect                      |      11501 |       3703 |       3691 |       3754 |       3691 |       3693 |       3121 |       3123 |       3190 |       3131 |       1031 |       1024
  misprediction rate                 |      2.29% |      0.09% |      0.09% |      0.39% |      0.08% |      0.08% |      0.06% |      0.21% |      0.07% |      0.06% |      0.00% |      0.00%
  mpki                               |       0.20 |       0.05 |       0.05 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.01 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5469749 |    5275573 |    5275382 |    5275382 |    5275382 |    5275384 |    5211065 |    5211214 |    5211212 |    5211212 |      81881 |      81735
    num misses                       |        244 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         31 |         31
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.04%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   26487783 |   27726187 |   27722092 |   26065806 |   27796401 |   27801955 |   27661636 |   25978788 |   27647814 |   27695993 |   12301774 |   10664803
    num misses                       |       8379 |       2006 |       2779 |       4032 |       2932 |       3355 |       4514 |        703 |       3297 |       3901 |         48 |         58
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.02% |      0.00% |      0.01% |      0.01% |      0.00% |      0.00%
    mpki                             |       0.15 |       0.03 |       0.04 |       0.07 |       0.04 |       0.05 |       0.07 |       0.01 |       0.05 |       0.06 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       8623 |       2044 |       2817 |       4070 |       2970 |       3393 |       4552 |        741 |       3335 |       3939 |         79 |         89
    num misses                       |        745 |        148 |        134 |        134 |        135 |        135 |        132 |        131 |        133 |        129 |         79 |         84
    miss rate                        |      8.64% |      7.24% |      4.76% |      3.29% |      4.55% |      3.98% |      2.90% |     17.68% |      3.99% |      3.27% |    100.00% |     94.38%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5469749 |    5275573 |    5275382 |    5275382 |    5275382 |    5275384 |    5211065 |    5211214 |    5211212 |    5211212 |      81881 |      81735
    num cache misses                 |      81502 |      57932 |      57931 |      58044 |      57931 |      57931 |      55733 |      55825 |      55733 |      55735 |        222 |        223
    miss rate                        |      1.49% |      1.10% |      1.10% |      1.10% |      1.10% |      1.10% |      1.07% |      1.07% |      1.07% |      1.07% |      0.27% |      0.27%
    mpki                             |       1.42 |       0.85 |       0.85 |       1.00 |       0.85 |       0.85 |       0.81 |       0.95 |       0.81 |       0.81 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   26487783 |   27726187 |   27722092 |   26065806 |   27796401 |   27801955 |   27661636 |   25978788 |   27647814 |   27695993 |   12301774 |   10664803
    num cache misses                 |     189779 |     116834 |     115445 |     146040 |     116068 |     115839 |      93551 |     132700 |      95332 |      95336 |      12431 |      15402
    miss rate                        |      0.72% |      0.42% |      0.42% |      0.56% |      0.42% |      0.42% |      0.34% |      0.51% |      0.34% |      0.34% |      0.10% |      0.14%
    mpki                             |       3.31 |       1.72 |       1.70 |       2.52 |       1.70 |       1.69 |       1.36 |       2.26 |       1.39 |       1.38 |       0.17 |       0.25
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     285827 |     187473 |     187408 |     216532 |     191086 |     196374 |     164607 |     202202 |     165525 |     166285 |      22220 |      19816
    num cache misses                 |      77018 |      68800 |      66959 |      68181 |      68386 |      68542 |      58459 |      57519 |      56109 |      50202 |      12653 |       7120
