                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  182139545 |  184549703 |  184045231 |  184256303 |  181553199 |  181353582 |  185380937 |  185258594 |  186205059 |  186822855 |  183924459 |  183422293
  Cycles                             |  110982000 |  110982000 |  110982000 |  110982000 |   83236500 |   83236500 |  110982000 |  110982000 |  110982000 |  110982000 |   83236500 |   83236500
  IPC                                |       1.64 |       1.66 |       1.66 |       1.66 |       2.18 |       2.18 |       1.67 |       1.67 |       1.68 |       1.68 |       2.21 |       2.20
  Time (ns)                          |   27745500 |   27745500 |   27745500 |   27745500 |   27745500 |   27745500 |   27745500 |   27745500 |   27745500 |   27745500 |   27745500 |   27745500
  Idle time (ns)                     |    1459301 |    1265718 |    1261903 |    1002965 |     904344 |     872035 |     609539 |     479802 |     349886 |     268058 |     268203 |     405275
  Idle time (%)                      |       5.3% |       4.6% |       4.5% |       3.6% |       3.3% |       3.1% |       2.2% |       1.7% |       1.3% |       1.0% |       1.0% |       1.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   32028542 |   32154198 |   32825785 |   32997567 |   31891366 |   32234054 |   32964207 |   33107491 |   32637056 |   33366090 |   31808583 |   32307741
  num incorrect                      |     119187 |     122975 |     129116 |     134332 |     138744 |     138365 |     141627 |     139861 |     140269 |     135893 |     133497 |     123956
  misprediction rate                 |      0.37% |      0.38% |      0.39% |      0.41% |      0.43% |      0.43% |      0.43% |      0.42% |      0.43% |      0.41% |      0.42% |      0.38%
  mpki                               |       0.65 |       0.67 |       0.70 |       0.73 |       0.76 |       0.76 |       0.76 |       0.75 |       0.75 |       0.73 |       0.73 |       0.68
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6907289 |    7137904 |    6831502 |    6860351 |    6990971 |    6863876 |    7153948 |    7097052 |    7453736 |    7207161 |    7580317 |    7282689
    num misses                       |        363 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   66910152 |   68101562 |   66903041 |   66780135 |   66559753 |   65992605 |   67418979 |   67149209 |   68299810 |   67735401 |   67979770 |   67040390
    num misses                       |      65962 |      66953 |      65911 |      76753 |      92260 |      69565 |      64287 |      64689 |      66522 |      68221 |      82382 |      63439
    miss rate                        |      0.10% |      0.10% |      0.10% |      0.11% |      0.14% |      0.11% |      0.10% |      0.10% |      0.10% |      0.10% |      0.12% |      0.09%
    mpki                             |       0.36 |       0.36 |       0.36 |       0.42 |       0.51 |       0.38 |       0.35 |       0.35 |       0.36 |       0.37 |       0.45 |       0.35
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      66325 |      66980 |      65938 |      76780 |      92287 |      69592 |      64314 |      64716 |      66549 |      68248 |      82409 |      63466
    num misses                       |       1872 |       1312 |       1288 |       2433 |       2692 |       1843 |       1203 |       1028 |       1088 |       3151 |       2821 |       1043
    miss rate                        |      2.82% |      1.96% |      1.95% |      3.17% |      2.92% |      2.65% |      1.87% |      1.59% |      1.63% |      4.62% |      3.42% |      1.64%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6907289 |    7137904 |    6831502 |    6860351 |    6990971 |    6863876 |    7153948 |    7097052 |    7453736 |    7207161 |    7580317 |    7282689
    num cache misses                 |      26571 |      10931 |       9850 |      10467 |      11812 |      11797 |       9767 |      10811 |      10415 |       9926 |      11961 |      12043
    miss rate                        |      0.38% |      0.15% |      0.14% |      0.15% |      0.17% |      0.17% |      0.14% |      0.15% |      0.14% |      0.14% |      0.16% |      0.17%
    mpki                             |       0.15 |       0.06 |       0.05 |       0.06 |       0.07 |       0.07 |       0.05 |       0.06 |       0.06 |       0.05 |       0.07 |       0.07
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   66910152 |   68101562 |   66903041 |   66780135 |   66559753 |   65992605 |   67418979 |   67149209 |   68299810 |   67735401 |   67979770 |   67040390
    num cache misses                 |   17059620 |   17538351 |   17007591 |   16879555 |   17024471 |   16651473 |   17026235 |   16906908 |   17340076 |   16960371 |   17280513 |   16879646
    miss rate                        |     25.50% |     25.75% |     25.42% |     25.28% |     25.58% |     25.23% |     25.25% |     25.18% |     25.39% |     25.04% |     25.42% |     25.18%
    mpki                             |      93.66 |      95.03 |      92.41 |      91.61 |      93.77 |      91.82 |      91.84 |      91.26 |      93.12 |      90.78 |      93.95 |      92.03
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17119398 |   17581328 |   17048022 |   16920834 |   17068346 |   16695503 |   17067467 |   16948489 |   17380642 |   17001720 |   17324653 |   16924508
    num cache misses                 |    2752437 |    3271078 |    2970695 |    2637649 |    3844466 |    3782211 |    2998177 |    2456284 |    2888782 |    3030801 |    3908924 |    3818716
    miss rate                        |     16.08% |     18.61% |     17.43% |     15.59% |     22.52% |     22.65% |     17.57% |     14.49% |     16.62% |     17.83% |     22.56% |     22.56%
    mpki                             |      15.11 |      17.72 |      16.14 |      14.32 |      21.18 |      20.86 |      16.17 |      13.26 |      15.51 |      16.22 |      21.25 |      20.82
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2787695 |    3303717 |    3001863 |    2669081 |    3877181 |    3815046 |    3030671 |    2487681 |    2919541 |    3062823 |    3941764 |    3852176
    num cache misses                 |      86243 |      69431 |      63875 |      66460 |      49405 |      54002 |      64284 |      71923 |      60424 |      66094 |      57415 |      63932
    miss rate                        |      3.09% |      2.10% |      2.13% |      2.49% |      1.27% |      1.42% |      2.12% |      2.89% |      2.07% |      2.16% |      1.46% |      1.66%
    mpki                             |       0.47 |       0.38 |       0.35 |       0.36 |       0.27 |       0.30 |       0.35 |       0.39 |       0.32 |       0.35 |       0.31 |       0.35
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     253706 |          0 |          0 |          0 |          0 |          0 |     254028 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |    4940.35 |        inf |        inf |        inf |        inf |        inf |    4931.15 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |    4879.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |    4869.90 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      18369 |      10468 |      10270 |      11176 |      15169 |      13780 |      10269 |      10639 |       9740 |      10277 |      15248 |      16412
