                                     | Core 0     | Core 1    
  Instructions                       |     385442 |          0
  Cycles                             |     725200 |     725200
  IPC                                |       0.53 |       0.00
  Time (ns)                          |     181300 |     181300
  Idle time (ns)                     |        210 |     181300
  Idle time (%)                      |       0.1% |     100.0%
Branch predictor stats               |            |           
  num correct                        |      55919 |          0
  num incorrect                      |       3545 |          0
  misprediction rate                 |      5.96% |      0.00%
  mpki                               |       9.20 |       0.00
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |      45160 |          0
    num misses                       |         94 |          0
    miss rate                        |      0.21% |      0.00%
    mpki                             |       0.24 |       0.00
  D-TLB                              |            |           
    num accesses                     |     158069 |          0
    num misses                       |        387 |          0
    miss rate                        |      0.24% |      0.00%
    mpki                             |       1.00 |       0.00
  L2 TLB                             |            |           
    num accesses                     |        481 |          0
    num misses                       |        302 |          0
    miss rate                        |     62.79% |      0.00%
    mpki                             |       0.78 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |      45160 |          0
    num cache misses                 |       1172 |          0
    miss rate                        |      2.60% |       inf%
    mpki                             |       3.04 |        inf
  Cache L1-D                         |            |           
    num cache accesses               |     158069 |          0
    num cache misses                 |       9933 |          0
    miss rate                        |      6.28% |       inf%
    mpki                             |      25.77 |        inf
  Cache L2                           |            |           
    num cache accesses               |      12981 |          0
    num cache misses                 |       9323 |          0
    miss rate                        |     71.82% |       inf%
    mpki                             |      24.19 |        inf
  Cache L3                           |            |           
    num cache accesses               |      11205 |          0
    num cache misses                 |       9285 |          0
    miss rate                        |     82.86% |       inf%
    mpki                             |      24.09 |        inf
DRAM summary                         |            |           
  num dram accesses                  |       4668 |       4617
  average dram access latency (ns)   |      61.45 |      61.39
  average dram queueing delay        |       0.20 |       0.14
  average dram bandwidth utilization |      3.00% |      3.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6150 |          0
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
