                                     | Core 0     | Core 1    
  Instructions                       |   25003853 |    6147516
  Cycles                             |   20644000 |   20644000
  IPC                                |       1.21 |       0.30
  Time (ns)                          |    5161000 |    5161000
  Idle time (ns)                     |       1446 |    3438970
  Idle time (%)                      |       0.0% |      66.6%
Branch predictor stats               |            |           
  num correct                        |    3144256 |    1372507
  num incorrect                      |     201858 |      67235
  misprediction rate                 |      6.03% |      4.67%
  mpki                               |       8.07 |      10.94
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    2789177 |     438625
    num misses                       |        182 |         50
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    6248795 |    1913178
    num misses                       |       5542 |       3830
    miss rate                        |      0.09% |      0.20%
    mpki                             |       0.22 |       0.62
  L2 TLB                             |            |           
    num accesses                     |       5724 |       3880
    num misses                       |        732 |        300
    miss rate                        |     12.79% |      7.73%
    mpki                             |       0.03 |       0.05
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    2789177 |     438625
    num cache misses                 |       3101 |        607
    miss rate                        |      0.11% |      0.14%
    mpki                             |       0.12 |       0.10
  Cache L1-D                         |            |           
    num cache accesses               |    6248795 |    1913178
    num cache misses                 |     100626 |      76546
    miss rate                        |      1.61% |      4.00%
    mpki                             |       4.02 |      12.45
  Cache L2                           |            |           
    num cache accesses               |     105884 |      77155
    num cache misses                 |      73070 |      56939
    miss rate                        |     69.01% |     73.80%
    mpki                             |       2.92 |       9.26
  Cache L3                           |            |           
    num cache accesses               |      75343 |      57006
    num cache misses                 |      22487 |       4365
    miss rate                        |     29.85% |      7.66%
    mpki                             |       0.90 |       0.71
DRAM summary                         |            |           
  num dram accesses                  |      26827 |          0
  average dram access latency (ns)   |      61.85 |        inf
  average dram queueing delay        |       0.60 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11851 |       1953
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
