                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   48126359 |    7469685 |    7848791 |    7728293 |    7044238 |    6703172 |    6661249 |    7474590 |    8808611 |    8863210 |    8940331 |    8701053
  Cycles                             |  126211600 |  126211600 |  126211600 |  126211600 |   31552900 |   31552900 |   31552900 |   31552900 |  126211600 |  126211600 |  126211600 |  126211600
  IPC                                |       0.38 |       0.06 |       0.06 |       0.06 |       0.22 |       0.21 |       0.21 |       0.24 |       0.07 |       0.07 |       0.07 |       0.07
  Time (ns)                          |   31552900 |   31552900 |   31552900 |   31552900 |   31552900 |   31552900 |   31552900 |   31552900 |   31552900 |   31552900 |   31552900 |   31552900
  Idle time (ns)                     |       2719 |   27784363 |   27441561 |   27557307 |   27381578 |   27382785 |   27381664 |   27478719 |   27649109 |   27442799 |   27443048 |   27737951
  Idle time (%)                      |       0.0% |      88.1% |      87.0% |      87.3% |      86.8% |      86.8% |      86.8% |      87.1% |      87.6% |      87.0% |      87.0% |      87.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5128130 |    2294593 |    2340238 |    2333828 |    1988567 |    1847667 |    1839451 |    2254018 |    2712500 |    2662321 |    2694865 |    2695258
  num incorrect                      |     354200 |      11239 |      19901 |      16622 |      29697 |      33310 |      32358 |      16152 |      14429 |      22276 |      21461 |      12529
  misprediction rate                 |      6.46% |      0.49% |      0.84% |      0.71% |      1.47% |      1.77% |      1.73% |      0.71% |      0.53% |      0.83% |      0.79% |      0.46%
  mpki                               |       7.36 |       1.50 |       2.54 |       2.15 |       4.22 |       4.97 |       4.86 |       2.16 |       1.64 |       2.51 |       2.40 |       1.44
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6536004 |      82484 |     122707 |     107482 |     168747 |     183142 |     178802 |     107205 |      99658 |     128163 |     131097 |      86455
    num misses                       |        177 |         26 |         24 |         26 |         24 |         24 |         26 |         24 |         24 |         26 |         24 |         24
    miss rate                        |      0.00% |      0.03% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10964408 |    1498670 |    1608139 |    1568906 |    1521454 |    1473935 |    1470445 |    1522551 |    1738542 |    1785942 |    1794988 |    1707873
    num misses                       |       9867 |       8051 |       8082 |       8116 |       8175 |       8086 |       8091 |       8243 |       8049 |       8045 |       8173 |       8039
