                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11054910 |    3001924 |    3039198 |    2796200 |    3098621 |    2936037 |    2550599 |    2979773 |    3287524 |    3206219 |    3416804 |    3373145
  Cycles                             |   29683600 |   29683600 |   29683600 |   29683600 |    7420900 |    7420900 |    7420900 |    7420900 |   29683600 |   29683600 |   29683600 |   29683600
  IPC                                |       0.37 |       0.10 |       0.10 |       0.09 |       0.42 |       0.40 |       0.34 |       0.40 |       0.11 |       0.11 |       0.12 |       0.11
  Time (ns)                          |    7420900 |    7420900 |    7420900 |    7420900 |    7420900 |    7420900 |    7420900 |    7420900 |    7420900 |    7420900 |    7420900 |    7420900
  Idle time (ns)                     |       1365 |    6032320 |    6033223 |    6033684 |    6003429 |    6003811 |    6004176 |    6004376 |    6034558 |    6034987 |    6035370 |    6035768
  Idle time (%)                      |       0.0% |      81.3% |      81.3% |      81.3% |      80.9% |      80.9% |      80.9% |      80.9% |      81.3% |      81.3% |      81.3% |      81.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1349768 |     951221 |     966777 |     867252 |     996904 |     931415 |     765339 |     947947 |    1044011 |    1010731 |    1097902 |    1081651
  num incorrect                      |      74514 |       4790 |       4263 |       7542 |       2553 |       4844 |      10533 |       4226 |       5127 |       6335 |       3563 |       3860
  misprediction rate                 |      5.23% |      0.50% |      0.44% |      0.86% |      0.26% |      0.52% |      1.36% |      0.44% |      0.49% |      0.62% |      0.32% |      0.36%
  mpki                               |       6.74 |       1.60 |       1.40 |       2.70 |       0.82 |       1.65 |       4.13 |       1.42 |       1.56 |       1.98 |       1.04 |       1.14
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1622358 |      20147 |      20624 |      24175 |      17581 |      19604 |      27920 |      18870 |      20848 |      22020 |      18506 |      18972
    num misses                       |        176 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         28 |         26 |         26 |         26
