                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   45191588 |    6548417 |    5495117 |    6269325 |    6389364 |    6308788
  Cycles                             |  130552000 |  130552000 |  130552000 |  130552000 |   32638000 |   32638000
  IPC                                |       0.35 |       0.05 |       0.04 |       0.05 |       0.20 |       0.19
  Time (ns)                          |   32638000 |   32638000 |   32638000 |   32638000 |   32638000 |   32638000
  Idle time (ns)                     |     192836 |   27073001 |   26923324 |   26922162 |   27007024 |   27103877
  Idle time (%)                      |       0.6% |      82.9% |      82.5% |      82.5% |      82.7% |      83.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    5045579 |    1810115 |    1335900 |    1657516 |    1761083 |    1749643
  num incorrect                      |     356108 |      36148 |      56998 |      45397 |      36092 |      33171
  misprediction rate                 |      6.59% |      1.96% |      4.09% |      2.67% |      2.01% |      1.86%
  mpki                               |       7.88 |       5.52 |      10.37 |       7.24 |       5.65 |       5.26
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    5901916 |     330841 |     458808 |     397120 |     328249 |     313752
    num misses                       |        171 |         26 |         26 |         28 |         28 |         28
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   10444104 |    1624766 |    1543282 |    1621092 |    1596844 |    1568541
    num misses                       |      13602 |      12001 |      12136 |      12169 |      12056 |      12087
    miss rate                        |      0.13% |      0.74% |      0.79% |      0.75% |      0.75% |      0.77%
    mpki                             |       0.30 |       1.83 |       2.21 |       1.94 |       1.89 |       1.92
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      13773 |      12027 |      12162 |      12197 |      12084 |      12115
    num misses                       |        861 |        341 |        342 |        330 |        315 |        313
    miss rate                        |      6.25% |      2.84% |      2.81% |      2.71% |      2.61% |      2.58%
    mpki                             |       0.02 |       0.05 |       0.06 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    5901916 |     330841 |     458808 |     397120 |     328249 |     313752
    num cache misses                 |       2914 |        174 |        176 |        184 |        245 |        241
    miss rate                        |      0.05% |      0.05% |      0.04% |      0.05% |      0.07% |      0.08%
    mpki                             |       0.06 |       0.03 |       0.03 |       0.03 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   10444104 |    1624766 |    1543282 |    1621092 |    1596844 |    1568541
    num cache misses                 |      99860 |      67421 |      68837 |      68330 |      67484 |      67416
    miss rate                        |      0.96% |      4.15% |      4.46% |      4.22% |      4.23% |      4.30%
    mpki                             |       2.21 |      10.30 |      12.53 |      10.90 |      10.56 |      10.69
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     104896 |      67603 |      69013 |      68515 |      67732 |      67659
    num cache misses                 |      83297 |      59378 |      60031 |      60093 |      59901 |      59792
    miss rate                        |     79.41% |     87.83% |     86.99% |     87.71% |     88.44% |     88.37%
    mpki                             |       1.84 |       9.07 |      10.92 |       9.59 |       9.38 |       9.48
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      85744 |      59422 |      60073 |      60140 |      59937 |      59802
    num cache misses                 |      24161 |       2774 |       2889 |       2720 |       2631 |       2631
    miss rate                        |     28.18% |      4.67% |      4.81% |      4.52% |      4.39% |      4.40%
    mpki                             |       0.53 |       0.42 |       0.53 |       0.43 |       0.41 |       0.42
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      37752 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.36 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.11 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      11596 |       1476 |       1491 |       1364 |       1361 |       1427
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
