                                     | Core 0      | Core 1     
  Instructions                       |  1035511965 |  1028888980
  Cycles                             |   613104370 |   613104370
  IPC                                |        1.69 |        1.68
  Time (ns)                          |   211415300 |   211415300
  Idle time (ns)                     |     1686822 |      244540
  Idle time (%)                      |        0.8% |        0.1%
Branch predictor stats               |             |            
  num correct                        |   175448179 |   172476237
  num incorrect                      |      646078 |      653166
  misprediction rate                 |       0.37% |       0.38%
  mpki                               |        0.62 |        0.63
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |    39296170 |    40084866
    num misses                       |         214 |          27
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   387239229 |   386811387
    num misses                       |      392770 |      394614
    miss rate                        |       0.10% |       0.10%
    mpki                             |        0.38 |        0.38
  L2 TLB                             |             |            
    num accesses                     |      392984 |      394641
    num misses                       |      353086 |      353797
    miss rate                        |      89.85% |      89.65%
    mpki                             |        0.34 |        0.34
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |    39296170 |    40084866
    num cache misses                 |       28352 |       12370
    miss rate                        |       0.07% |       0.03%
    mpki                             |        0.03 |        0.01
  Cache L1-D                         |             |            
    num cache accesses               |   387239229 |   386811387
    num cache misses                 |    57542383 |    57750867
    miss rate                        |      14.86% |      14.93%
    mpki                             |       55.57 |       56.13
  Cache L2                           |             |            
    num cache accesses               |    57750108 |    57941634
    num cache misses                 |    21093195 |    21133560
    miss rate                        |      36.52% |      36.47%
    mpki                             |       20.37 |       20.54
  Cache L3                           |             |            
    num cache accesses               |    21279268 |    21318959
    num cache misses                 |      315283 |      305411
    miss rate                        |       1.48% |       1.43%
    mpki                             |        0.30 |        0.30
DRAM summary                         |             |            
  num dram accesses                  |      114882 |      114860
  average dram access latency (ns)   |       61.97 |       61.95
  average dram queueing delay        |        0.71 |        0.70
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |       52087 |       45887
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |      192617 |      192883
