                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21706839 |    3949163 |    4008771 |    4263988 |    3995031 |    4073032 |    3462468 |    3607014
  Cycles                             |   16699200 |   16699200 |   16699200 |   16699200 |   16699200 |   16699200 |   16699200 |   16699200
  IPC                                |       1.30 |       0.24 |       0.24 |       0.26 |       0.24 |       0.24 |       0.21 |       0.22
  Time (ns)                          |    4174800 |    4174800 |    4174800 |    4174800 |    4174800 |    4174800 |    4174800 |    4174800
  Idle time (ns)                     |       1280 |    3445839 |    3446253 |    3446327 |    3446402 |    3446453 |    3446598 |    3446604
  Idle time (%)                      |       0.0% |      82.5% |      82.5% |      82.6% |      82.6% |      82.6% |      82.6% |      82.6%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2471373 |    1153590 |    1187919 |    1291420 |    1177275 |    1213280 |     951488 |    1013298
  num incorrect                      |     162960 |      15001 |      14234 |      11002 |      14548 |      13412 |      21151 |      19618
  misprediction rate                 |      6.19% |      1.28% |      1.18% |      0.84% |      1.22% |      1.09% |      2.17% |      1.90%
  mpki                               |       7.51 |       3.80 |       3.55 |       2.58 |       3.64 |       3.29 |       6.11 |       5.44
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2523942 |     103665 |      91142 |      78506 |      96606 |      87574 |     140806 |     123975
    num misses                       |        187 |         46 |         29 |         29 |         46 |         46 |         48 |         48
    miss rate                        |      0.01% |      0.04% |      0.03% |      0.04% |      0.05% |      0.05% |      0.03% |      0.04%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5103459 |     870747 |     874508 |     901691 |     875125 |     882058 |     823862 |     838397
    num misses                       |       2541 |       1043 |       1005 |        976 |       1098 |       1052 |        991 |       1035
    miss rate                        |      0.05% |      0.12% |      0.11% |      0.11% |      0.13% |      0.12% |      0.12% |      0.12%
    mpki                             |       0.12 |       0.26 |       0.25 |       0.23 |       0.27 |       0.26 |       0.29 |       0.29
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2728 |       1089 |       1034 |       1005 |       1144 |       1098 |       1039 |       1083
    num misses                       |        693 |        230 |        205 |        198 |        243 |        221 |        222 |        224
    miss rate                        |     25.40% |     21.12% |     19.83% |     19.70% |     21.24% |     20.13% |     21.37% |     20.68%
    mpki                             |       0.03 |       0.06 |       0.05 |       0.05 |       0.06 |       0.05 |       0.06 |       0.06
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2523942 |     103665 |      91142 |      78506 |      96606 |      87574 |     140806 |     123975
    num cache misses                 |       2965 |        369 |        179 |        177 |        370 |        372 |        422 |        416
    miss rate                        |      0.12% |      0.36% |      0.20% |      0.23% |      0.38% |      0.42% |      0.30% |      0.34%
    mpki                             |       0.14 |       0.09 |       0.04 |       0.04 |       0.09 |       0.09 |       0.12 |       0.12
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5103459 |     870747 |     874508 |     901691 |     875125 |     882058 |     823862 |     838397
    num cache misses                 |      52890 |      26272 |      26151 |      25932 |      26292 |      26252 |      27460 |      26696
    miss rate                        |      1.04% |      3.02% |      2.99% |      2.88% |      3.00% |      2.98% |      3.33% |      3.18%
    mpki                             |       2.44 |       6.65 |       6.52 |       6.08 |       6.58 |       6.45 |       7.93 |       7.40
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      58295 |      26882 |      26568 |      26316 |      27460 |      27382 |      28678 |      27976
    num cache misses                 |      42705 |      24110 |      23844 |      23703 |      24163 |      24186 |      24483 |      24410
    miss rate                        |     73.26% |     89.69% |     89.75% |     90.07% |     87.99% |     88.33% |     85.37% |     87.25%
    mpki                             |       1.97 |       6.11 |       5.95 |       5.56 |       6.05 |       5.94 |       7.07 |       6.77
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      45498 |      24370 |      24107 |      23927 |      24977 |      24947 |      25374 |      25278
    num cache misses                 |      32463 |      13556 |      13466 |      13385 |      14631 |      14294 |      14695 |      14714
    miss rate                        |     71.35% |     55.63% |     55.86% |     55.94% |     58.58% |     57.30% |     57.91% |     58.21%
    mpki                             |       1.50 |       3.43 |       3.36 |       3.14 |       3.66 |       3.51 |       4.24 |       4.08
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      14095 |          0 |          0 |          0 |      14000 |          0 |          0 |          0
  average dram access latency (ns)   |      61.53 |        inf |        inf |        inf |      61.48 |        inf |        inf |        inf
  average dram queueing delay        |       0.28 |       0.00 |       0.00 |       0.00 |       0.23 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10530 |        291 |        264 |        280 |        262 |        227 |        318 |        206
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4016 |       3836 |       3839 |       3787 |       4658 |       4585 |       4747 |       4666
