                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4     | Core 5    
  Instructions                       |   377968335 |   384101908 |   371391601 |   373848857 |  313075088 |  318161177
  Cycles                             |  1369861200 |  1369861200 |  1369861200 |  1369861200 |  342465300 |  342465300
  IPC                                |        0.28 |        0.28 |        0.27 |        0.27 |       0.91 |       0.93
  Time (ns)                          |   342465300 |   342465300 |   342465300 |   342465300 |  342465300 |  342465300
  Idle time (ns)                     |    50404289 |    48128259 |    60083741 |    57145442 |     483499 |     466114
  Idle time (%)                      |       14.7% |       14.1% |       17.5% |       16.7% |       0.1% |       0.1%
Branch predictor stats               |             |             |             |             |            |           
  num correct                        |    34975799 |    37224053 |    36600823 |    37543364 |   18178059 |   20327408
  num incorrect                      |       14246 |        7582 |        7437 |        7408 |       6821 |       6799
  misprediction rate                 |       0.04% |       0.02% |       0.02% |       0.02% |      0.04% |      0.03%
  mpki                               |        0.04 |        0.02 |        0.02 |        0.02 |       0.02 |       0.02
TLB Summary                          |             |             |             |             |            |           
  I-TLB                              |             |             |             |             |            |           
    num accesses                     |    35189668 |    35048094 |    33665708 |    33615070 |   33277812 |   33089221
    num misses                       |         251 |          28 |          28 |          28 |         28 |         29
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |             |             |             |             |            |           
    num accesses                     |   187940605 |   188625958 |   181499654 |   181769170 |  170381245 |  170723700
    num misses                       |      101971 |       99946 |       96257 |       96157 |      95227 |      94426
    miss rate                        |       0.05% |       0.05% |       0.05% |       0.05% |      0.06% |      0.06%
    mpki                             |        0.27 |        0.26 |        0.26 |        0.26 |       0.30 |       0.30
  L2 TLB                             |             |             |             |             |            |           
    num accesses                     |      102222 |       99974 |       96285 |       96185 |      95255 |      94455
    num misses                       |       70362 |       69279 |       66795 |       66694 |      65896 |      65415
    miss rate                        |      68.83% |      69.30% |      69.37% |      69.34% |     69.18% |     69.26%
    mpki                             |        0.19 |        0.18 |        0.18 |        0.18 |       0.21 |       0.21
Cache Summary                        |             |             |             |             |            |           
  Cache L1-I                         |             |             |             |             |            |           
    num cache accesses               |    35189668 |    35048094 |    33665708 |    33615070 |   33277812 |   33089221
    num cache misses                 |       35081 |       22267 |       21462 |       21370 |      34751 |      35258
    miss rate                        |       0.10% |       0.06% |       0.06% |       0.06% |      0.10% |      0.11%
    mpki                             |        0.09 |        0.06 |        0.06 |        0.06 |       0.11 |       0.11
  Cache L1-D                         |             |             |             |             |            |           
    num cache accesses               |   187940605 |   188625958 |   181499654 |   181769170 |  170381245 |  170723700
    num cache misses                 |     7291616 |     7349088 |     7072848 |     7064446 |    6985030 |    6958503
    miss rate                        |       3.88% |       3.90% |       3.90% |       3.89% |      4.10% |      4.08%
    mpki                             |       19.29 |       19.13 |       19.04 |       18.90 |      22.31 |      21.87
  Cache L2                           |             |             |             |             |            |           
    num cache accesses               |     7910173 |     7945640 |     7656598 |     7650850 |    7569093 |    7522640
    num cache misses                 |     5239661 |     5240820 |     5063043 |     5055012 |    5208339 |    5179350
    miss rate                        |      66.24% |      65.96% |      66.13% |      66.07% |     68.81% |     68.85%
    mpki                             |       13.86 |       13.64 |       13.63 |       13.52 |      16.64 |      16.28
  Cache L3                           |             |             |             |             |            |           
    num cache accesses               |     5826052 |     5815839 |     5626119 |     5620962 |    5758320 |    5708897
    num cache misses                 |     3901087 |     3863191 |     3720295 |     3759536 |    3876879 |    3959877
    miss rate                        |      66.96% |      66.43% |      66.13% |      66.88% |     67.33% |     69.36%
    mpki                             |       10.32 |       10.06 |       10.02 |       10.06 |      12.38 |      12.45
DRAM summary                         |             |             |             |             |            |           
  num dram accesses                  |    32504720 |           0 |           0 |           0 |          0 |          0
  average dram access latency (ns)   |     3213.77 |         inf |         inf |         inf |        inf |        inf
  average dram queueing delay        |     3152.52 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      11.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |             |             |             |            |           
  num loads from dram                |     2885902 |     2866717 |     2754353 |     2786948 |    2923549 |    2999957
  num loads from dram cache          |           0 |           0 |           0 |           0 |          0 |          0
  num loads from remote cache        |           0 |           0 |           0 |           0 |          0 |          0
