                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    6421013 |    6506160 |    6525210 |    6418833 |    4762901 |    4911025 |    4800112 |    4948728 |          0 |          0 |          0 |          0 |    4887756 |    5026311 |    5088893 |    5233357
  Cycles                             |    4854890 |    4854890 |    4854890 |    4854890 |    3683020 |    3683020 |    3683020 |    3683020 |    4854890 |    4854890 |    4854890 |    4854890 |    3683020 |    3683020 |    3683020 |    3683020
  IPC                                |       1.32 |       1.34 |       1.34 |       1.32 |       1.29 |       1.33 |       1.30 |       1.34 |       0.00 |       0.00 |       0.00 |       0.00 |       1.33 |       1.36 |       1.38 |       1.42
  Time (ns)                          |    1674100 |    1674100 |    1674100 |    1674100 |    1674100 |    1674100 |    1674100 |    1674100 |    1674100 |    1674100 |    1674100 |    1674100 |    1674100 |    1674100 |    1674100 |    1674100
  Idle time (ns)                     |     462904 |     463648 |     464417 |     465162 |        319 |     456016 |     458343 |     459115 |    1674100 |    1674100 |    1674100 |    1674100 |     459886 |     460630 |     461399 |     462130
  Idle time (%)                      |      27.7% |      27.7% |      27.7% |      27.8% |       0.0% |      27.2% |      27.4% |      27.4% |     100.0% |     100.0% |     100.0% |     100.0% |      27.5% |      27.5% |      27.6% |      27.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1348513 |    1380376 |    1390373 |    1359512 |     393767 |     623957 |     593626 |     638533 |          0 |          0 |          0 |          0 |     676259 |     744298 |     763881 |     804190
  num incorrect                      |       3685 |       3613 |       3399 |       3360 |      20937 |       4808 |       4792 |       4646 |          0 |          0 |          0 |          0 |       4313 |       4021 |       3847 |       4003
  misprediction rate                 |      0.27% |      0.26% |      0.24% |      0.25% |      5.05% |      0.76% |      0.80% |      0.72% |      0.00% |      0.00% |      0.00% |      0.00% |      0.63% |      0.54% |      0.50% |      0.50%
  mpki                               |       0.57 |       0.56 |       0.52 |       0.52 |       4.40 |       0.98 |       1.00 |       0.94 |       0.00 |       0.00 |       0.00 |       0.00 |       0.88 |       0.80 |       0.76 |       0.76
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     237737 |     234943 |     229974 |     231216 |     521734 |     371494 |     370932 |     369572 |          0 |          0 |          0 |          0 |     347432 |     335252 |     334099 |     335150
    num misses                       |         28 |         28 |         35 |         36 |        285 |         35 |         35 |         30 |          0 |          0 |          0 |          0 |         35 |         35 |         28 |         35
    miss rate                        |      0.01% |      0.01% |      0.02% |      0.02% |      0.05% |      0.01% |      0.01% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.01 |       0.01 |       0.06 |       0.01 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1741969 |    1742309 |    1735418 |    1721843 |    2433763 |    2016065 |    1999195 |    2015484 |          0 |          0 |          0 |          0 |    1914697 |    1887371 |    1893844 |    1917222
    num misses                       |        265 |        187 |        230 |        149 |       2461 |        357 |        414 |        463 |          0 |          0 |          0 |          0 |        456 |        419 |        368 |        302
    miss rate                        |      0.02% |      0.01% |      0.01% |      0.01% |      0.10% |      0.02% |      0.02% |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.04 |       0.03 |       0.04 |       0.02 |       0.52 |       0.07 |       0.09 |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.09 |       0.08 |       0.07 |       0.06
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        293 |        215 |        265 |        185 |       2746 |        392 |        449 |        493 |          0 |          0 |          0 |          0 |        491 |        454 |        396 |        337
    num misses                       |        144 |        143 |        147 |        140 |        614 |        166 |        174 |        172 |          0 |          0 |          0 |          0 |        179 |        174 |        159 |        166
    miss rate                        |     49.15% |     66.51% |     55.47% |     75.68% |     22.36% |     42.35% |     38.75% |     34.89% |      0.00% |      0.00% |      0.00% |      0.00% |     36.46% |     38.33% |     40.15% |     49.26%
    mpki                             |       0.02 |       0.02 |       0.02 |       0.02 |       0.13 |       0.03 |       0.04 |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.04 |       0.03 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     237737 |     234943 |     229974 |     231216 |     521734 |     371494 |     370932 |     369572 |          0 |          0 |          0 |          0 |     347432 |     335252 |     334099 |     335150
    num cache misses                 |        380 |        373 |        435 |        439 |       7308 |        439 |        442 |        383 |          0 |          0 |          0 |          0 |        436 |        435 |        374 |        431
    miss rate                        |      0.16% |      0.16% |      0.19% |      0.19% |      1.40% |      0.12% |      0.12% |      0.10% |       inf% |       inf% |       inf% |       inf% |      0.13% |      0.13% |      0.11% |      0.13%
    mpki                             |       0.06 |       0.06 |       0.07 |       0.07 |       1.53 |       0.09 |       0.09 |       0.08 |        inf |        inf |        inf |        inf |       0.09 |       0.09 |       0.07 |       0.08
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1741969 |    1742309 |    1735418 |    1721843 |    2433763 |    2016065 |    1999195 |    2015484 |          0 |          0 |          0 |          0 |    1914697 |    1887371 |    1893844 |    1917222
    num cache misses                 |      26466 |      26272 |      24806 |      24488 |      71736 |      53169 |      54182 |      54367 |          0 |          0 |          0 |          0 |      52178 |      50601 |      50196 |      49978
    miss rate                        |      1.52% |      1.51% |      1.43% |      1.42% |      2.95% |      2.64% |      2.71% |      2.70% |       inf% |       inf% |       inf% |       inf% |      2.73% |      2.68% |      2.65% |      2.61%
    mpki                             |       4.12 |       4.04 |       3.80 |       3.82 |      15.06 |      10.83 |      11.29 |      10.99 |        inf |        inf |        inf |        inf |      10.68 |      10.07 |       9.86 |       9.55
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      30315 |      30926 |      28806 |      26760 |      84123 |      55742 |      56092 |      60692 |          0 |          0 |          0 |          0 |      55584 |      53880 |      53237 |      55088
    num cache misses                 |      12927 |      10945 |      11493 |      11858 |      22502 |      13266 |      15146 |      16361 |          0 |          0 |          0 |          0 |      19509 |      16319 |      14287 |      13102
    miss rate                        |     42.64% |     35.39% |     39.90% |     44.31% |     26.75% |     23.80% |     27.00% |     26.96% |       inf% |       inf% |       inf% |       inf% |     35.10% |     30.29% |     26.84% |     23.78%
    mpki                             |       2.01 |       1.68 |       1.76 |       1.85 |       4.72 |       2.70 |       3.16 |       3.31 |        inf |        inf |        inf |        inf |       3.99 |       3.25 |       2.81 |       2.50
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      18744 |      17466 |      17222 |      16288 |      34437 |      19710 |      21556 |      27362 |          0 |          0 |          0 |          0 |      27210 |      23844 |      21319 |      21595
    num cache misses                 |       5576 |       1903 |       1583 |       2352 |      13283 |       2107 |       2325 |      10739 |          0 |          0 |          0 |          0 |       9492 |       5546 |       4832 |       9211
    miss rate                        |     29.75% |     10.90% |      9.19% |     14.44% |     38.57% |     10.69% |     10.79% |     39.25% |       inf% |       inf% |       inf% |       inf% |     34.88% |     23.26% |     22.67% |     42.65%
    mpki                             |       0.87 |       0.29 |       0.24 |       0.37 |       2.79 |       0.43 |       0.48 |       2.17 |        inf |        inf |        inf |        inf |       1.94 |       1.10 |       0.95 |       1.76
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      21229 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |       6165 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     400.58 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |     209.63 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     339.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |     148.38 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
