                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  179955894 |  261526127 |  215970745 |       6322 |  132282223 |  621825093 |  163124279 |  414182215 |  197861914 |       3094 |  229787629 |       3247
  Cycles                             |  502101360 |  502101360 |  502101360 |  502101360 |  380904480 |  380904480 |  380904480 |  380904480 |  502101360 |  502101360 |  502101360 |  502101360
  IPC                                |       0.36 |       0.52 |       0.43 |       0.00 |       0.35 |       1.63 |       0.43 |       1.09 |       0.39 |       0.00 |       0.46 |       0.00
  Time (ns)                          |  173138400 |  173138400 |  173138400 |  173138400 |  173138400 |  173138400 |  173138400 |  173138400 |  173138400 |  173138400 |  173138400 |  173138400
  Idle time (ns)                     |  148301299 |  129720484 |  127812640 |  173135417 |  143299383 |   48461541 |  138006319 |   83578024 |  138049030 |  173136940 |  133996501 |  173136448
  Idle time (%)                      |      85.7% |      74.9% |      73.8% |     100.0% |      82.8% |      28.0% |      79.7% |      48.3% |      79.7% |     100.0% |      77.4% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4790680 |   10280119 |    6938463 |        633 |    4945339 |   24006719 |    6357771 |   14377602 |    7772034 |        297 |    9012256 |        269
  num incorrect                      |      26682 |     302628 |     632719 |         84 |     275363 |    1005501 |     289740 |     870111 |     291323 |         49 |     294002 |         42
  misprediction rate                 |      0.55% |      2.86% |      8.36% |     11.72% |      5.27% |      4.02% |      4.36% |      5.71% |      3.61% |     14.16% |      3.16% |     13.50%
  mpki                               |       0.15 |       1.16 |       2.93 |      13.29 |       2.08 |       1.62 |       1.78 |       2.10 |       1.47 |      15.84 |       1.28 |      12.94
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15901420 |   25608269 |   20807855 |        648 |   12469777 |   61559834 |   15761064 |   39108049 |   19272286 |        345 |   22430655 |        270
    num misses                       |        240 |        260 |         83 |         21 |        252 |        304 |        252 |        306 |        243 |         21 |        245 |         21
    miss rate                        |      0.00% |      0.00% |      0.00% |      3.24% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      6.09% |      0.00% |      7.78%
    mpki                             |       0.00 |       0.00 |       0.00 |       3.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       6.79 |       0.00 |       6.47
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   64182478 |   90680153 |   75653937 |       6697 |   46390005 |  218603492 |   56742743 |  149138566 |   68685810 |       3176 |   79709109 |       4437
    num misses                       |      12131 |     138692 |      18368 |         28 |      38157 |     247556 |      74447 |     225153 |     104064 |         22 |     116252 |         23
