                                     | Core 0     | Core 1    
  Instructions                       |  849836709 |  856780472
  Cycles                             |  332326000 |  332326000
  IPC                                |       2.56 |       2.58
  Time (ns)                          |   83081500 |   83081500
  Idle time (ns)                     |    1662576 |     447140
  Idle time (%)                      |       2.0% |       0.5%
Branch predictor stats               |            |           
  num correct                        |   50909716 |   53371845
  num incorrect                      |     309113 |     301948
  misprediction rate                 |      0.60% |      0.56%
  mpki                               |       0.36 |       0.35
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   74865000 |   74753033
    num misses                       |        193 |         25
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  281241896 |  282176367
    num misses                       |     172990 |     171665
    miss rate                        |      0.06% |      0.06%
    mpki                             |       0.20 |       0.20
  L2 TLB                             |            |           
    num accesses                     |     173183 |     171690
    num misses                       |      51844 |      50834
    miss rate                        |     29.94% |     29.61%
    mpki                             |       0.06 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   74865000 |   74753033
    num cache misses                 |      25710 |      15700
    miss rate                        |      0.03% |      0.02%
    mpki                             |       0.03 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  281241896 |  282176367
    num cache misses                 |   31589016 |   31591054
    miss rate                        |     11.23% |     11.20%
    mpki                             |      37.17 |      36.87
  Cache L2                           |            |           
    num cache accesses               |   32000442 |   32001110
    num cache misses                 |    3163275 |    3139091
    miss rate                        |      9.89% |      9.81%
    mpki                             |       3.72 |       3.66
  Cache L3                           |            |           
    num cache accesses               |    4569408 |    4583851
    num cache misses                 |    2667190 |    2626180
    miss rate                        |     58.37% |     57.29%
    mpki                             |       3.14 |       3.07
DRAM summary                         |            |           
  num dram accesses                  |    4511279 |    4506369
  average dram access latency (ns)   |     707.40 |     698.93
  average dram queueing delay        |     646.15 |     637.68
  average dram bandwidth utilization |      6.00% |      6.00%
Coherency Traffic                    |            |           
  num loads from dram                |    1465402 |    1575446
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |     275348 |     140047
