                                     | Core 0     | Core 1    
  Instructions                       |     383650 |          0
  Cycles                             |     718400 |     718400
  IPC                                |       0.53 |       0.00
  Time (ns)                          |     179600 |     179600
  Idle time (ns)                     |        241 |     179600
  Idle time (%)                      |       0.1% |     100.0%
Branch predictor stats               |            |           
  num correct                        |      55786 |          0
  num incorrect                      |       3550 |          0
  misprediction rate                 |      5.98% |      0.00%
  mpki                               |       9.25 |       0.00
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |      44904 |          0
    num misses                       |         94 |          0
    miss rate                        |      0.21% |      0.00%
    mpki                             |       0.25 |       0.00
  D-TLB                              |            |           
    num accesses                     |     157548 |          0
    num misses                       |        395 |          0
    miss rate                        |      0.25% |      0.00%
    mpki                             |       1.03 |       0.00
  L2 TLB                             |            |           
    num accesses                     |        489 |          0
    num misses                       |        303 |          0
    miss rate                        |     61.96% |      0.00%
    mpki                             |       0.79 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |      44904 |          0
    num cache misses                 |       1165 |          0
    miss rate                        |      2.59% |       inf%
    mpki                             |       3.04 |        inf
  Cache L1-D                         |            |           
    num cache accesses               |     157548 |          0
    num cache misses                 |       9886 |          0
    miss rate                        |      6.27% |       inf%
    mpki                             |      25.77 |        inf
  Cache L2                           |            |           
    num cache accesses               |      12801 |          0
    num cache misses                 |       9310 |          0
    miss rate                        |     72.73% |       inf%
    mpki                             |      24.27 |        inf
  Cache L3                           |            |           
    num cache accesses               |      11065 |          0
    num cache misses                 |       9284 |          0
    miss rate                        |     83.90% |       inf%
    mpki                             |      24.20 |        inf
DRAM summary                         |            |           
  num dram accesses                  |       9284 |          0
  average dram access latency (ns)   |      62.44 |        inf
  average dram queueing delay        |       1.19 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6023 |          0
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
