                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1074359046 |  1093610113 |  1130830669 |  1129824922 |  1056711626 |  1064313722 |  1085917421 |  1083389537
  Cycles                             |  1394850800 |  1394850800 |  1394850800 |  1394850800 |  1394850800 |  1394850800 |  1394850800 |  1394850800
  IPC                                |        0.77 |        0.78 |        0.81 |        0.81 |        0.76 |        0.76 |        0.78 |        0.78
  Time (ns)                          |   348712700 |   348712700 |   348712700 |   348712700 |   348712700 |   348712700 |   348712700 |   348712700
  Idle time (ns)                     |     3813107 |     3405725 |     3220820 |     2354954 |     1351379 |      987813 |      846430 |      238874
  Idle time (%)                      |        1.1% |        1.0% |        0.9% |        0.7% |        0.4% |        0.3% |        0.2% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   202882210 |   209592898 |   224536575 |   222927923 |   197063504 |   199500189 |   207808656 |   206299775
  num incorrect                      |      579319 |      620087 |      638209 |      655353 |      661217 |      648403 |      635389 |      611071
  misprediction rate                 |       0.28% |       0.29% |       0.28% |       0.29% |       0.33% |       0.32% |       0.30% |       0.30%
  mpki                               |        0.54 |        0.57 |        0.56 |        0.58 |        0.63 |        0.61 |        0.59 |        0.56
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    57419387 |    57443490 |    55819171 |    56937502 |    57928475 |    58143367 |    57462640 |    58286297
    num misses                       |         274 |          27 |          27 |          27 |          27 |          27 |          27 |          27
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   375914008 |   378520497 |   381463112 |   382763506 |   372377549 |   373722577 |   375963361 |   376276950
    num misses                       |      601989 |      466893 |      495609 |      510099 |      404785 |      356699 |      454014 |      352483
    miss rate                        |       0.16% |       0.12% |       0.13% |       0.13% |       0.11% |       0.10% |       0.12% |       0.09%
    mpki                             |        0.56 |        0.43 |        0.44 |        0.45 |        0.38 |        0.34 |        0.42 |        0.33
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      602263 |      466920 |      495636 |      510126 |      404812 |      356726 |      454041 |      352510
    num misses                       |      306000 |      308236 |      290320 |      291887 |      308087 |      302792 |      298278 |      284702
    miss rate                        |      50.81% |      66.01% |      58.58% |      57.22% |      76.11% |      84.88% |      65.69% |      80.76%
    mpki                             |        0.28 |        0.28 |        0.26 |        0.26 |        0.29 |        0.28 |        0.27 |        0.26
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    57419387 |    57443490 |    55819171 |    56937502 |    57928475 |    58143367 |    57462640 |    58286297
    num cache misses                 |       32359 |       16342 |       16201 |       16575 |       16811 |       16625 |       16215 |       16396
    miss rate                        |       0.06% |       0.03% |       0.03% |       0.03% |       0.03% |       0.03% |       0.03% |       0.03%
    mpki                             |        0.03 |        0.01 |        0.01 |        0.01 |        0.02 |        0.02 |        0.01 |        0.02
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   375914008 |   378520497 |   381463112 |   382763506 |   372377549 |   373722577 |   375963361 |   376276950
    num cache misses                 |   105847089 |   105692896 |   103800400 |   104476674 |   105328668 |   105294144 |   104382483 |   104655262
    miss rate                        |      28.16% |      27.92% |      27.21% |      27.30% |      28.29% |      28.17% |      27.76% |      27.81%
    mpki                             |       98.52 |       96.65 |       91.79 |       92.47 |       99.68 |       98.93 |       96.12 |       96.60
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |   106330666 |   106157615 |   104262239 |   104940842 |   105794299 |   105758195 |   104842682 |   105122756
    num cache misses                 |    21309622 |    21239117 |    20915910 |    21033856 |    21191563 |    21179251 |    21019683 |    21072232
    miss rate                        |      20.04% |      20.01% |      20.06% |      20.04% |      20.03% |      20.03% |      20.05% |      20.05%
    mpki                             |       19.83 |       19.42 |       18.50 |       18.62 |       20.05 |       19.90 |       19.36 |       19.45
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    21783765 |    21710695 |    21381475 |    21502149 |    21661059 |    21648117 |    21483182 |    21543276
    num cache misses                 |    19486496 |    19386390 |    19094259 |    19219580 |    19366721 |    19322643 |    19192017 |    19270184
    miss rate                        |      89.45% |      89.29% |      89.30% |      89.38% |      89.41% |      89.26% |      89.34% |      89.45%
    mpki                             |       18.14 |       17.73 |       16.89 |       17.01 |       18.33 |       18.16 |       17.67 |       17.79
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    79064142 |           0 |           0 |           0 |    79061408 |           0 |           0 |           0
  average dram access latency (ns)   |       86.39 |         inf |         inf |         inf |       85.94 |         inf |         inf |         inf
  average dram queueing delay        |       25.13 |        0.00 |        0.00 |        0.00 |       24.69 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      28.00% |       0.00% |       0.00% |       0.00% |      28.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |    19175433 |    19122921 |    18802458 |    18931163 |    19084564 |    19051852 |    18906964 |    18976517
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      112468 |       87090 |      108693 |      111079 |      104507 |       93767 |      102870 |      113498
