                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |  131057681 |  134421402 |  134902433 |  134714610 |  136095926 |  135850537
  Cycles                             |   50672800 |   50672800 |   50672800 |   50672800 |   50672800 |   50672800
  IPC                                |       2.59 |       2.65 |       2.66 |       2.66 |       2.69 |       2.68
  Time (ns)                          |   12668200 |   12668200 |   12668200 |   12668200 |   12668200 |   12668200
  Idle time (ns)                     |       1379 |     271112 |     266382 |     264794 |     274722 |     238254
  Idle time (%)                      |       0.0% |       2.1% |       2.1% |       2.1% |       2.2% |       1.9%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    6929925 |    8204158 |    8364695 |    8302515 |   12088949 |   12007400
  num incorrect                      |      60447 |      52435 |      52431 |      52419 |      47694 |      47678
  misprediction rate                 |      0.86% |      0.64% |      0.62% |      0.63% |      0.39% |      0.40%
  mpki                               |       0.46 |       0.39 |       0.39 |       0.39 |       0.35 |       0.35
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |   12210921 |   12096912 |   12096761 |   12096441 |   10997358 |   10997168
    num misses                       |        198 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   42627558 |   42956247 |   43036121 |   43004197 |   41366399 |   41325091
    num misses                       |      39084 |      37718 |      37413 |      36677 |      34441 |      34427
    miss rate                        |      0.09% |      0.09% |      0.09% |      0.09% |      0.08% |      0.08%
    mpki                             |       0.30 |       0.28 |       0.28 |       0.27 |       0.25 |       0.25
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      39282 |      37743 |      37438 |      36702 |      34466 |      34452
    num misses                       |       7731 |       6667 |       6890 |       6851 |       6203 |       6154
    miss rate                        |     19.68% |     17.66% |     18.40% |     18.67% |     18.00% |     17.86%
    mpki                             |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |   12210921 |   12096912 |   12096761 |   12096441 |   10997358 |   10997168
    num cache misses                 |      13692 |       3321 |       3333 |       3272 |       3291 |       3150
    miss rate                        |      0.11% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.10 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   42627558 |   42956247 |   43036121 |   43004197 |   41366399 |   41325091
    num cache misses                 |    4800773 |    4784269 |    4786101 |    4784465 |    4348925 |    4350880
    miss rate                        |     11.26% |     11.14% |     11.12% |     11.13% |     10.51% |     10.53%
    mpki                             |      36.63 |      35.59 |      35.48 |      35.52 |      31.95 |      32.03
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |    4881627 |    4853010 |    4854325 |    4853209 |    4411458 |    4413365
    num cache misses                 |     562904 |     540726 |     541100 |     541002 |     492583 |     493016
    miss rate                        |     11.53% |     11.14% |     11.15% |     11.15% |     11.17% |     11.17%
    mpki                             |       4.30 |       4.02 |       4.01 |       4.02 |       3.62 |       3.63
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     711678 |     685780 |     685325 |     688295 |     624902 |     625045
    num cache misses                 |     323136 |     302111 |     303770 |     302863 |     266998 |     273726
    miss rate                        |     45.40% |     44.05% |     44.32% |     44.00% |     42.73% |     43.79%
    mpki                             |       2.47 |       2.25 |       2.25 |       2.25 |       1.96 |       2.01
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |    1162791 |          0 |          0 |    1162447 |          0 |          0
  average dram access latency (ns)   |    1486.32 |        inf |        inf |    1491.59 |        inf |        inf
  average dram queueing delay        |    1425.07 |       0.00 |       0.00 |    1430.34 |       0.00 |       0.00
  average dram bandwidth utilization |     11.00% |      0.00% |      0.00% |     11.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |     138355 |     128596 |     126978 |     126904 |     111854 |     111203
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      66326 |      66615 |      67847 |      71366 |      66058 |      67025
