                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  3938562296 |    60150845 |    59943073 |    59840536 |    60154163 |    59754826 |    60212776 |    59348776 |    59672364 |    59643518 |    60114689 |    59377454 |    59860010 |    59801842 |    59619152 |    59806353
  Cycles                             |  4196369020 |  4196369020 |  4196369020 |  4196369020 |  3183452360 |  3183452360 |  3183452360 |  3183452360 |  4196369020 |  4196369020 |  4196369020 |  4196369020 |  3183452360 |  3183452360 |  3183452360 |  3183452360
  IPC                                |        0.94 |        0.01 |        0.01 |        0.01 |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.02 |        0.02 |        0.02 |        0.02
  Time (ns)                          |  1447023800 |  1447023800 |  1447023800 |  1447023800 |  1447023800 |  1447023800 |  1447023800 |  1447023800 |  1447023800 |  1447023800 |  1447023800 |  1447023800 |  1447023800 |  1447023800 |  1447023800 |  1447023800
  Idle time (ns)                     |    26114822 |  1423345397 |  1423451845 |  1423512457 |  1421808752 |  1422003748 |  1421842008 |  1422188903 |  1423469804 |  1423454915 |  1423271696 |  1423605590 |  1421851556 |  1421938432 |  1422004890 |  1421921716
  Idle time (%)                      |        1.8% |       98.4% |       98.4% |       98.4% |       98.3% |       98.3% |       98.3% |       98.3% |       98.4% |       98.4% |       98.4% |       98.4% |       98.3% |       98.3% |       98.3% |       98.3%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   169358026 |     1161630 |     1158864 |     1157837 |     1165261 |     1159401 |     1169173 |     1149900 |     1154643 |     1153523 |     1159947 |     1149817 |     1156762 |     1157411 |     1158267 |     1159380
  num incorrect                      |     6322608 |       39338 |       39032 |       39193 |       39448 |       39754 |       39478 |       39314 |       39160 |       39182 |       39089 |       39088 |       39178 |       38901 |       39361 |       39827
  misprediction rate                 |       3.60% |       3.28% |       3.26% |       3.27% |       3.27% |       3.32% |       3.27% |       3.31% |       3.28% |       3.29% |       3.26% |       3.29% |       3.28% |       3.25% |       3.29% |       3.32%
  mpki                               |        1.61 |        0.65 |        0.65 |        0.65 |        0.66 |        0.67 |        0.66 |        0.66 |        0.66 |        0.66 |        0.65 |        0.66 |        0.65 |        0.65 |        0.66 |        0.67
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   773983301 |     9315029 |     9285039 |     9267877 |     9315782 |     9255038 |     9324674 |     9192770 |     9242649 |     9238373 |     9311030 |     9196345 |     9271005 |     9261473 |     9234286 |     9261316
    num misses                       |     2099916 |          44 |          43 |          43 |          49 |          48 |          49 |          44 |          43 |          44 |          43 |          44 |          43 |          43 |          48 |          48
    miss rate                        |       0.27% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.53 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  2331219338 |    38026423 |    37894715 |    37826331 |    38014642 |    37761517 |    38044817 |    37512222 |    37720743 |    37707722 |    38010044 |    37526748 |    37843129 |    37799447 |    37672113 |    37793153
    num misses                       |    15002327 |      386652 |      391656 |      395625 |      388849 |      386479 |      392920 |      379177 |      391505 |      381801 |      393083 |      390626 |      386755 |      386476 |      387531 |      383091
    miss rate                        |       0.64% |       1.02% |       1.03% |       1.05% |       1.02% |       1.02% |       1.03% |       1.01% |       1.04% |       1.01% |       1.03% |       1.04% |       1.02% |       1.02% |       1.03% |       1.01%
    mpki                             |        3.81 |        6.43 |        6.53 |        6.61 |        6.46 |        6.47 |        6.53 |        6.39 |        6.56 |        6.40 |        6.54 |        6.58 |        6.46 |        6.46 |        6.50 |        6.41
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    17102243 |      386696 |      391699 |      395668 |      388898 |      386527 |      392969 |      379221 |      391548 |      381845 |      393126 |      390670 |      386798 |      386519 |      387579 |      383139
    num misses                       |     6554270 |      207035 |      206507 |      206170 |      206597 |      205703 |      207404 |      203343 |      205796 |      204627 |      206995 |      204090 |      206016 |      205410 |      204758 |      205418
    miss rate                        |      38.32% |      53.54% |      52.72% |      52.11% |      53.12% |      53.22% |      52.78% |      53.62% |      52.56% |      53.59% |      52.65% |      52.24% |      53.26% |      53.14% |      52.83% |      53.61%
    mpki                             |        1.66 |        3.44 |        3.45 |        3.45 |        3.43 |        3.44 |        3.44 |        3.43 |        3.45 |        3.43 |        3.44 |        3.44 |        3.44 |        3.43 |        3.43 |        3.43
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   773983301 |     9315029 |     9285039 |     9267877 |     9315782 |     9255038 |     9324674 |     9192770 |     9242649 |     9238373 |     9311030 |     9196345 |     9271005 |     9261473 |     9234286 |     9261316
