                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  216390603 |  220527144 |  220453346 |  169738090 |  224504290 |  175879737 |  226335469 |  225522312 |  218039453 |  201083159 |  219184189 |  206391626
  Cycles                             |  229333740 |  229333740 |  229333740 |  173977320 |  229333740 |  173977320 |  229333740 |  229333740 |  229333740 |  173977320 |  229333740 |  173977320
  IPC                                |       0.94 |       0.96 |       0.96 |       0.98 |       0.98 |       1.01 |       0.99 |       0.98 |       0.95 |       1.16 |       0.96 |       1.19
  Time (ns)                          |   79080600 |   79080600 |   79080600 |   79080600 |   79080600 |   79080600 |   79080600 |   79080600 |   79080600 |   79080600 |   79080600 |   79080600
  Idle time (ns)                     |    2413942 |    2384289 |    2144546 |     602978 |    2173431 |     595479 |    2292487 |    2832869 |    7523149 |     912162 |    8142457 |     939252
  Idle time (%)                      |       3.1% |       3.0% |       2.7% |       0.8% |       2.7% |       0.8% |       2.9% |       3.6% |       9.5% |       1.2% |      10.3% |       1.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   23234179 |   24630415 |   24611981 |   10122035 |   26490997 |   12977864 |   27401646 |   27169394 |   28041215 |   23301295 |   28495238 |   24840405
  num incorrect                      |      36144 |      19413 |      18924 |      18986 |      18125 |      17871 |      17771 |      17706 |      17217 |      16783 |      16190 |      16255
  misprediction rate                 |      0.16% |      0.08% |      0.08% |      0.19% |      0.07% |      0.14% |      0.06% |      0.07% |      0.06% |      0.07% |      0.06% |      0.07%
  mpki                               |       0.17 |       0.09 |       0.09 |       0.11 |       0.08 |       0.10 |       0.08 |       0.08 |       0.08 |       0.08 |       0.07 |       0.08
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17788739 |   17624723 |   17624267 |   17623447 |   17307476 |   17118264 |   17115731 |   17116039 |   15731114 |   15682198 |   15676904 |   15676284
    num misses                       |        290 |         35 |         35 |         35 |         35 |         35 |         28 |         35 |         35 |         30 |         28 |         31
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   98453440 |   98539799 |   98525671 |   91282378 |   97826708 |   90339510 |   97530405 |   97414032 |   91042597 |   88463909 |   90997997 |   89169711
    num misses                       |      53451 |      50804 |      50670 |      50814 |      49814 |      50957 |      49358 |      49346 |      45811 |      45742 |      45331 |      45140
    miss rate                        |      0.05% |      0.05% |      0.05% |      0.06% |      0.05% |      0.06% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.25 |       0.23 |       0.23 |       0.30 |       0.22 |       0.29 |       0.22 |       0.22 |       0.21 |       0.23 |       0.21 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      53741 |      50839 |      50705 |      50849 |      49849 |      50992 |      49386 |      49381 |      45846 |      45772 |      45359 |      45171
    num misses                       |      31086 |      29821 |      29805 |      29979 |      29822 |      29420 |      29534 |      29289 |      26771 |      26650 |      26180 |      25866
    miss rate                        |     57.84% |     58.66% |     58.78% |     58.96% |     59.82% |     57.70% |     59.80% |     59.31% |     58.39% |     58.22% |     57.72% |     57.26%
    mpki                             |       0.14 |       0.14 |       0.14 |       0.18 |       0.13 |       0.17 |       0.13 |       0.13 |       0.12 |       0.13 |       0.12 |       0.13
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17788739 |   17624723 |   17624267 |   17623447 |   17307476 |   17118264 |   17115731 |   17116039 |   15731114 |   15682198 |   15676904 |   15676284
    num cache misses                 |      14731 |       5517 |       5206 |      12112 |       5199 |      11416 |       5243 |       5261 |       5157 |      10945 |       4950 |      10661
    miss rate                        |      0.08% |      0.03% |      0.03% |      0.07% |      0.03% |      0.07% |      0.03% |      0.03% |      0.03% |      0.07% |      0.03% |      0.07%
    mpki                             |       0.07 |       0.03 |       0.02 |       0.07 |       0.02 |       0.06 |       0.02 |       0.02 |       0.02 |       0.05 |       0.02 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   98453440 |   98539799 |   98525671 |   91282378 |   97826708 |   90339510 |   97530405 |   97414032 |   91042597 |   88463909 |   90997997 |   89169711
    num cache misses                 |    2850859 |    2834564 |    2836187 |    2853224 |    2777487 |    2765179 |    2745730 |    2745063 |    2539022 |    2545386 |    2516255 |    2529479
    miss rate                        |      2.90% |      2.88% |      2.88% |      3.13% |      2.84% |      3.06% |      2.82% |      2.82% |      2.79% |      2.88% |      2.77% |      2.84%
    mpki                             |      13.17 |      12.85 |      12.87 |      16.81 |      12.37 |      15.72 |      12.13 |      12.17 |      11.64 |      12.66 |      11.48 |      12.26
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
