                                     | Core 0     | Core 1    
  Instructions                       |  610764438 |  287356195
  Cycles                             |  795548010 |  603519180
  IPC                                |       0.77 |       0.48
  Time (ns)                          |  274326900 |  274326900
  Idle time (ns)                     |   45801982 |  155760644
  Idle time (%)                      |      16.7% |      56.8%
Branch predictor stats               |            |           
  num correct                        |   55200559 |   34166539
  num incorrect                      |       8786 |         78
  misprediction rate                 |      0.02% |      0.00%
  mpki                               |       0.01 |       0.00
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   75547533 |        236
    num misses                       |        115 |         16
    miss rate                        |      0.00% |      6.78%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   88593472 |   50638617
    num misses                       |   49910652 |   16683458
    miss rate                        |     56.34% |     32.95%
    mpki                             |      81.72 |      58.06
  L2 TLB                             |            |           
    num accesses                     |   49910767 |   16683474
    num misses                       |   48148039 |   16145351
    miss rate                        |     96.47% |     96.77%
    mpki                             |      78.83 |      56.19
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   75547533 |        236
    num cache misses                 |       5250 |         96
    miss rate                        |      0.01% |     40.68%
    mpki                             |       0.01 |       0.00
  Cache L1-D                         |            |           
    num cache accesses               |   88593472 |   50638617
    num cache misses                 |   51139873 |   16755899
    miss rate                        |     57.72% |     33.09%
    mpki                             |      83.73 |      58.31
  Cache L2                           |            |           
    num cache accesses               |   64423676 |   30281161
    num cache misses                 |   49888799 |   16605978
    miss rate                        |     77.44% |     54.84%
    mpki                             |      81.68 |      57.79
  Cache L3                           |            |           
    num cache accesses               |   63167357 |   30131144
    num cache misses                 |   41100939 |   13524807
    miss rate                        |     65.07% |     44.89%
    mpki                             |      67.29 |      47.07
DRAM summary                         |            |           
  num dram accesses                  |   82476692 |          0
  average dram access latency (ns)   |      64.63 |        inf
  average dram queueing delay        |       3.38 |       0.00
  average dram bandwidth utilization |     37.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |   40049276 |   13524751
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
