                                     | Core 0     | Core 1    
  Instructions                       |   12540065 |    3873461
  Cycles                             |    9401700 |    9401700
  IPC                                |       1.33 |       0.41
  Time (ns)                          |    9401700 |    9401700
  Idle time (ns)                     |       1347 |    6055406
  Idle time (%)                      |       0.0% |      64.4%
Branch predictor stats               |            |           
  num correct                        |    1526045 |     985100
  num incorrect                      |     100665 |      32253
  misprediction rate                 |      6.19% |      3.17%
  mpki                               |       8.03 |       8.33
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1744940 |     150569
    num misses                       |        172 |         27
    miss rate                        |      0.01% |      0.02%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    2950476 |    1050466
    num misses                       |       2250 |        209
    miss rate                        |      0.08% |      0.02%
    mpki                             |       0.18 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       2422 |        236
    num misses                       |        596 |        166
    miss rate                        |     24.61% |     70.34%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1744940 |     150569
    num cache misses                 |       3167 |        230
    miss rate                        |      0.18% |      0.15%
    mpki                             |       0.25 |       0.06
  Cache L1-D                         |            |           
    num cache accesses               |    2950476 |    1050466
    num cache misses                 |      58125 |      35168
    miss rate                        |      1.97% |      3.35%
    mpki                             |       4.64 |       9.08
  Cache L2                           |            |           
    num cache accesses               |      63462 |      35398
    num cache misses                 |      45575 |      28456
    miss rate                        |     71.81% |     80.39%
    mpki                             |       3.63 |       7.35
  Cache L3                           |            |           
    num cache accesses               |      47819 |      28476
    num cache misses                 |      18376 |       2062
    miss rate                        |     38.43% |      7.24%
    mpki                             |       1.47 |       0.53
DRAM summary                         |            |           
  num dram accesses                  |      20430 |          0
  average dram access latency (ns)   |      61.34 |        inf
  average dram queueing delay        |       0.08 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11132 |        892
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
