                                     | Core 0     | Core 1    
  Instructions                       |   48606033 |   10624212
  Cycles                             |   40262800 |   40262800
  IPC                                |       1.21 |       0.26
  Time (ns)                          |   10065700 |   10065700
  Idle time (ns)                     |       1415 |    6896121
  Idle time (%)                      |       0.0% |      68.5%
Branch predictor stats               |            |           
  num correct                        |    5329049 |    2396585
  num incorrect                      |     437578 |     114062
  misprediction rate                 |      7.59% |      4.54%
  mpki                               |       9.00 |      10.74
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    7186984 |     436761
    num misses                       |        176 |         28
    miss rate                        |      0.00% |      0.01%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   12165273 |    3391152
    num misses                       |      37588 |      35978
    miss rate                        |      0.31% |      1.06%
    mpki                             |       0.77 |       3.39
  L2 TLB                             |            |           
    num accesses                     |      37764 |      36006
    num misses                       |        968 |        479
    miss rate                        |      2.56% |      1.33%
    mpki                             |       0.02 |       0.05
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    7186984 |     436761
    num cache misses                 |       3551 |        292
    miss rate                        |      0.05% |      0.07%
    mpki                             |       0.07 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |   12165273 |    3391152
    num cache misses                 |     195207 |     161874
    miss rate                        |      1.60% |      4.77%
    mpki                             |       4.02 |      15.24
  Cache L2                           |            |           
    num cache accesses               |     200874 |     162170
    num cache misses                 |     137198 |     114059
    miss rate                        |     68.30% |     70.33%
    mpki                             |       2.82 |      10.74
  Cache L3                           |            |           
    num cache accesses               |     139491 |     114166
    num cache misses                 |      30939 |       8024
    miss rate                        |     22.18% |      7.03%
    mpki                             |       0.64 |       0.76
DRAM summary                         |            |           
  num dram accesses                  |      38924 |          0
  average dram access latency (ns)   |      61.71 |        inf
  average dram queueing delay        |       0.46 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      13827 |       3894
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
