                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   11198337 |    3068102 |    3379092 |    2835075 |    3767319 |    4032023
  Cycles                             |    7696600 |    7696600 |    7696600 |    7696600 |    7696600 |    7696600
  IPC                                |       1.45 |       0.40 |       0.44 |       0.37 |       0.49 |       0.52
  Time (ns)                          |    7696600 |    7696600 |    7696600 |    7696600 |    7696600 |    7696600
  Idle time (ns)                     |       1349 |    5883406 |    5884194 |    5884467 |    5884779 |    5885076
  Idle time (%)                      |       0.0% |      76.4% |      76.5% |      76.5% |      76.5% |      76.5%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1354970 |     916169 |    1044654 |     817801 |    1148344 |    1262947
  num incorrect                      |      80052 |      11278 |       7193 |      14515 |      11204 |       7118
  misprediction rate                 |      5.58% |      1.22% |      0.68% |      1.74% |      0.97% |      0.56%
  mpki                               |       7.15 |       3.68 |       2.13 |       5.12 |       2.97 |       1.77
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    1315499 |      93283 |      66814 |     116237 |      95987 |      66953
    num misses                       |        177 |         27 |         27 |         29 |         27 |         27
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.02% |      0.03% |      0.04%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    2761355 |     656461 |     686624 |     632440 |     771122 |     796126
    num misses                       |       1316 |        135 |        141 |        136 |        145 |        145
    miss rate                        |      0.05% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.12 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       1493 |        162 |        168 |        165 |        172 |        172
    num misses                       |        579 |        139 |        142 |        136 |        145 |        145
    miss rate                        |     38.78% |     85.80% |     84.52% |     82.42% |     84.30% |     84.30%
    mpki                             |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    1315499 |      93283 |      66814 |     116237 |      95987 |      66953
    num cache misses                 |       2993 |        172 |        172 |        184 |        172 |        172
    miss rate                        |      0.23% |      0.18% |      0.26% |      0.16% |      0.18% |      0.26%
    mpki                             |       0.27 |       0.06 |       0.05 |       0.06 |       0.05 |       0.04
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    2761355 |     656461 |     686624 |     632440 |     771122 |     796126
    num cache misses                 |      40547 |      16622 |      16256 |      16842 |      15878 |      15527
    miss rate                        |      1.47% |      2.53% |      2.37% |      2.66% |      2.06% |      1.95%
    mpki                             |       3.62 |       5.42 |       4.81 |       5.94 |       4.21 |       3.85
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      45776 |      16875 |      16473 |      17109 |      16733 |      16277
    num cache misses                 |      33196 |      15114 |      14901 |      15262 |      14343 |      14068
    miss rate                        |     72.52% |     89.56% |     90.46% |     89.20% |     85.72% |     86.43%
    mpki                             |       2.96 |       4.93 |       4.41 |       5.38 |       3.81 |       3.49
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      35670 |      15206 |      14950 |      15355 |      15026 |      14647
    num cache misses                 |      21892 |       5418 |       5488 |       5344 |      10803 |      10362
    miss rate                        |     61.37% |     35.63% |     36.71% |     34.80% |     71.90% |     70.74%
    mpki                             |       1.95 |       1.77 |       1.62 |       1.88 |       2.87 |       2.57
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      10560 |          0 |          0 |          0 |      10495 |          0
  average dram access latency (ns)   |      61.30 |        inf |        inf |        inf |      61.29 |        inf
  average dram queueing delay        |       0.04 |       0.00 |       0.00 |       0.00 |       0.04 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10492 |        218 |        198 |        205 |        105 |        115
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1618 |       1636 |       1611 |       1599 |       2607 |       2449
