                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   20929754 |    3662898 |    3268657 |    3502649 |    3457014 |    3316950 |    3434027 |    3627337 |    3612227 |    3246556 |    3517140 |    3297289 |    3310645 |    2986538 |    3022027 |    3504969
  Cycles                             |   20278800 |   20278800 |   20278800 |   15209100 |   15209100 |   15209100 |   15209100 |   20278800 |   20278800 |   15209100 |   15209100 |   15209100 |   15209100 |   20278800 |   20278800 |   20278800
  IPC                                |       1.03 |       0.18 |       0.16 |       0.23 |       0.23 |       0.22 |       0.23 |       0.18 |       0.18 |       0.21 |       0.23 |       0.22 |       0.22 |       0.15 |       0.15 |       0.17
  Time (ns)                          |    5069700 |    5069700 |    5069700 |    5069700 |    5069700 |    5069700 |    5069700 |    5069700 |    5069700 |    5069700 |    5069700 |    5069700 |    5069700 |    5069700 |    5069700 |    5069700
  Idle time (ns)                     |       1612 |    4435560 |    4435800 |    4426079 |    4426007 |    4426077 |    4426167 |    4436508 |    4436402 |    4426528 |    4426621 |    4426702 |    4426820 |    4437047 |    4436662 |    4437033
  Idle time (%)                      |       0.0% |      87.5% |      87.5% |      87.3% |      87.3% |      87.3% |      87.3% |      87.5% |      87.5% |      87.3% |      87.3% |      87.3% |      87.3% |      87.5% |      87.5% |      87.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2271884 |    1163595 |    1000112 |    1103865 |    1085739 |    1027950 |    1076715 |    1149951 |    1142425 |     995910 |    1111336 |    1021535 |    1025967 |     883066 |     899485 |    1099029
  num incorrect                      |     156025 |       4548 |       9824 |       5386 |       6067 |       8028 |       6244 |       4871 |       5424 |       9155 |       5329 |       8173 |       8073 |      13859 |      13226 |       6615
  misprediction rate                 |      6.43% |      0.39% |      0.97% |      0.49% |      0.56% |      0.77% |      0.58% |      0.42% |      0.47% |      0.91% |      0.48% |      0.79% |      0.78% |      1.55% |      1.45% |      0.60%
  mpki                               |       7.45 |       1.24 |       3.01 |       1.54 |       1.75 |       2.42 |       1.82 |       1.34 |       1.50 |       2.82 |       1.52 |       2.48 |       2.44 |       4.64 |       4.38 |       1.89
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3288871 |      44231 |      74848 |      51083 |      53367 |      65041 |      55416 |      46671 |      48581 |      76302 |      46862 |      65074 |      65266 |      99297 |      96173 |      56382
    num misses                       |        173 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         25 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.06% |      0.03% |      0.05% |      0.05% |      0.04% |      0.05% |      0.06% |      0.05% |      0.03% |      0.06% |      0.04% |      0.04% |      0.03% |      0.03% |      0.05%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4892821 |     699615 |     659021 |     678372 |     673518 |     659888 |     670889 |     694375 |     695631 |     652546 |     678436 |     656150 |     657801 |     629305 |     635009 |     683024
    num misses                       |       2171 |        608 |        613 |        543 |        585 |        559 |        549 |        524 |        595 |        598 |        595 |        554 |        587 |        597 |        604 |        561
    miss rate                        |      0.04% |      0.09% |      0.09% |      0.08% |      0.09% |      0.08% |      0.08% |      0.08% |      0.09% |      0.09% |      0.09% |      0.08% |      0.09% |      0.09% |      0.10% |      0.08%
    mpki                             |       0.10 |       0.17 |       0.19 |       0.16 |       0.17 |       0.17 |       0.16 |       0.14 |       0.16 |       0.18 |       0.17 |       0.17 |       0.18 |       0.20 |       0.20 |       0.16
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2344 |        634 |        639 |        569 |        611 |        585 |        575 |        550 |        621 |        624 |        621 |        579 |        613 |        623 |        630 |        587
    num misses                       |        688 |        169 |        183 |        168 |        168 |        167 |        170 |        167 |        180 |        169 |        165 |        164 |        169 |        171 |        172 |        175
    miss rate                        |     29.35% |     26.66% |     28.64% |     29.53% |     27.50% |     28.55% |     29.57% |     30.36% |     28.99% |     27.08% |     26.57% |     28.32% |     27.57% |     27.45% |     27.30% |     29.81%
    mpki                             |       0.03 |       0.05 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.06 |       0.06 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3288871 |      44231 |      74848 |      51083 |      53367 |      65041 |      55416 |      46671 |      48581 |      76302 |      46862 |      65074 |      65266 |      99297 |      96173 |      56382
    num cache misses                 |       2833 |        173 |        173 |        172 |        171 |        171 |        172 |        171 |        171 |        171 |        172 |        170 |        173 |        172 |        174 |        172
    miss rate                        |      0.09% |      0.39% |      0.23% |      0.34% |      0.32% |      0.26% |      0.31% |      0.37% |      0.35% |      0.22% |      0.37% |      0.26% |      0.27% |      0.17% |      0.18% |      0.31%
    mpki                             |       0.14 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.06 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4892821 |     699615 |     659021 |     678372 |     673518 |     659888 |     670889 |     694375 |     695631 |     652546 |     678436 |     656150 |     657801 |     629305 |     635009 |     683024
    num cache misses                 |      42270 |      13895 |      14224 |      13889 |      14017 |      14193 |      14058 |      13749 |      14031 |      14175 |      13947 |      14173 |      14134 |      14302 |      14409 |      13881
    miss rate                        |      0.86% |      1.99% |      2.16% |      2.05% |      2.08% |      2.15% |      2.10% |      1.98% |      2.02% |      2.17% |      2.06% |      2.16% |      2.15% |      2.27% |      2.27% |      2.03%
    mpki                             |       2.02 |       3.79 |       4.35 |       3.97 |       4.05 |       4.28 |       4.09 |       3.79 |       3.88 |       4.37 |       3.97 |       4.30 |       4.27 |       4.79 |       4.77 |       3.96
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      47343 |      14160 |      14560 |      14154 |      14286 |      14510 |      14341 |      14007 |      14584 |      14779 |      14495 |      14752 |      14710 |      14966 |      15053 |      14432
    num cache misses                 |      32747 |      12914 |      13105 |      12951 |      13018 |      13133 |      13028 |      12885 |      13045 |      13124 |      12963 |      13141 |      13092 |      13240 |      13280 |      12963
    miss rate                        |     69.17% |     91.20% |     90.01% |     91.50% |     91.12% |     90.51% |     90.84% |     91.99% |     89.45% |     88.80% |     89.43% |     89.08% |     89.00% |     88.47% |     88.22% |     89.82%
    mpki                             |       1.56 |       3.53 |       4.01 |       3.70 |       3.77 |       3.96 |       3.79 |       3.55 |       3.61 |       4.04 |       3.69 |       3.99 |       3.95 |       4.43 |       4.39 |       3.70
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      35734 |      13014 |      13276 |      13050 |      13124 |      13285 |      13146 |      12975 |      13427 |      13557 |      13339 |      13550 |      13498 |      13732 |      13750 |      13342
    num cache misses                 |      26411 |       6770 |       6994 |       6761 |       6831 |       6926 |       6879 |       6781 |       7497 |       7278 |       7172 |       7227 |       7298 |       7580 |       7556 |       7290
    miss rate                        |     73.91% |     52.02% |     52.68% |     51.81% |     52.05% |     52.13% |     52.33% |     52.26% |     55.84% |     53.68% |     53.77% |     53.34% |     54.07% |     55.20% |     54.95% |     54.64%
    mpki                             |       1.26 |       1.85 |       2.14 |       1.93 |       1.98 |       2.09 |       2.00 |       1.87 |       2.08 |       2.24 |       2.04 |       2.19 |       2.20 |       2.54 |       2.50 |       2.08
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      14212 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      14146 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.58 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.56 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.31 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10305 |        157 |        136 |        151 |        133 |        117 |        180 |        169 |         94 |        139 |        116 |        139 |        127 |        110 |        114 |        127
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2398 |       2069 |       2219 |       2067 |       2109 |       2172 |       2144 |       2115 |       2543 |       2610 |       2531 |       2556 |       2479 |       2709 |       2686 |       2540
