                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   47974866 |    7292560 |    7659932 |    7608858 |    6870119 |    6587140 |    6803196 |    7561391 |    7481506 |    7519981 |    7474458 |    7301661
  Cycles                             |  125021600 |  125021600 |  125021600 |  125021600 |   31255400 |   31255400 |  125021600 |  125021600 |  125021600 |  125021600 |   31255400 |   31255400
  IPC                                |       0.38 |       0.06 |       0.06 |       0.06 |       0.22 |       0.21 |       0.05 |       0.06 |       0.06 |       0.06 |       0.24 |       0.23
  Time (ns)                          |   31255400 |   31255400 |   31255400 |   31255400 |   31255400 |   31255400 |   31255400 |   31255400 |   31255400 |   31255400 |   31255400 |   31255400
  Idle time (ns)                     |       2459 |   27784125 |   27448927 |   27560873 |   27388881 |   27390392 |   27449336 |   27576560 |   27647971 |   27450191 |   27390611 |   27641193
  Idle time (%)                      |       0.0% |      88.9% |      87.8% |      88.2% |      87.6% |      87.6% |      87.8% |      88.2% |      88.5% |      87.8% |      87.6% |      88.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5077613 |    2235739 |    2277997 |    2294817 |    1931255 |    1809832 |    1883911 |    2283141 |    2269759 |    2215092 |    2205486 |    2229340
  num incorrect                      |     354414 |      11333 |      20034 |      16614 |      29929 |      33632 |      32060 |      16192 |      14464 |      22012 |      20945 |      12602
  misprediction rate                 |      6.52% |      0.50% |      0.87% |      0.72% |      1.53% |      1.82% |      1.67% |      0.70% |      0.63% |      0.98% |      0.94% |      0.56%
  mpki                               |       7.39 |       1.55 |       2.62 |       2.18 |       4.36 |       5.11 |       4.71 |       2.14 |       1.93 |       2.93 |       2.80 |       1.73
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6538076 |      83509 |     124021 |     109102 |     166886 |     179601 |     174841 |     105531 |      97641 |     129254 |     129657 |      85855
    num misses                       |        177 |         26 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.00% |      0.03% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10940131 |    1469076 |    1577614 |    1549123 |    1493780 |    1456490 |    1492032 |    1537590 |    1518099 |    1562459 |    1551000 |    1475361
    num misses                       |      11539 |       8065 |       8122 |       8111 |       8176 |       8108 |       8081 |       8272 |       8096 |       8132 |       8169 |       8105
    miss rate                        |      0.11% |      0.55% |      0.51% |      0.52% |      0.55% |      0.56% |      0.54% |      0.54% |      0.53% |      0.52% |      0.53% |      0.55%
    mpki                             |       0.24 |       1.11 |       1.06 |       1.07 |       1.19 |       1.23 |       1.19 |       1.09 |       1.08 |       1.08 |       1.09 |       1.11
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      11716 |       8091 |       8146 |       8135 |       8200 |       8132 |       8105 |       8296 |       8120 |       8156 |       8193 |       8129
    num misses                       |       1581 |        878 |        901 |        856 |        886 |        865 |        850 |        859 |        847 |        865 |        883 |        858
    miss rate                        |     13.49% |     10.85% |     11.06% |     10.52% |     10.80% |     10.64% |     10.49% |     10.35% |     10.43% |     10.61% |     10.78% |     10.55%
    mpki                             |       0.03 |       0.12 |       0.12 |       0.11 |       0.13 |       0.13 |       0.12 |       0.11 |       0.11 |       0.12 |       0.12 |       0.12
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6538076 |      83509 |     124021 |     109102 |     166886 |     179601 |     174841 |     105531 |      97641 |     129254 |     129657 |      85855
    num cache misses                 |       3290 |        165 |        160 |        158 |        216 |        217 |        154 |        156 |        155 |        154 |        209 |        198
    miss rate                        |      0.05% |      0.20% |      0.13% |      0.14% |      0.13% |      0.12% |      0.09% |      0.15% |      0.16% |      0.12% |      0.16% |      0.23%
    mpki                             |       0.07 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
