                                     | Core 0     | Core 1    
  Instructions                       |   12319022 |    3963485
  Cycles                             |   10341600 |   10341600
  IPC                                |       1.19 |       0.38
  Time (ns)                          |    3447200 |    3447200
  Idle time (ns)                     |       1522 |    2231638
  Idle time (%)                      |       0.0% |      64.7%
Branch predictor stats               |            |           
  num correct                        |    1550704 |    1012499
  num incorrect                      |      96726 |      32044
  misprediction rate                 |      5.87% |      3.07%
  mpki                               |       7.85 |       8.08
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1815583 |     260034
    num misses                       |        171 |         28
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3207856 |    1084143
    num misses                       |       1871 |        207
    miss rate                        |      0.06% |      0.02%
    mpki                             |       0.15 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       2042 |        235
    num misses                       |        600 |        156
    miss rate                        |     29.38% |     66.38%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1815583 |     260034
    num cache misses                 |       3163 |        210
    miss rate                        |      0.17% |      0.08%
    mpki                             |       0.26 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3207856 |    1084143
    num cache misses                 |      58368 |      35129
    miss rate                        |      1.82% |      3.24%
    mpki                             |       4.74 |       8.86
  Cache L2                           |            |           
    num cache accesses               |      63561 |      35339
    num cache misses                 |      45606 |      28417
    miss rate                        |     71.75% |     80.41%
    mpki                             |       3.70 |       7.17
  Cache L3                           |            |           
    num cache accesses               |      47723 |      28439
    num cache misses                 |      18494 |       2027
    miss rate                        |     38.75% |      7.13%
    mpki                             |       1.50 |       0.51
DRAM summary                         |            |           
  num dram accesses                  |      20504 |          0
  average dram access latency (ns)   |      61.59 |        inf
  average dram queueing delay        |       0.34 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11021 |        901
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
