                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   69877008 |   72010907 |   79329438 |   79985263
  Cycles                             |   35174100 |   35174100 |   35174100 |   35174100
  IPC                                |       1.99 |       2.05 |       2.26 |       2.27
  Time (ns)                          |   35174100 |   35174100 |   35174100 |   35174100
  Idle time (ns)                     |        287 |     555482 |     558959 |     562280
  Idle time (%)                      |       0.0% |       1.6% |       1.6% |       1.6%
Branch predictor stats               |            |            |            |           
  num correct                        |    2145726 |    3230270 |   12381922 |   12600838
  num incorrect                      |      25457 |      17191 |      12523 |      12413
  misprediction rate                 |      1.17% |      0.53% |      0.10% |      0.10%
  mpki                               |       0.36 |       0.24 |       0.16 |       0.16
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    6416202 |    6157081 |    4194454 |    4194455
    num misses                       |        235 |         33 |         33 |         33
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   30123974 |   29856093 |   25308447 |   25417404
    num misses                       |       7019 |       4159 |      15513 |       4306
    miss rate                        |      0.02% |      0.01% |      0.06% |      0.02%
    mpki                             |       0.10 |       0.06 |       0.20 |       0.05
  L2 TLB                             |            |            |            |           
    num accesses                     |       7254 |       4192 |      15546 |       4339
    num misses                       |        535 |        155 |        339 |        140
    miss rate                        |      7.38% |      3.70% |      2.18% |      3.23%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    6416202 |    6157081 |    4194454 |    4194455
    num cache misses                 |      72875 |      50289 |      49581 |      49098
    miss rate                        |      1.14% |      0.82% |      1.18% |      1.17%
    mpki                             |       1.04 |       0.70 |       0.63 |       0.61
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   30123974 |   29856093 |   25308447 |   25417404
    num cache misses                 |    1551597 |    1485192 |    1015171 |    1005979
    miss rate                        |      5.15% |      4.97% |      4.01% |      3.96%
    mpki                             |      22.20 |      20.62 |      12.80 |      12.58
  Cache L2                           |            |            |            |           
    num cache accesses               |    1667762 |    1580101 |    1099412 |    1091362
    num cache misses                 |     161393 |     143866 |      91946 |      99826
    miss rate                        |      9.68% |      9.10% |      8.36% |      9.15%
    mpki                             |       2.31 |       2.00 |       1.16 |       1.25
  Cache L3                           |            |            |            |           
    num cache accesses               |     226927 |     222489 |     168079 |     160119
    num cache misses                 |      13340 |       1596 |       1658 |       1698
    miss rate                        |      5.88% |      0.72% |      0.99% |      1.06%
    mpki                             |       0.19 |       0.02 |       0.02 |       0.02
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18136 |          0 |          0 |          0
  average dram access latency (ns)   |      61.50 |        inf |        inf |        inf
  average dram queueing delay        |       0.24 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       6724 |         40 |         34 |         42
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
