                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   12682039 |    4971604 |    4811108 |    4974150 |    4405725 |    4963145 |    4816856 |    5107437
  Cycles                             |    9271500 |    9271500 |    9271500 |    9271500 |    9271500 |    9271500 |    9271500 |    9271500
  IPC                                |       1.37 |       0.54 |       0.52 |       0.54 |       0.48 |       0.54 |       0.52 |       0.55
  Time (ns)                          |    3090500 |    3090500 |    3090500 |    3090500 |    3090500 |    3090500 |    3090500 |    3090500
  Idle time (ns)                     |       1740 |    2272503 |    2272894 |    2272815 |    2273043 |    2272980 |    2273321 |    2273265
  Idle time (%)                      |       0.1% |      73.5% |      73.5% |      73.5% |      73.5% |      73.5% |      73.6% |      73.6%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1600861 |    1565744 |    1488056 |    1566481 |    1295788 |    1558493 |    1490004 |    1623397
  num incorrect                      |      83644 |       6525 |       9035 |       6689 |      16056 |       7159 |       9543 |       5327
  misprediction rate                 |      4.97% |      0.42% |      0.60% |      0.43% |      1.22% |      0.46% |      0.64% |      0.33%
  mpki                               |       6.60 |       1.31 |       1.88 |       1.34 |       3.64 |       1.44 |       1.98 |       1.04
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1589360 |      38682 |      48522 |      38332 |      76722 |      41497 |      50615 |      32593
    num misses                       |        171 |         22 |         22 |         23 |         22 |         22 |         22 |         22
    miss rate                        |      0.01% |      0.06% |      0.05% |      0.06% |      0.03% |      0.05% |      0.04% |      0.07%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    3047983 |     934871 |     921083 |     935242 |     886562 |     936043 |     922344 |     948956
    num misses                       |       1759 |        456 |        445 |        446 |        440 |        471 |        396 |        426
    miss rate                        |      0.06% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.04% |      0.04%
    mpki                             |       0.14 |       0.09 |       0.09 |       0.09 |       0.10 |       0.09 |       0.08 |       0.08
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1930 |        478 |        467 |        469 |        462 |        493 |        418 |        448
    num misses                       |        640 |        159 |        160 |        163 |        161 |        161 |        145 |        146
    miss rate                        |     33.16% |     33.26% |     34.26% |     34.75% |     34.85% |     32.66% |     34.69% |     32.59%
    mpki                             |       0.05 |       0.03 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1589360 |      38682 |      48522 |      38332 |      76722 |      41497 |      50615 |      32593
    num cache misses                 |       3349 |        153 |        153 |        154 |        153 |        152 |        150 |        150
    miss rate                        |      0.21% |      0.40% |      0.32% |      0.40% |      0.20% |      0.37% |      0.30% |      0.46%
    mpki                             |       0.26 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    3047983 |     934871 |     921083 |     935242 |     886562 |     936043 |     922344 |     948956
    num cache misses                 |      42690 |      14285 |      14525 |      14224 |      15082 |      14370 |      14409 |      13981
    miss rate                        |      1.40% |      1.53% |      1.58% |      1.52% |      1.70% |      1.54% |      1.56% |      1.47%
    mpki                             |       3.37 |       2.87 |       3.02 |       2.86 |       3.42 |       2.90 |       2.99 |       2.74
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      48440 |      14652 |      14946 |      14626 |      15927 |      15014 |      15099 |      14591
    num cache misses                 |      34429 |      12983 |      13126 |      12937 |      13358 |      13064 |      13065 |      12771
    miss rate                        |     71.08% |     88.61% |     87.82% |     88.45% |     83.87% |     87.01% |     86.53% |     87.53%
    mpki                             |       2.71 |       2.61 |       2.73 |       2.60 |       3.03 |       2.63 |       2.71 |       2.50
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      37916 |      13205 |      13398 |      13187 |      14050 |      13559 |      13613 |      13240
    num cache misses                 |      26692 |       7165 |       7103 |       7011 |       8465 |       8026 |       8271 |       8036
    miss rate                        |     70.40% |     54.26% |     53.02% |     53.17% |     60.25% |     59.19% |     60.76% |     60.69%
    mpki                             |       2.10 |       1.44 |       1.48 |       1.41 |       1.92 |       1.62 |       1.72 |       1.57
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      12864 |          0 |          0 |          0 |      12813 |          0 |          0 |          0
  average dram access latency (ns)   |      61.56 |        inf |        inf |        inf |      61.59 |        inf |        inf |        inf
  average dram queueing delay        |       0.31 |       0.00 |       0.00 |       0.00 |       0.34 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10551 |        243 |        222 |        237 |        199 |        189 |        237 |        211
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2041 |       2057 |       2143 |       2095 |       3017 |       2705 |       2834 |       2663
