                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |  754903534 |  756340718 |  756176753 |  756609730 |  756623736 |  756975365
  Cycles                             |  970101800 |  970101800 |  970101800 |  970101800 |  970101800 |  970101800
  IPC                                |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78
  Time (ns)                          |  970101800 |  970101800 |  970101800 |  970101800 |  970101800 |  970101800
  Idle time (ns)                     |       1164 |    1071497 |    1076657 |    1400985 |     751403 |     433181
  Idle time (%)                      |       0.0% |       0.1% |       0.1% |       0.1% |       0.1% |       0.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |   57525510 |   58063298 |   58034657 |   58195068 |   58292838 |   58397032
  num incorrect                      |       6791 |       2843 |       2437 |       3113 |       3155 |       3323
  misprediction rate                 |      0.01% |      0.00% |      0.00% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |  109850304 |  109827848 |  109814222 |  109808622 |  109644338 |  109726327
    num misses                       |        117 |         24 |         24 |         24 |         24 |         22
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |  280229672 |  280369947 |  280290941 |  280322604 |  280040097 |  280166233
    num misses                       |   13781300 |   13753670 |   13745992 |   13745329 |   13736983 |   13733779
    miss rate                        |      4.92% |      4.91% |      4.90% |      4.90% |      4.91% |      4.90%
    mpki                             |      18.26 |      18.18 |      18.18 |      18.17 |      18.16 |      18.14
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |   13781417 |   13753694 |   13746016 |   13745353 |   13737007 |   13733801
    num misses                       |    6238188 |    6258692 |    6291344 |    6319980 |    6237748 |    6212421
    miss rate                        |     45.27% |     45.51% |     45.77% |     45.98% |     45.41% |     45.23%
    mpki                             |       8.26 |       8.27 |       8.32 |       8.35 |       8.24 |       8.21
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |  109850304 |  109827848 |  109814222 |  109808622 |  109644338 |  109726327
    num cache misses                 |      10981 |       6712 |       7093 |       6799 |       6699 |       6782
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |  280229672 |  280369947 |  280290941 |  280322604 |  280040097 |  280166233
    num cache misses                 |   15303588 |   15283723 |   15284805 |   15255374 |   15314141 |   15318714
    miss rate                        |      5.46% |      5.45% |      5.45% |      5.44% |      5.47% |      5.47%
    mpki                             |      20.27 |      20.21 |      20.21 |      20.16 |      20.24 |      20.24
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |   15483322 |   15458826 |   15444341 |   15435886 |   15542045 |   15524273
    num cache misses                 |    4619400 |    4609027 |    4609098 |    4589066 |    4625711 |    4650920
    miss rate                        |     29.83% |     29.81% |     29.84% |     29.73% |     29.76% |     29.96%
    mpki                             |       6.12 |       6.09 |       6.10 |       6.07 |       6.11 |       6.14
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |    4788132 |    4776966 |    4761154 |    4762412 |    4846802 |    4849173
    num cache misses                 |    4469503 |    4460505 |    4458540 |    4463399 |    4535430 |    4536864
    miss rate                        |     93.35% |     93.38% |     93.64% |     93.72% |     93.58% |     93.56%
    mpki                             |       5.92 |       5.90 |       5.90 |       5.90 |       5.99 |       5.99
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |   16948182 |          0 |          0 |          0 |   16951143 |          0
  average dram access latency (ns)   |    2595.54 |        inf |        inf |        inf |    2563.34 |        inf
  average dram queueing delay        |    2534.29 |       0.00 |       0.00 |       0.00 |    2502.09 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      2.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |    3069004 |    3061170 |    3062787 |    3060783 |    3051138 |    3048335
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      99365 |     102529 |     101185 |     105084 |     187846 |     188978
