                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11227783 |    3375666 |    3211746 |    3386858 |    2825743 |    3342058 |    3210564 |    3474845
  Cycles                             |    9096000 |    9096000 |    9096000 |    9096000 |    9096000 |    9096000 |    9096000 |    9096000
  IPC                                |       1.23 |       0.37 |       0.35 |       0.37 |       0.31 |       0.37 |       0.35 |       0.38
  Time (ns)                          |    2274000 |    2274000 |    2274000 |    2274000 |    2274000 |    2274000 |    2274000 |    2274000
  Idle time (ns)                     |       1752 |    1798601 |    1798719 |    1799073 |    1799183 |    1799227 |    1799313 |    1799419
  Idle time (%)                      |       0.1% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1383450 |    1054640 |     986897 |    1059344 |     824094 |    1041771 |     986365 |    1096450
  num incorrect                      |      77855 |       6252 |       8405 |       6177 |      12905 |       6704 |       8516 |       4958
  misprediction rate                 |      5.33% |      0.59% |      0.84% |      0.58% |      1.54% |      0.64% |      0.86% |      0.45%
  mpki                               |       6.93 |       1.85 |       2.62 |       1.82 |       4.57 |       2.01 |       2.65 |       1.43
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1283560 |      42474 |      51799 |      41412 |      82446 |      43152 |      51364 |      36262
    num misses                       |        178 |         29 |         31 |         29 |         46 |         29 |         29 |         29
    miss rate                        |      0.01% |      0.07% |      0.06% |      0.07% |      0.06% |      0.07% |      0.06% |      0.08%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2738465 |     662594 |     646372 |     663660 |     609881 |     658683 |     645652 |     672665
    num misses                       |       1452 |        150 |        160 |        140 |        166 |        137 |        142 |        137
    miss rate                        |      0.05% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.13 |       0.04 |       0.05 |       0.04 |       0.06 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1630 |        179 |        191 |        169 |        212 |        166 |        171 |        166
    num misses                       |        590 |        137 |        142 |        135 |        162 |        134 |        132 |        135
    miss rate                        |     36.20% |     76.54% |     74.35% |     79.88% |     76.42% |     80.72% |     77.19% |     81.33%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.06 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1283560 |      42474 |      51799 |      41412 |      82446 |      43152 |      51364 |      36262
    num cache misses                 |       2720 |        178 |        185 |        177 |        366 |        177 |        177 |        176
    miss rate                        |      0.21% |      0.42% |      0.36% |      0.43% |      0.44% |      0.41% |      0.34% |      0.49%
    mpki                             |       0.24 |       0.05 |       0.06 |       0.05 |       0.13 |       0.05 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2738465 |     662594 |     646372 |     663660 |     609881 |     658683 |     645652 |     672665
    num cache misses                 |      37340 |      13243 |      13325 |      13068 |      14137 |      13188 |      13269 |      13010
    miss rate                        |      1.36% |      2.00% |      2.06% |      1.97% |      2.32% |      2.00% |      2.06% |      1.93%
    mpki                             |       3.33 |       3.92 |       4.15 |       3.86 |       5.00 |       3.95 |       4.13 |       3.74
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42351 |      13539 |      13649 |      13368 |      14949 |      13759 |      13871 |      13559
    num cache misses                 |      28920 |      12188 |      12238 |      12078 |      12849 |      12197 |      12235 |      12073
    miss rate                        |     68.29% |     90.02% |     89.66% |     90.35% |     85.95% |     88.65% |     88.21% |     89.04%
    mpki                             |       2.58 |       3.61 |       3.81 |       3.57 |       4.55 |       3.65 |       3.81 |       3.47
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      31542 |      12314 |      12379 |      12201 |      13363 |      12591 |      12662 |      12447
    num cache misses                 |      23606 |       6850 |       6797 |       6734 |       7878 |       7357 |       7353 |       7246
    miss rate                        |     74.84% |     55.63% |     54.91% |     55.19% |     58.95% |     58.43% |     58.07% |     58.21%
    mpki                             |       2.10 |       2.03 |       2.12 |       1.99 |       2.79 |       2.20 |       2.29 |       2.09
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10738 |          0 |          0 |          0 |      10689 |          0 |          0 |          0
  average dram access latency (ns)   |      61.50 |        inf |        inf |        inf |      61.48 |        inf |        inf |        inf
  average dram queueing delay        |       0.25 |       0.00 |       0.00 |       0.00 |       0.22 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10423 |        146 |        144 |        128 |        163 |         81 |         92 |        116
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2048 |       1910 |       1935 |       1931 |       2625 |       2419 |       2466 |       2336
