                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10983474 |    3105919 |    3058095 |    3091014 |    2812968 |    3161510 |    3177488 |    3013186 |    2621078 |    3018345 |    3053903 |    3082944 |    2889134 |    3067773 |    3171883 |    3152216
  Cycles                             |   11038800 |   11038800 |   11038800 |    8279100 |    8279100 |    8279100 |   11038800 |    8279100 |   11038800 |    8279100 |    8279100 |   11038800 |    8279100 |    8279100 |   11038800 |   11038800
  IPC                                |       0.99 |       0.28 |       0.28 |       0.37 |       0.34 |       0.38 |       0.29 |       0.36 |       0.24 |       0.36 |       0.37 |       0.28 |       0.35 |       0.37 |       0.29 |       0.29
  Time (ns)                          |    2759700 |    2759700 |    2759700 |    2759700 |    2759700 |    2759700 |    2759700 |    2759700 |    2759700 |    2759700 |    2759700 |    2759700 |    2759700 |    2759700 |    2759700 |    2759700
  Idle time (ns)                     |       1517 |    2286822 |    2287355 |    2277403 |    2277326 |    2277371 |    2287504 |    2277657 |    2287477 |    2277795 |    2278025 |    2288001 |    2278136 |    2278302 |    2288430 |    2288631
  Idle time (%)                      |       0.1% |      82.9% |      82.9% |      82.5% |      82.5% |      82.5% |      82.9% |      82.5% |      82.9% |      82.5% |      82.5% |      82.9% |      82.6% |      82.6% |      82.9% |      82.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1332315 |     997417 |     978460 |     996039 |     877968 |    1025824 |    1026674 |     964073 |     792532 |     965648 |     980377 |     989224 |     909884 |     986889 |    1025527 |    1016181
  num incorrect                      |      75000 |       3433 |       3844 |       2649 |       6761 |       1792 |       2531 |       3958 |       9558 |       3818 |       3293 |       3654 |       5757 |       3077 |       2458 |       2768
  misprediction rate                 |      5.33% |      0.34% |      0.39% |      0.27% |      0.76% |      0.17% |      0.25% |      0.41% |      1.19% |      0.39% |      0.33% |      0.37% |      0.63% |      0.31% |      0.24% |      0.27%
  mpki                               |       6.83 |       1.11 |       1.26 |       0.86 |       2.40 |       0.57 |       0.80 |       1.31 |       3.65 |       1.26 |       1.08 |       1.19 |       1.99 |       1.00 |       0.77 |       0.88
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
