                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21651120 |    3804583 |    3870693 |    4102417 |    3770749 |    3848683 |    3281429 |    3393468
  Cycles                             |   61516000 |   61516000 |   61516000 |   61516000 |   15379000 |   15379000 |   15379000 |   15379000
  IPC                                |       0.35 |       0.06 |       0.06 |       0.07 |       0.25 |       0.25 |       0.21 |       0.22
  Time (ns)                          |   15379000 |   15379000 |   15379000 |   15379000 |   15379000 |   15379000 |   15379000 |   15379000
  Idle time (ns)                     |       1321 |   12747088 |   12747890 |   12747879 |   12717736 |   12717884 |   12718229 |   12718099
  Idle time (%)                      |       0.0% |      82.9% |      82.9% |      82.9% |      82.7% |      82.7% |      82.7% |      82.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2462126 |    1118979 |    1148054 |    1244332 |    1113904 |    1146952 |     906677 |     957060
  num incorrect                      |     164648 |      15116 |      14144 |      10935 |      14078 |      12973 |      21322 |      19536
  misprediction rate                 |      6.27% |      1.33% |      1.22% |      0.87% |      1.25% |      1.12% |      2.30% |      2.00%
  mpki                               |       7.60 |       3.97 |       3.65 |       2.67 |       3.73 |       3.37 |       6.50 |       5.76
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2809353 |     130328 |     125221 |     104125 |     127252 |     117986 |     174034 |     159672
    num misses                       |        173 |         26 |         26 |         26 |         26 |         26 |         26 |         27
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.02%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5089143 |     840738 |     846708 |     870831 |     831412 |     837505 |     781684 |     794244
    num misses                       |       2295 |        964 |        933 |        931 |       1018 |        927 |        967 |        939
    miss rate                        |      0.05% |      0.11% |      0.11% |      0.11% |      0.12% |      0.11% |      0.12% |      0.12%
    mpki                             |       0.11 |       0.25 |       0.24 |       0.23 |       0.27 |       0.24 |       0.29 |       0.28
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2468 |        990 |        959 |        957 |       1044 |        953 |        993 |        966
    num misses                       |        662 |        178 |        177 |        181 |        190 |        170 |        173 |        174
    miss rate                        |     26.82% |     17.98% |     18.46% |     18.91% |     18.20% |     17.84% |     17.42% |     18.01%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2809353 |     130328 |     125221 |     104125 |     127252 |     117986 |     174034 |     159672
    num cache misses                 |       2780 |        171 |        170 |        172 |        172 |        172 |        173 |        174
    miss rate                        |      0.10% |      0.13% |      0.14% |      0.17% |      0.14% |      0.15% |      0.10% |      0.11%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5089143 |     840738 |     846708 |     870831 |     831412 |     837505 |     781684 |     794244
    num cache misses                 |      52899 |      26140 |      26117 |      25965 |      26071 |      25996 |      26256 |      26327
    miss rate                        |      1.04% |      3.11% |      3.08% |      2.98% |      3.14% |      3.10% |      3.36% |      3.31%
    mpki                             |       2.44 |       6.87 |       6.75 |       6.33 |       6.91 |       6.75 |       8.00 |       7.76
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      57709 |      26315 |      26290 |      26139 |      26246 |      26168 |      26431 |      26502
    num cache misses                 |      42685 |      23805 |      23828 |      23733 |      23835 |      23773 |      23967 |      23993
    miss rate                        |     73.97% |     90.46% |     90.64% |     90.80% |     90.81% |     90.85% |     90.68% |     90.53%
    mpki                             |       1.97 |       6.26 |       6.16 |       5.79 |       6.32 |       6.18 |       7.30 |       7.07
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      45109 |      23826 |      23849 |      23752 |      23850 |      23775 |      23972 |      23995
    num cache misses                 |      19829 |       1089 |       1024 |       1006 |       1124 |       1100 |       1072 |       1148
    miss rate                        |     43.96% |      4.57% |      4.29% |      4.24% |      4.71% |      4.63% |      4.47% |      4.78%
    mpki                             |       0.92 |       0.29 |       0.26 |       0.25 |       0.30 |       0.29 |       0.33 |       0.34
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      27299 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.42 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10673 |        547 |        511 |        519 |        578 |        597 |        531 |        556
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
