                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   20949449 |    3559458 |    3174548 |    3479293 |    3359566 |    3228422 |    3355805 |    3468517 |    3509219 |    3212808 |    3522798 |    3301614 |    3223232 |    2889476 |    2913660 |    3359424
  Cycles                             |   57039200 |   57039200 |   57039200 |   57039200 |   14259800 |   14259800 |   14259800 |   14259800 |   57039200 |   57039200 |   57039200 |   57039200 |   14259800 |   14259800 |   14259800 |   14259800
  IPC                                |       0.37 |       0.06 |       0.06 |       0.06 |       0.24 |       0.23 |       0.24 |       0.24 |       0.06 |       0.06 |       0.06 |       0.06 |       0.23 |       0.20 |       0.20 |       0.24
  Time (ns)                          |   14259800 |   14259800 |   14259800 |   14259800 |   14259800 |   14259800 |   14259800 |   14259800 |   14259800 |   14259800 |   14259800 |   14259800 |   14259800 |   14259800 |   14259800 |   14259800
  Idle time (ns)                     |       1571 |   12641201 |   12641725 |   12642504 |   12612093 |   12612366 |   12612699 |   12613212 |   12643153 |   12643777 |   12643983 |   12644370 |   12614537 |   12614744 |   12615113 |   12615332
  Idle time (%)                      |       0.0% |      88.6% |      88.7% |      88.7% |      88.4% |      88.4% |      88.4% |      88.5% |      88.7% |      88.7% |      88.7% |      88.7% |      88.5% |      88.5% |      88.5% |      88.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2270508 |    1126843 |     960590 |    1092354 |    1049764 |     993795 |    1047519 |    1094217 |    1104871 |     979006 |    1109618 |    1017015 |     988927 |     841393 |     852766 |    1047004
  num incorrect                      |     158575 |       4536 |       9866 |       5607 |       6259 |       8249 |       6366 |       4975 |       5384 |       9511 |       5245 |       8375 |       8277 |      13733 |      13220 |       6710
  misprediction rate                 |      6.53% |      0.40% |      1.02% |      0.51% |      0.59% |      0.82% |      0.60% |      0.45% |      0.48% |      0.96% |      0.47% |      0.82% |      0.83% |      1.61% |      1.53% |      0.64%
  mpki                               |       7.57 |       1.27 |       3.11 |       1.61 |       1.86 |       2.56 |       1.90 |       1.43 |       1.53 |       2.96 |       1.49 |       2.54 |       2.57 |       4.75 |       4.54 |       2.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2490873 |      34584 |      61256 |      40208 |      41793 |      51120 |      41706 |      36518 |      38262 |      57082 |      38717 |      51310 |      53649 |      86365 |      78379 |      44687
    num misses                       |        180 |         29 |         46 |         29 |         29 |         29 |         29 |         29 |         31 |         46 |         29 |         46 |         46 |         46 |         48 |         29
    miss rate                        |      0.01% |      0.08% |      0.08% |      0.07% |      0.07% |      0.06% |      0.07% |      0.08% |      0.08% |      0.08% |      0.07% |      0.09% |      0.09% |      0.05% |      0.06% |      0.06%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4898495 |     684116 |     647940 |     677124 |     659689 |     647865 |     660477 |     670171 |     680967 |     651515 |     681401 |     662261 |     647456 |     622369 |     623552 |     661072
    num misses                       |       2653 |        622 |        656 |        597 |        605 |        635 |        621 |        584 |        631 |        689 |        670 |        635 |        639 |        674 |        654 |        580
    miss rate                        |      0.05% |      0.09% |      0.10% |      0.09% |      0.09% |      0.10% |      0.09% |      0.09% |      0.09% |      0.11% |      0.10% |      0.10% |      0.10% |      0.11% |      0.10% |      0.09%
    mpki                             |       0.13 |       0.17 |       0.21 |       0.17 |       0.18 |       0.20 |       0.19 |       0.17 |       0.18 |       0.21 |       0.19 |       0.19 |       0.20 |       0.23 |       0.22 |       0.17
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2833 |        651 |        702 |        626 |        634 |        664 |        650 |        613 |        662 |        735 |        699 |        681 |        685 |        720 |        702 |        609
    num misses                       |        715 |        193 |        229 |        194 |        175 |        187 |        185 |        184 |        181 |        205 |        186 |        206 |        195 |        203 |        204 |        178
    miss rate                        |     25.24% |     29.65% |     32.62% |     30.99% |     27.60% |     28.16% |     28.46% |     30.02% |     27.34% |     27.89% |     26.61% |     30.25% |     28.47% |     28.19% |     29.06% |     29.23%
    mpki                             |       0.03 |       0.05 |       0.07 |       0.06 |       0.05 |       0.06 |       0.06 |       0.05 |       0.05 |       0.06 |       0.05 |       0.06 |       0.06 |       0.07 |       0.07 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2490873 |      34584 |      61256 |      40208 |      41793 |      51120 |      41706 |      36518 |      38262 |      57082 |      38717 |      51310 |      53649 |      86365 |      78379 |      44687
    num cache misses                 |       2823 |        179 |        368 |        177 |        177 |        176 |        177 |        177 |        183 |        368 |        177 |        370 |        368 |        369 |        401 |        177
    miss rate                        |      0.11% |      0.52% |      0.60% |      0.44% |      0.42% |      0.34% |      0.42% |      0.48% |      0.48% |      0.64% |      0.46% |      0.72% |      0.69% |      0.43% |      0.51% |      0.40%
    mpki                             |       0.13 |       0.05 |       0.12 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.11 |       0.05 |       0.11 |       0.11 |       0.13 |       0.14 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4898495 |     684116 |     647940 |     677124 |     659689 |     647865 |     660477 |     670171 |     680967 |     651515 |     681401 |     662261 |     647456 |     622369 |     623552 |     661072
    num cache misses                 |      42294 |      13890 |      14510 |      14069 |      14047 |      14217 |      14089 |      13826 |      14051 |      14384 |      13948 |      14305 |      14276 |      15348 |      14617 |      13973
    miss rate                        |      0.86% |      2.03% |      2.24% |      2.08% |      2.13% |      2.19% |      2.13% |      2.06% |      2.06% |      2.21% |      2.05% |      2.16% |      2.20% |      2.47% |      2.34% |      2.11%
    mpki                             |       2.02 |       3.90 |       4.57 |       4.04 |       4.18 |       4.40 |       4.20 |       3.99 |       4.00 |       4.48 |       3.96 |       4.33 |       4.43 |       5.31 |       5.02 |       4.16
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      47495 |      14158 |      15045 |      14350 |      14324 |      14535 |      14383 |      14100 |      14613 |      15178 |      14493 |      15077 |      15030 |      16110 |      15503 |      14537
    num cache misses                 |      32817 |      12935 |      13549 |      13073 |      13038 |      13167 |      13047 |      12908 |      13071 |      13486 |      12966 |      13411 |      13384 |      13696 |      13572 |      13002
    miss rate                        |     69.10% |     91.36% |     90.06% |     91.10% |     91.02% |     90.59% |     90.71% |     91.55% |     89.45% |     88.85% |     89.46% |     88.95% |     89.05% |     85.02% |     87.54% |     89.44%
    mpki                             |       1.57 |       3.63 |       4.27 |       3.76 |       3.88 |       4.08 |       3.89 |       3.72 |       3.72 |       4.20 |       3.68 |       4.06 |       4.15 |       4.74 |       4.66 |       3.87
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      35933 |      13034 |      13724 |      13185 |      13146 |      13316 |      13172 |      13008 |      13451 |      13911 |      13334 |      13813 |      13772 |      14180 |      14056 |      13390
    num cache misses                 |      26309 |       6699 |       7100 |       6773 |       6765 |       6861 |       6727 |       6732 |       7494 |       7522 |       7160 |       7451 |       7498 |       7609 |       7530 |       7228
    miss rate                        |     73.22% |     51.40% |     51.73% |     51.37% |     51.46% |     51.52% |     51.07% |     51.75% |     55.71% |     54.07% |     53.70% |     53.94% |     54.44% |     53.66% |     53.57% |     53.98%
    mpki                             |       1.26 |       1.88 |       2.24 |       1.95 |       2.01 |       2.13 |       2.00 |       1.94 |       2.14 |       2.34 |       2.03 |       2.26 |       2.33 |       2.63 |       2.58 |       2.15
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      14677 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      14556 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.40 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.37 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
