                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |     353395 |          0 |          0 |          0 |          0 |          0
  Cycles                             |    1328000 |    1328000 |    1328000 |    1328000 |     332000 |     332000
  IPC                                |       0.27 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |     332000 |     332000 |     332000 |     332000 |     332000 |     332000
  Idle time (ns)                     |        286 |     332000 |     332000 |     332000 |     332000 |     332000
  Idle time (%)                      |       0.1% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |      52655 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |       3471 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      6.18% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       9.82 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |      41999 |          0 |          0 |          0 |          0 |          0
    num misses                       |         94 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.22% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.27 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |     148582 |          0 |          0 |          0 |          0 |          0
    num misses                       |        365 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.25% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       1.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |        459 |          0 |          0 |          0 |          0 |          0
    num misses                       |        288 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     62.75% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.81 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |      41999 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       1173 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      2.79% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.32 |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |     148582 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       9404 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      6.33% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      26.61 |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      12454 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       8826 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     70.87% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      24.97 |        inf |        inf |        inf |        inf |        inf
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      10708 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       8792 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     82.11% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      24.88 |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |       8792 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.42 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.17 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6151 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
