                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   45798354 |   44267309 |   45067846 |   46627580 |          0 |          0 |          0 |          0 |   46030309 |   44886059 |   43219732 |   44390289 |          0 |          0 |          0 |          0
  Cycles                             |   43488400 |   43488400 |   43488400 |   43488400 |   32991200 |   32991200 |   32991200 |   32991200 |   43488400 |   43488400 |   43488400 |   43488400 |   32991200 |   32991200 |   32991200 |   32991200
  IPC                                |       1.05 |       1.02 |       1.04 |       1.07 |       0.00 |       0.00 |       0.00 |       0.00 |       1.06 |       1.03 |       0.99 |       1.02 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   14996000 |   14996000 |   14996000 |   14996000 |   14996000 |   14996000 |   14996000 |   14996000 |   14996000 |   14996000 |   14996000 |   14996000 |   14996000 |   14996000 |   14996000 |   14996000
  Idle time (ns)                     |     315106 |     647074 |     565477 |     482115 |   14996000 |   14996000 |   14996000 |   14996000 |     418965 |     419692 |     420450 |     422178 |   14996000 |   14996000 |   14996000 |   14996000
  Idle time (%)                      |       2.1% |       4.3% |       3.8% |       3.2% |     100.0% |     100.0% |     100.0% |     100.0% |       2.8% |       2.8% |       2.8% |       2.8% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    7755292 |    7490864 |    7740098 |    8322271 |          0 |          0 |          0 |          0 |    8052249 |    7675736 |    7052950 |    7592263 |          0 |          0 |          0 |          0
  num incorrect                      |     246246 |     237145 |     235443 |     237887 |          0 |          0 |          0 |          0 |     242010 |     244033 |     244991 |     237444 |          0 |          0 |          0 |          0
  misprediction rate                 |      3.08% |      3.07% |      2.95% |      2.78% |      0.00% |      0.00% |      0.00% |      0.00% |      2.92% |      3.08% |      3.36% |      3.03% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       5.38 |       5.36 |       5.22 |       5.10 |       0.00 |       0.00 |       0.00 |       0.00 |       5.26 |       5.44 |       5.67 |       5.35 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1578692 |    1433700 |    1425557 |    1383951 |          0 |          0 |          0 |          0 |    1416961 |    1468525 |    1554266 |    1474276 |          0 |          0 |          0 |          0
    num misses                       |        345 |         29 |         29 |         29 |          0 |          0 |          0 |          0 |         29 |         29 |         29 |         29 |          0 |          0 |          0 |          0
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   16451589 |   15838074 |   15900670 |   15821118 |          0 |          0 |          0 |          0 |   15927469 |   15865243 |   15933623 |   15663230 |          0 |          0 |          0 |          0
    num misses                       |       4334 |       2013 |       3677 |        307 |          0 |          0 |          0 |          0 |       2032 |       1602 |       2056 |       3730 |          0 |          0 |          0 |          0
    miss rate                        |      0.03% |      0.01% |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01% |      0.01% |      0.02% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.09 |       0.05 |       0.08 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.04 |       0.04 |       0.05 |       0.08 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       4679 |       2042 |       3706 |        336 |          0 |          0 |          0 |          0 |       2061 |       1631 |       2085 |       3759 |          0 |          0 |          0 |          0
    num misses                       |        671 |        208 |        215 |        202 |          0 |          0 |          0 |          0 |        207 |        206 |        210 |        206 |          0 |          0 |          0 |          0
    miss rate                        |     14.34% |     10.19% |      5.80% |     60.12% |      0.00% |      0.00% |      0.00% |      0.00% |     10.04% |     12.63% |     10.07% |      5.48% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1578692 |    1433700 |    1425557 |    1383951 |          0 |          0 |          0 |          0 |    1416961 |    1468525 |    1554266 |    1474276 |          0 |          0 |          0 |          0
    num cache misses                 |      11772 |        310 |        312 |        313 |          0 |          0 |          0 |          0 |        312 |        310 |        312 |        310 |          0 |          0 |          0 |          0
    miss rate                        |      0.75% |      0.02% |      0.02% |      0.02% |       inf% |       inf% |       inf% |       inf% |      0.02% |      0.02% |      0.02% |      0.02% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.26 |       0.01 |       0.01 |       0.01 |        inf |        inf |        inf |        inf |       0.01 |       0.01 |       0.01 |       0.01 |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   16451589 |   15838074 |   15900670 |   15821118 |          0 |          0 |          0 |          0 |   15927469 |   15865243 |   15933623 |   15663230 |          0 |          0 |          0 |          0
    num cache misses                 |     923260 |     905156 |     899016 |     869314 |          0 |          0 |          0 |          0 |     885066 |     891446 |     917168 |     876465 |          0 |          0 |          0 |          0
    miss rate                        |      5.61% |      5.72% |      5.65% |      5.49% |       inf% |       inf% |       inf% |       inf% |      5.56% |      5.62% |      5.76% |      5.60% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      20.16 |      20.45 |      19.95 |      18.64 |        inf |        inf |        inf |        inf |      19.23 |      19.86 |      21.22 |      19.74 |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     947262 |     915769 |     909523 |     879807 |          0 |          0 |          0 |          0 |     896473 |     901645 |     928702 |     886215 |          0 |          0 |          0 |          0
    num cache misses                 |      87424 |      78739 |      78484 |      79534 |          0 |          0 |          0 |          0 |      78701 |      78880 |      77767 |      79225 |          0 |          0 |          0 |          0
    miss rate                        |      9.23% |      8.60% |      8.63% |      9.04% |       inf% |       inf% |       inf% |       inf% |      8.78% |      8.75% |      8.37% |      8.94% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       1.91 |       1.78 |       1.74 |       1.71 |        inf |        inf |        inf |        inf |       1.71 |       1.76 |       1.80 |       1.78 |        inf |        inf |        inf |        inf
