                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  112355568 |  113811790 |  116272697 |  115809641 |  114674040 |  115017753 |  115468899 |  115813362
  Cycles                             |   42388400 |   42388400 |   42388400 |   42388400 |   42388400 |   42388400 |   42388400 |   42388400
  IPC                                |       2.65 |       2.68 |       2.74 |       2.73 |       2.71 |       2.71 |       2.72 |       2.73
  Time (ns)                          |   10597100 |   10597100 |   10597100 |   10597100 |   10597100 |   10597100 |   10597100 |   10597100
  Idle time (ns)                     |        508 |     250144 |     250967 |     251560 |     252128 |     252674 |     253221 |     253768
  Idle time (%)                      |       0.0% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     756807 |    1508297 |   20196843 |   20042519 |   19877014 |   19991580 |   20378724 |   20493605
  num incorrect                      |      12918 |       5272 |       3811 |       3807 |       3758 |       3764 |       3199 |       3137
  misprediction rate                 |      1.68% |      0.35% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
  mpki                               |       0.11 |       0.05 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10655520 |   10472896 |    5345233 |    5345233 |    5274946 |    5274946 |    5210778 |    5210777
    num misses                       |        338 |         38 |         38 |         38 |         38 |         38 |         38 |         38
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   51732617 |   51534861 |   35997672 |   35920434 |   35522432 |   35579717 |   35427920 |   35485331
    num misses                       |       5256 |       9241 |       2257 |       1191 |       3640 |       5168 |       6263 |       3910
    miss rate                        |      0.01% |      0.02% |      0.01% |      0.00% |      0.01% |      0.01% |      0.02% |      0.01%
    mpki                             |       0.05 |       0.08 |       0.02 |       0.01 |       0.03 |       0.04 |       0.05 |       0.03
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       5594 |       9279 |       2295 |       1229 |       3678 |       5206 |       6301 |       3948
    num misses                       |        552 |        213 |        193 |        130 |        130 |        131 |        130 |        127
    miss rate                        |      9.87% |      2.30% |      8.41% |     10.58% |      3.53% |      2.52% |      2.06% |      3.22%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10655520 |   10472896 |    5345233 |    5345233 |    5274946 |    5274946 |    5210778 |    5210777
    num cache misses                 |      76354 |      56892 |      56399 |      56379 |      56296 |      56296 |      54098 |      54100
    miss rate                        |      0.72% |      0.54% |      1.06% |      1.05% |      1.07% |      1.07% |      1.04% |      1.04%
    mpki                             |       0.68 |       0.50 |       0.49 |       0.49 |       0.49 |       0.49 |       0.47 |       0.47
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   51732617 |   51534861 |   35997672 |   35920434 |   35522432 |   35579717 |   35427920 |   35485331
    num cache misses                 |     764880 |     719774 |     405556 |     399458 |     369663 |     382886 |     349363 |     347129
    miss rate                        |      1.48% |      1.40% |      1.13% |      1.11% |      1.04% |      1.08% |      0.99% |      0.98%
    mpki                             |       6.81 |       6.32 |       3.49 |       3.45 |       3.22 |       3.33 |       3.03 |       3.00
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     863149 |     797855 |     469977 |     463284 |     440927 |     448702 |     416527 |     413436
    num cache misses                 |      83190 |      62565 |      43884 |      47939 |      58556 |      59819 |      54469 |      50492
    miss rate                        |      9.64% |      7.84% |      9.34% |     10.35% |     13.28% |     13.33% |     13.08% |     12.21%
    mpki                             |       0.74 |       0.55 |       0.38 |       0.41 |       0.51 |       0.52 |       0.47 |       0.44
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     118495 |     103833 |      73593 |      73110 |      84042 |      79060 |      77267 |      65889
    num cache misses                 |      33409 |      14634 |       8246 |      20369 |      41375 |      12756 |      15681 |      18712
    miss rate                        |     28.19% |     14.09% |     11.20% |     27.86% |     49.23% |     16.13% |     20.29% |     28.40%
    mpki                             |       0.30 |       0.13 |       0.07 |       0.18 |       0.36 |       0.11 |       0.14 |       0.16
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |       9480 |          0 |          0 |          0 |       9446 |          0 |          0 |          0
  average dram access latency (ns)   |      83.53 |        inf |        inf |        inf |      83.39 |        inf |        inf |        inf
  average dram queueing delay        |      22.28 |       0.00 |       0.00 |       0.00 |      22.14 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6696 |         48 |         46 |         12 |         48 |         47 |         51 |         20
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      16650 |      13410 |       6778 |      15618 |      39831 |      11340 |      14217 |      14577
