                                     | Core 0      | Core 1     
  Instructions                       |  3938536475 |   897399678
  Cycles                             |  3792887380 |  3792887380
  IPC                                |        1.04 |        0.24
  Time (ns)                          |  1307892200 |  1307892200
  Idle time (ns)                     |   258336238 |  1049577247
  Idle time (%)                      |       19.8% |       80.2%
Branch predictor stats               |             |            
  num correct                        |   169660723 |    17365377
  num incorrect                      |     6015505 |      586114
  misprediction rate                 |       3.42% |       3.26%
  mpki                               |        1.53 |        0.65
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   773979120 |   138992082
    num misses                       |         202 |          50
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  2331207684 |   567306776
    num misses                       |    13675647 |     5851109
    miss rate                        |       0.59% |       1.03%
    mpki                             |        3.47 |        6.52
  L2 TLB                             |             |            
    num accesses                     |    13675849 |     5851159
    num misses                       |     6418794 |     3087359
    miss rate                        |      46.94% |      52.76%
    mpki                             |        1.63 |        3.44
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   773979120 |   138992082
    num cache misses                 |     2650023 |       19354
    miss rate                        |       0.34% |       0.01%
    mpki                             |        0.67 |        0.02
  Cache L1-D                         |             |            
    num cache accesses               |  2331207684 |   567306776
    num cache misses                 |    20518080 |     5714549
    miss rate                        |       0.88% |       1.01%
    mpki                             |        5.21 |        6.37
  Cache L2                           |             |            
    num cache accesses               |    24390175 |     5734503
    num cache misses                 |    12684092 |     4124167
    miss rate                        |      52.00% |      71.92%
    mpki                             |        3.22 |        4.60
  Cache L3                           |             |            
    num cache accesses               |    13906994 |     4124767
    num cache misses                 |     4219069 |      900237
    miss rate                        |      30.34% |      21.83%
    mpki                             |        1.07 |        1.00
DRAM summary                         |             |            
  num dram accesses                  |     3626869 |     3625351
  average dram access latency (ns)   |       61.26 |       61.26
  average dram queueing delay        |        0.01 |        0.01
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     3349926 |      705996
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |      141485 |       60818
