                                     | Core 0     | Core 1    
  Instructions                       |   12354041 |    3987188
  Cycles                             |   10429200 |   10429200
  IPC                                |       1.18 |       0.38
  Time (ns)                          |    3476400 |    3476400
  Idle time (ns)                     |       1335 |    2255980
  Idle time (%)                      |       0.0% |      64.9%
Branch predictor stats               |            |           
  num correct                        |    1561171 |    1020147
  num incorrect                      |      97762 |      32082
  misprediction rate                 |      5.89% |      3.05%
  mpki                               |       7.91 |       8.05
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1474061 |     274819
    num misses                       |        182 |         29
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3212505 |    1087471
    num misses                       |       1462 |        191
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.12 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       1644 |        220
    num misses                       |        586 |        168
    miss rate                        |     35.64% |     76.36%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1474061 |     274819
    num cache misses                 |       3137 |        209
    miss rate                        |      0.21% |      0.08%
    mpki                             |       0.25 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3212505 |    1087471
    num cache misses                 |      58326 |      35135
    miss rate                        |      1.82% |      3.23%
    mpki                             |       4.72 |       8.81
  Cache L2                           |            |           
    num cache accesses               |      63496 |      35344
    num cache misses                 |      45667 |      28447
    miss rate                        |     71.92% |     80.49%
    mpki                             |       3.70 |       7.13
  Cache L3                           |            |           
    num cache accesses               |      47779 |      28477
    num cache misses                 |      18486 |       2069
    miss rate                        |     38.69% |      7.27%
    mpki                             |       1.50 |       0.52
DRAM summary                         |            |           
  num dram accesses                  |      20545 |          0
  average dram access latency (ns)   |      61.58 |        inf
  average dram queueing delay        |       0.33 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10980 |        898
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
