                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2586309761 |  2538874317 |  2580845290 |  2588955922 |  2603144150 |  2563019408 |  2593965395 |  2615984646
  Cycles                             |   948695100 |   948695100 |   948695100 |   948695100 |   948695100 |   948695100 |   948695100 |   948695100
  IPC                                |        2.73 |        2.68 |        2.72 |        2.73 |        2.74 |        2.70 |        2.73 |        2.76
  Time (ns)                          |   316231700 |   316231700 |   316231700 |   316231700 |   316231700 |   316231700 |   316231700 |   316231700
  Idle time (ns)                     |         296 |      333027 |      334631 |      335973 |      337265 |      338545 |      339896 |      341318
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    33153973 |    17841512 |    35487348 |    38191604 |    42920787 |    29545700 |   310460781 |   317800533
  num incorrect                      |       55073 |       45174 |       40641 |       40915 |       40525 |       40915 |       32635 |       32635
  misprediction rate                 |       0.17% |       0.25% |       0.11% |       0.11% |       0.09% |       0.14% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   237288471 |   236970771 |   235978558 |   235978558 |   235978558 |   235978558 |   158651336 |   158651337
    num misses                       |         234 |          38 |          38 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1170879425 |  1162092961 |  1165648760 |  1166998855 |  1169364586 |  1162676801 |   926843613 |   930513482
    num misses                       |     1424925 |     1413183 |     1408934 |     1407224 |     1405893 |     1351168 |      916587 |      955392
    miss rate                        |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.10% |       0.10%
    mpki                             |        0.55 |        0.56 |        0.55 |        0.54 |        0.54 |        0.53 |        0.35 |        0.37
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1425159 |     1413221 |     1408972 |     1407262 |     1405931 |     1351206 |      916625 |      955430
    num misses                       |       39374 |       35789 |       34669 |       28129 |       28935 |       34662 |       23005 |       28932
    miss rate                        |       2.76% |       2.53% |       2.46% |       2.00% |       2.06% |       2.57% |       2.51% |       3.03%
    mpki                             |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   237288471 |   236970771 |   235978558 |   235978558 |   235978558 |   235978558 |   158651336 |   158651337
    num cache misses                 |      337325 |      263752 |      264172 |      252908 |      259092 |      247857 |      224142 |      215882
    miss rate                        |       0.14% |       0.11% |       0.11% |       0.11% |       0.11% |       0.11% |       0.14% |       0.14%
    mpki                             |        0.13 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.09 |        0.08
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1170879425 |  1162092961 |  1165648760 |  1166998855 |  1169364586 |  1162676801 |   926843613 |   930513482
    num cache misses                 |    39367482 |    39144189 |    38779534 |    38757936 |    38756160 |    38776312 |    26427839 |    26395890
    miss rate                        |       3.36% |       3.37% |       3.33% |       3.32% |       3.31% |       3.34% |       2.85% |       2.84%
    mpki                             |       15.22 |       15.42 |       15.03 |       14.97 |       14.89 |       15.13 |       10.19 |       10.09
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    39990481 |    39639538 |    39293344 |    39373613 |    39367354 |    39336566 |    26901673 |    26903142
    num cache misses                 |     3941483 |     3715631 |     3594683 |     3324097 |     3477609 |     3553464 |     2427059 |     2583692
    miss rate                        |       9.86% |       9.37% |       9.15% |       8.44% |       8.83% |       9.03% |       9.02% |       9.60%
    mpki                             |        1.52 |        1.46 |        1.39 |        1.28 |        1.34 |        1.39 |        0.94 |        0.99
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4248010 |     3959457 |     3863431 |     3693975 |     3845355 |     3885551 |     2755010 |     2998710
    num cache misses                 |      426313 |      318721 |      318980 |      702286 |      562379 |      387227 |      260959 |      372340
    miss rate                        |      10.04% |       8.05% |       8.26% |      19.01% |      14.62% |       9.97% |       9.47% |      12.42%
    mpki                             |        0.16 |        0.13 |        0.12 |        0.27 |        0.22 |        0.15 |        0.10 |        0.14
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |       26770 |           0 |           0 |           0 |       26744 |           0 |           0 |           0
  average dram access latency (ns)   |      531.69 |         inf |         inf |         inf |      533.05 |         inf |         inf |         inf
  average dram queueing delay        |      470.44 |        0.00 |        0.00 |        0.00 |      471.80 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |        7537 |         638 |         651 |         686 |         442 |         663 |         500 |         352
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      395739 |      312681 |      312748 |      695793 |      544055 |      379806 |      254356 |      357715
