                                     | Core 0      | Core 1     
  Instructions                       |  1036243958 |  1029018155
  Cycles                             |   612832350 |   612832350
  IPC                                |        1.69 |        1.68
  Time (ns)                          |   211321500 |   211321500
  Idle time (ns)                     |     1690125 |      236196
  Idle time (%)                      |        0.8% |        0.1%
Branch predictor stats               |             |            
  num correct                        |   175693390 |   172519430
  num incorrect                      |      644914 |      653058
  misprediction rate                 |       0.37% |       0.38%
  mpki                               |        0.62 |        0.63
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |    39296127 |    40084858
    num misses                       |         285 |          27
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   387361112 |   386832896
    num misses                       |      395379 |      393745
    miss rate                        |       0.10% |       0.10%
    mpki                             |        0.38 |        0.38
  L2 TLB                             |             |            
    num accesses                     |      395664 |      393772
    num misses                       |      353520 |      354055
    miss rate                        |      89.35% |      89.91%
    mpki                             |        0.34 |        0.34
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |    39296127 |    40084858
    num cache misses                 |       28201 |       12334
    miss rate                        |       0.07% |       0.03%
    mpki                             |        0.03 |        0.01
  Cache L1-D                         |             |            
    num cache accesses               |   387361112 |   386832896
    num cache misses                 |    57515234 |    57747233
    miss rate                        |      14.85% |      14.93%
    mpki                             |       55.50 |       56.12
  Cache L2                           |             |            
    num cache accesses               |    57722804 |    57937916
    num cache misses                 |    21093053 |    21133382
    miss rate                        |      36.54% |      36.48%
    mpki                             |       20.36 |       20.54
  Cache L3                           |             |            
    num cache accesses               |    21279095 |    21318724
    num cache misses                 |      315202 |      305324
    miss rate                        |       1.48% |       1.43%
    mpki                             |        0.30 |        0.30
DRAM summary                         |             |            
  num dram accesses                  |      114883 |      114856
  average dram access latency (ns)   |       61.97 |       61.95
  average dram queueing delay        |        0.71 |        0.70
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |       52086 |       45882
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |      192595 |      192769
