                                     | Core 0     | Core 1    
  Instructions                       |  157275001 |  156466490
  Cycles                             |   67701000 |   67701000
  IPC                                |       2.32 |       2.31
  Time (ns)                          |   67701000 |   67701000
  Idle time (ns)                     |        330 |     521656
  Idle time (%)                      |       0.0% |       0.8%
Branch predictor stats               |            |           
  num correct                        |   25488931 |   25425073
  num incorrect                      |     113632 |     106774
  misprediction rate                 |      0.44% |      0.42%
  mpki                               |       0.72 |       0.68
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    5511912 |    5423370
    num misses                       |        223 |         27
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   60029611 |   59554468
    num misses                       |      61380 |      59902
    miss rate                        |      0.10% |      0.10%
    mpki                             |       0.39 |       0.38
  L2 TLB                             |            |           
    num accesses                     |      61603 |      59929
    num misses                       |       1251 |        662
    miss rate                        |      2.03% |      1.10%
    mpki                             |       0.01 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    5511912 |    5423370
    num cache misses                 |      27354 |      11828
    miss rate                        |      0.50% |      0.22%
    mpki                             |       0.17 |       0.08
  Cache L1-D                         |            |           
    num cache accesses               |   60029611 |   59554468
    num cache misses                 |    4583648 |    4538309
    miss rate                        |      7.64% |      7.62%
    mpki                             |      29.14 |      29.00
  Cache L2                           |            |           
    num cache accesses               |    4648645 |    4584532
    num cache misses                 |    3318661 |    3282946
    miss rate                        |     71.39% |     71.61%
    mpki                             |      21.10 |      20.98
  Cache L3                           |            |           
    num cache accesses               |    3357493 |    3318130
    num cache misses                 |      27814 |      17493
    miss rate                        |      0.83% |      0.53%
    mpki                             |       0.18 |       0.11
DRAM summary                         |            |           
  num dram accesses                  |      45297 |          0
  average dram access latency (ns)   |      61.66 |        inf
  average dram queueing delay        |       0.41 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      13427 |       6907
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
