feature,importance
num_threads,0.11538461538461534
bench_class_enc,0.005769230769230749
avg_ipc,0.014423076923076872
ipc_cv,0.03749999999999996
pe_ratio,0.019230769230769183
local_ratio,0.019230769230769197
remote_ratio,0.01730769230769228
l2_intensity,0.004807692307692268
l3_intensity,0.0028846153846153744
mem_intensity,0.005769230769230749
read_ratio,0.05576923076923072
cpi_l3_ratio,0.0019230769230769162
cpi_dram_local_ratio,0.009615384615384581
cpi_dram_remote_ratio,0.032692307692307666
cpi_branch_ratio,0.004807692307692291
cpi_sync_ratio,0.013461538461538436
uop_load_ratio,0.004807692307692291
uop_store_ratio,0.0019230769230769162
uop_fp_ratio,0.005769230769230749
dtlb_miss_rate,0.0028846153846153744
branch_mispredict_rate,0.004807692307692291
avg_dram_latency,0.013461538461538424
dram_queue_ratio,0.01057692307692305
l1d_hit_ratio,0.005769230769230749
futex_wake_per_minst,0.0
mem_bw_mbps,0.008653846153846123
operational_intensity,0.011538461538461497
itlb_miss_rate,0.0019230769230769162
stlb_miss_rate,0.0038461538461538325
load_l1_ratio,0.007692307692307665
