                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   12503041 |    4735721 |    4798958 |    4504610 |    4776736 |    4595304 |    4069527 |    4635312 |    4860735 |    4749171 |    5007395 |    4972746
  Cycles                             |   12042000 |   12042000 |   12042000 |   12042000 |    9031500 |    9031500 |    9031500 |    9031500 |   12042000 |   12042000 |   12042000 |   12042000
  IPC                                |       1.04 |       0.39 |       0.40 |       0.37 |       0.53 |       0.51 |       0.45 |       0.51 |       0.40 |       0.39 |       0.42 |       0.41
  Time (ns)                          |    3010500 |    3010500 |    3010500 |    3010500 |    3010500 |    3010500 |    3010500 |    3010500 |    3010500 |    3010500 |    3010500 |    3010500
  Idle time (ns)                     |       1379 |    2302036 |    2302651 |    2302667 |    2292736 |    2292881 |    2292916 |    2293041 |    2303064 |    2303154 |    2303391 |    2303580
  Idle time (%)                      |       0.0% |      76.5% |      76.5% |      76.5% |      76.2% |      76.2% |      76.2% |      76.2% |      76.5% |      76.5% |      76.5% |      76.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1573601 |    1508505 |    1536837 |    1403732 |    1546165 |    1463982 |    1220706 |    1482039 |    1546660 |    1497513 |    1613704 |    1598437
  num incorrect                      |      81005 |       5398 |       4358 |       8491 |       2586 |       5177 |      13283 |       4667 |       5805 |       7293 |       3762 |       4146
  misprediction rate                 |      4.90% |      0.36% |      0.28% |      0.60% |      0.17% |      0.35% |      1.08% |      0.31% |      0.37% |      0.48% |      0.23% |      0.26%
  mpki                               |       6.48 |       1.14 |       0.91 |       1.88 |       0.54 |       1.13 |       3.26 |       1.01 |       1.19 |       1.54 |       0.75 |       0.83
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1575962 |      29205 |      26256 |      44054 |      18545 |      28376 |      60590 |      25838 |      32664 |      38074 |      22301 |      24458
    num misses                       |        178 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.08% |      0.09% |      0.05% |      0.13% |      0.08% |      0.04% |      0.09% |      0.07% |      0.06% |      0.11% |      0.10%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2984933 |     864810 |     872094 |     844189 |     857529 |     839529 |     792142 |     843714 |     887619 |     875861 |     901129 |     897836
    num misses                       |       2050 |        407 |        372 |        393 |        346 |        368 |        352 |        371 |        372 |        375 |        368 |        343
    miss rate                        |      0.07% |      0.05% |      0.04% |      0.05% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.16 |       0.09 |       0.08 |       0.09 |       0.07 |       0.08 |       0.09 |       0.08 |       0.08 |       0.08 |       0.07 |       0.07
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2228 |        431 |        396 |        417 |        370 |        392 |        376 |        395 |        396 |        399 |        392 |        367
    num misses                       |        660 |        171 |        169 |        169 |        162 |        167 |        155 |        161 |        168 |        169 |        157 |        160
    miss rate                        |     29.62% |     39.68% |     42.68% |     40.53% |     43.78% |     42.60% |     41.22% |     40.76% |     42.42% |     42.36% |     40.05% |     43.60%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.03 |       0.04 |       0.04 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1575962 |      29205 |      26256 |      44054 |      18545 |      28376 |      60590 |      25838 |      32664 |      38074 |      22301 |      24458
    num cache misses                 |       2816 |        155 |        155 |        155 |        156 |        156 |        155 |        154 |        155 |        155 |        155 |        155
    miss rate                        |      0.18% |      0.53% |      0.59% |      0.35% |      0.84% |      0.55% |      0.26% |      0.60% |      0.47% |      0.41% |      0.70% |      0.63%
    mpki                             |       0.23 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2984933 |     864810 |     872094 |     844189 |     857529 |     839529 |     792142 |     843714 |     887619 |     875861 |     901129 |     897836
    num cache misses                 |      39159 |      10116 |       9966 |      10452 |       9697 |       9986 |      10832 |       9873 |      10036 |      10054 |       9769 |       9798
    miss rate                        |      1.31% |      1.17% |      1.14% |      1.24% |      1.13% |      1.19% |      1.37% |      1.17% |      1.13% |      1.15% |      1.08% |      1.09%
    mpki                             |       3.13 |       2.14 |       2.08 |       2.32 |       2.03 |       2.17 |       2.66 |       2.13 |       2.06 |       2.12 |       1.95 |       1.97
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      44112 |      10360 |      10211 |      10757 |       9902 |      10222 |      11144 |      10113 |      10632 |      10685 |      10284 |      10344
    num cache misses                 |      28691 |       9316 |       9157 |       9509 |       9026 |       9213 |       9607 |       9130 |       9255 |       9244 |       9039 |       9053
    miss rate                        |     65.04% |     89.92% |     89.68% |     88.40% |     91.15% |     90.13% |     86.21% |     90.28% |     87.05% |     86.51% |     87.89% |     87.52%
    mpki                             |       2.29 |       1.97 |       1.91 |       2.11 |       1.89 |       2.00 |       2.36 |       1.97 |       1.90 |       1.95 |       1.81 |       1.82
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      32619 |       9407 |       9251 |       9662 |       9077 |       9293 |       9766 |       9216 |       9696 |       9720 |       9401 |       9449
    num cache misses                 |      22498 |       3545 |       3350 |       3617 |       3285 |       3330 |       3599 |       3368 |       6761 |       6619 |       6532 |       6628
    miss rate                        |     68.97% |     37.68% |     36.21% |     37.44% |     36.19% |     35.83% |     36.85% |     36.55% |     69.73% |     68.10% |     69.48% |     70.14%
    mpki                             |       1.80 |       0.75 |       0.70 |       0.80 |       0.69 |       0.72 |       0.88 |       0.73 |       1.39 |       1.39 |       1.30 |       1.33
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      13177 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      13098 |          0 |          0 |          0
  average dram access latency (ns)   |      68.36 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      68.56 |        inf |        inf |        inf
  average dram queueing delay        |       7.11 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       7.31 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10400 |        211 |        202 |        205 |        218 |        229 |        211 |        213 |        117 |        112 |         97 |        102
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1304 |       1308 |       1273 |       1318 |       1198 |       1200 |       1278 |       1232 |       1878 |       1940 |       1794 |       1911
