                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  315608342 |  311370352 |  314156239 |  314450474 |  270173085 |  266868058 |  269684390 |  267263786 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  266722570 |  266722570 |  266722570 |  266722570 |  202341260 |  202341260 |  202341260 |  202341260 |  266722570 |  266722570 |  266722570 |  266722570 |  202341260 |  202341260 |  202341260 |  202341260
  IPC                                |       1.18 |       1.17 |       1.18 |       1.18 |       1.34 |       1.32 |       1.33 |       1.32 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300
  Idle time (ns)                     |    3384459 |    3310203 |    3205765 |    2641030 |    1265016 |     752336 |     472951 |     594745 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300 |   91973300
  Idle time (%)                      |       3.7% |       3.6% |       3.5% |       2.9% |       1.4% |       0.8% |       0.5% |       0.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   58367765 |   57076768 |   58515264 |   58405489 |   45698068 |   44052429 |   45156791 |   44493494 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |    1226182 |    1249828 |    1256669 |    1282254 |    1275423 |    1296733 |    1278627 |    1249268 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.06% |      2.14% |      2.10% |      2.15% |      2.72% |      2.86% |      2.75% |      2.73% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       3.89 |       4.01 |       4.00 |       4.08 |       4.72 |       4.86 |       4.74 |       4.67 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   10198344 |   10218011 |    9969801 |   10117688 |   10250023 |   10677622 |   10537755 |   10706813 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        357 |         29 |         29 |         29 |         29 |         29 |         29 |         29 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |  105833904 |  105326795 |  104320885 |  104730348 |   98551964 |   99555012 |   99319355 |   98984551 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |     101139 |      99814 |      96949 |      98346 |      96524 |     101288 |      98876 |      97407 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.10% |      0.09% |      0.09% |      0.09% |      0.10% |      0.10% |      0.10% |      0.10% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.32 |       0.32 |       0.31 |       0.31 |       0.36 |       0.38 |       0.37 |       0.36 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     101496 |      99843 |      96978 |      98375 |      96553 |     101317 |      98905 |      97436 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |       4840 |       3981 |       3136 |       3775 |       3479 |       3884 |       5156 |       1799 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      4.77% |      3.99% |      3.23% |      3.84% |      3.60% |      3.83% |      5.21% |      1.85% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   10198344 |   10218011 |    9969801 |   10117688 |   10250023 |   10677622 |   10537755 |   10706813 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |      12827 |        468 |        484 |        491 |      11057 |      11084 |      11120 |      10657 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.13% |      0.00% |      0.00% |      0.00% |      0.11% |      0.10% |      0.11% |      0.10% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.04 |       0.00 |       0.00 |       0.00 |       0.04 |       0.04 |       0.04 |       0.04 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |  105833904 |  105326795 |  104320885 |  104730348 |   98551964 |   99555012 |   99319355 |   98984551 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |   14366152 |   14487530 |   14095823 |   14088195 |   19340340 |   19869488 |   19616829 |   19667867 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     13.57% |     13.75% |     13.51% |     13.45% |     19.62% |     19.96% |     19.75% |     19.87% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      45.52 |      46.53 |      44.87 |      44.80 |      71.58 |      74.45 |      72.74 |      73.59 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   14427370 |   14534226 |   14142457 |   14135237 |   19396557 |   19925822 |   19673721 |   19724346 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |     384613 |     373660 |     372945 |     373151 |    5500758 |    5620822 |    5546905 |    5543995 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
