                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   44673240 |    5956068 |    5976525 |    4878952 |    5280163 |    5766225 |    6069968 |    5893422
  Cycles                             |   32967600 |   32967600 |   32967600 |   32967600 |   32967600 |   32967600 |   32967600 |   32967600
  IPC                                |       1.36 |       0.18 |       0.18 |       0.15 |       0.16 |       0.17 |       0.18 |       0.18
  Time (ns)                          |    8241900 |    8241900 |    8241900 |    8241900 |    8241900 |    8241900 |    8241900 |    8241900
  Idle time (ns)                     |       5242 |    6985025 |    6972067 |    6950231 |    6949245 |    7036494 |    6950810 |    6992810
  Idle time (%)                      |       0.1% |      84.8% |      84.6% |      84.3% |      84.3% |      85.4% |      84.3% |      84.8%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    4947562 |    1713201 |    1710703 |    1231000 |    1398089 |    1683246 |    1729910 |    1700516
  num incorrect                      |     345016 |      25713 |      27082 |      45691 |      40558 |      20155 |      29182 |      25297
  misprediction rate                 |      6.52% |      1.48% |      1.56% |      3.58% |      2.82% |      1.18% |      1.66% |      1.47%
  mpki                               |       7.72 |       4.32 |       4.53 |       9.36 |       7.68 |       3.50 |       4.81 |       4.29
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5277579 |     241157 |     249513 |     370425 |     335526 |     203867 |     264014 |     229790
    num misses                       |        171 |         29 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10242296 |    1386887 |    1396678 |    1297586 |    1341103 |    1327068 |    1424885 |    1370029
    num misses                       |      11204 |       9156 |       9110 |       9105 |       9117 |       9154 |       9102 |       9132
    miss rate                        |      0.11% |      0.66% |      0.65% |      0.70% |      0.68% |      0.69% |      0.64% |      0.67%
    mpki                             |       0.25 |       1.54 |       1.52 |       1.87 |       1.73 |       1.59 |       1.50 |       1.55
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      11375 |       9185 |       9137 |       9132 |       9144 |       9181 |       9129 |       9159
    num misses                       |        903 |        315 |        324 |        321 |        321 |        309 |        302 |        291
    miss rate                        |      7.94% |      3.43% |      3.55% |      3.52% |      3.51% |      3.37% |      3.31% |      3.18%
    mpki                             |       0.02 |       0.05 |       0.05 |       0.07 |       0.06 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5277579 |     241157 |     249513 |     370425 |     335526 |     203867 |     264014 |     229790
    num cache misses                 |       2906 |        178 |        173 |        172 |        173 |        171 |        171 |        170
    miss rate                        |      0.06% |      0.07% |      0.07% |      0.05% |      0.05% |      0.08% |      0.06% |      0.07%
    mpki                             |       0.07 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10242296 |    1386887 |    1396678 |    1297586 |    1341103 |    1327068 |    1424885 |    1370029
    num cache misses                 |      85173 |      52284 |      52539 |      53795 |      53174 |      51977 |      52783 |      52258
    miss rate                        |      0.83% |      3.77% |      3.76% |      4.15% |      3.96% |      3.92% |      3.70% |      3.81%
    mpki                             |       1.91 |       8.78 |       8.79 |      11.03 |      10.07 |       9.01 |       8.70 |       8.87
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      90896 |      52918 |      53186 |      54680 |      55038 |      53578 |      54520 |      53921
    num cache misses                 |      71212 |      46797 |      47003 |      47492 |      47444 |      46634 |      47222 |      46893
    miss rate                        |     78.34% |     88.43% |     88.37% |     86.85% |     86.20% |     87.04% |     86.61% |     86.97%
    mpki                             |       1.59 |       7.86 |       7.86 |       9.73 |       8.99 |       8.09 |       7.78 |       7.96
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      74425 |      47289 |      47517 |      48241 |      49170 |      48094 |      48810 |      48394
    num cache misses                 |      50588 |      26544 |      26827 |      27107 |      28401 |      28008 |      28272 |      28095
    miss rate                        |     67.97% |     56.13% |     56.46% |     56.19% |     57.76% |     58.24% |     57.92% |     58.05%
    mpki                             |       1.13 |       4.46 |       4.49 |       5.56 |       5.38 |       4.86 |       4.66 |       4.77
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19890 |          0 |          0 |          0 |      19822 |          0 |          0 |          0
  average dram access latency (ns)   |      61.55 |        inf |        inf |        inf |      61.54 |        inf |        inf |        inf
  average dram queueing delay        |       0.30 |       0.00 |       0.00 |       0.00 |       0.29 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10755 |        512 |        556 |        559 |        389 |        396 |        392 |        399
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       7858 |       7414 |       7457 |       7656 |       8973 |       8623 |       8831 |       8808
