                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   44768583 |    5974549 |    6028678 |    4976773 |    5241101 |    5673640 |    5944848 |    5838824
  Cycles                             |  125979600 |  125979600 |  125979600 |  125979600 |   31494900 |   31494900 |   31494900 |   31494900
  IPC                                |       0.36 |       0.05 |       0.05 |       0.04 |       0.17 |       0.18 |       0.19 |       0.19
  Time (ns)                          |   31494900 |   31494900 |   31494900 |   31494900 |   31494900 |   31494900 |   31494900 |   31494900
  Idle time (ns)                     |      36586 |   26904607 |   26836255 |   26740369 |   26709530 |   27045142 |   26709905 |   26863596
  Idle time (%)                      |       0.1% |      85.4% |      85.2% |      84.9% |      84.8% |      85.9% |      84.8% |      85.3%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    4962570 |    1706355 |    1710075 |    1226827 |    1352047 |    1642414 |    1673478 |    1663886
  num incorrect                      |     346652 |      25959 |      27845 |      46250 |      40591 |      20452 |      30031 |      25200
  misprediction rate                 |      6.53% |      1.50% |      1.60% |      3.63% |      2.91% |      1.23% |      1.76% |      1.49%
  mpki                               |       7.74 |       4.34 |       4.62 |       9.29 |       7.74 |       3.60 |       5.05 |       4.32
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5209845 |     176918 |     183314 |     288421 |     256961 |     150705 |     192573 |     176477
    num misses                       |        180 |         29 |         46 |         48 |         47 |         29 |         46 |         45
    miss rate                        |      0.00% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03%
    mpki                             |       0.00 |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10274528 |    1397610 |    1415799 |    1338782 |    1352757 |    1318793 |    1414933 |    1369688
    num misses                       |      10681 |       9115 |       9143 |       9209 |       9199 |       9171 |       9160 |       9140
    miss rate                        |      0.10% |      0.65% |      0.65% |      0.69% |      0.68% |      0.70% |      0.65% |      0.67%
    mpki                             |       0.24 |       1.53 |       1.52 |       1.85 |       1.76 |       1.62 |       1.54 |       1.57
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      10861 |       9144 |       9189 |       9257 |       9246 |       9200 |       9206 |       9185
    num misses                       |        908 |        341 |        357 |        365 |        337 |        312 |        337 |        332
    miss rate                        |      8.36% |      3.73% |      3.89% |      3.94% |      3.64% |      3.39% |      3.66% |      3.61%
    mpki                             |       0.02 |       0.06 |       0.06 |       0.07 |       0.06 |       0.05 |       0.06 |       0.06
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5209845 |     176918 |     183314 |     288421 |     256961 |     150705 |     192573 |     176477
    num cache misses                 |       2993 |        178 |        367 |        425 |        494 |        207 |        411 |        403
    miss rate                        |      0.06% |      0.10% |      0.20% |      0.15% |      0.19% |      0.14% |      0.21% |      0.23%
    mpki                             |       0.07 |       0.03 |       0.06 |       0.09 |       0.09 |       0.04 |       0.07 |       0.07
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10274528 |    1397610 |    1415799 |    1338782 |    1352757 |    1318793 |    1414933 |    1369688
    num cache misses                 |      85674 |      52386 |      52600 |      55776 |      53784 |      51866 |      52844 |      52425
    miss rate                        |      0.83% |      3.75% |      3.72% |      4.17% |      3.98% |      3.93% |      3.73% |      3.83%
    mpki                             |       1.91 |       8.77 |       8.72 |      11.21 |      10.26 |       9.14 |       8.89 |       8.98
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      90792 |      52570 |      52973 |      56203 |      54281 |      52073 |      53258 |      52829
    num cache misses                 |      71144 |      46872 |      47198 |      48081 |      47831 |      46606 |      47481 |      47274
    miss rate                        |     78.36% |     89.16% |     89.10% |     85.55% |     88.12% |     89.50% |     89.15% |     89.48%
    mpki                             |       1.59 |       7.85 |       7.83 |       9.66 |       9.13 |       8.21 |       7.99 |       8.10
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      73679 |      46912 |      47233 |      48118 |      47863 |      46629 |      47502 |      47278
    num cache misses                 |      25161 |       2081 |       2215 |       2533 |       2410 |       1906 |       2266 |       2124
    miss rate                        |     34.15% |      4.44% |      4.69% |      5.26% |      5.04% |      4.09% |      4.77% |      4.49%
    mpki                             |       0.56 |       0.35 |       0.37 |       0.51 |       0.46 |       0.34 |       0.38 |       0.36
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      40593 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.38 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.12 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      11305 |       1110 |       1194 |       1355 |       1180 |       1066 |       1203 |       1159
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
