                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4     | Core 5     | Core 6     | Core 7     | Core 8      | Core 9      | Core 10     | Core 11     | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   868176775 |   849885584 |   264019661 |     9285951 |          0 |          0 |          0 |          0 |   680393597 |   855484079 |   261906016 |   261678812 |   10210106 |   84061919 |   84315452 |   10168294
  Cycles                             |  1193973790 |  1193973790 |  1193973790 |  1193973790 |  905773220 |  905773220 |  905773220 |  905773220 |  1193973790 |  1193973790 |  1193973790 |  1193973790 |  905773220 |  905773220 |  905773220 |  905773220
  IPC                                |        0.73 |        0.71 |        0.22 |        0.01 |       0.00 |       0.00 |       0.00 |       0.00 |        0.57 |        0.72 |        0.22 |        0.22 |       0.01 |       0.09 |       0.09 |       0.01
  Time (ns)                          |   411715100 |   411715100 |   411715100 |   411715100 |  411715100 |  411715100 |  411715100 |  411715100 |   411715100 |   411715100 |   411715100 |   411715100 |  411715100 |  411715100 |  411715100 |  411715100
  Idle time (ns)                     |   177907103 |   181522151 |   371181556 |   408809702 |  411715100 |  411715100 |  411715100 |  411715100 |    10476371 |   180606387 |   373449458 |   373577612 |  406238848 |  362067625 |  361929602 |  407599692
  Idle time (%)                      |       43.2% |       44.1% |       90.2% |       99.3% |     100.0% |     100.0% |     100.0% |     100.0% |        2.5% |       43.9% |       90.7% |       90.7% |      98.7% |      87.9% |      87.9% |      99.0%
Branch predictor stats               |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  num correct                        |   103329996 |   101308913 |      395325 |      946256 |          0 |          0 |          0 |          0 |    34208664 |   102056885 |      399368 |      392650 |     389123 |    4224593 |    4237720 |    1378915
  num incorrect                      |     4540159 |     4474100 |        6698 |       15985 |          0 |          0 |          0 |          0 |        4402 |     4513891 |        6683 |        6486 |        725 |        621 |        629 |      10482
  misprediction rate                 |       4.21% |       4.23% |       1.67% |       1.66% |      0.00% |      0.00% |      0.00% |      0.00% |       0.01% |       4.24% |       1.65% |       1.63% |      0.19% |      0.01% |      0.01% |      0.75%
  mpki                               |        5.23 |        5.26 |        0.03 |        1.72 |       0.00 |       0.00 |       0.00 |       0.00 |        0.01 |        5.28 |        0.03 |        0.02 |       0.07 |       0.01 |       0.01 |       1.03
TLB Summary                          |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  I-TLB                              |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |    98586518 |    96354454 |    14851654 |     1238342 |          0 |          0 |          0 |          0 |    51410609 |    97167564 |    14744228 |    14721944 |     962230 |    6347297 |    6367596 |    1589739
    num misses                       |          47 |          47 |          39 |          41 |          0 |          0 |          0 |          0 |          35 |          48 |          39 |          39 |         35 |         32 |         32 |        112
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.01%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |   430164482 |   420177580 |    61725550 |     5114310 |          0 |          0 |          0 |          0 |   458734696 |   421686749 |    61278403 |    61180782 |    8621128 |   56681261 |   56849204 |    5039330
    num misses                       |       50505 |       48185 |        5785 |        7889 |          0 |          0 |          0 |          0 |        4538 |       47412 |        5774 |        5706 |      10565 |        595 |        599 |      22763
    miss rate                        |       0.01% |       0.01% |       0.01% |       0.15% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |       0.01% |       0.01% |       0.01% |      0.12% |      0.00% |      0.00% |      0.45%
    mpki                             |        0.06 |        0.06 |        0.02 |        0.85 |       0.00 |       0.00 |       0.00 |       0.00 |        0.01 |        0.06 |        0.02 |        0.02 |       1.03 |       0.01 |       0.01 |       2.24
  L2 TLB                             |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |       50552 |       48232 |        5824 |        7930 |          0 |          0 |          0 |          0 |        4573 |       47460 |        5813 |        5745 |      10600 |        627 |        631 |      22875
    num misses                       |        4337 |        4244 |        4472 |        4114 |          0 |          0 |          0 |          0 |        4478 |        4347 |        4445 |        4414 |      10523 |        613 |        623 |       7145
    miss rate                        |       8.58% |       8.80% |      76.79% |      51.88% |      0.00% |      0.00% |      0.00% |      0.00% |      97.92% |       9.16% |      76.47% |      76.83% |     99.27% |     97.77% |     98.73% |     31.23%
    mpki                             |        0.00 |        0.00 |        0.02 |        0.44 |       0.00 |       0.00 |       0.00 |       0.00 |        0.01 |        0.01 |        0.02 |        0.02 |       1.03 |       0.01 |       0.01 |       0.70
Cache Summary                        |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  Cache L1-I                         |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num cache accesses               |    98586518 |    96354454 |    14851654 |     1238342 |          0 |          0 |          0 |          0 |    51410609 |    97167564 |    14744228 |    14721944 |     962230 |    6347297 |    6367596 |    1589739
    num cache misses                 |       38982 |       37075 |        2841 |         562 |          0 |          0 |          0 |          0 |        1641 |       36953 |        3027 |        2894 |        720 |        645 |        646 |       2095
    miss rate                        |       0.04% |       0.04% |       0.02% |       0.05% |       inf% |       inf% |       inf% |       inf% |       0.00% |       0.04% |       0.02% |       0.02% |      0.07% |      0.01% |      0.01% |      0.13%
    mpki                             |        0.04 |        0.04 |        0.01 |        0.06 |        inf |        inf |        inf |        inf |        0.00 |        0.04 |        0.01 |        0.01 |       0.07 |       0.01 |       0.01 |       0.21
  Cache L1-D                         |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
