                                     | Core 0     | Core 1    
  Instructions                       |  283786204 |  287232611
  Cycles                             |  348936400 |  348936400
  IPC                                |       0.81 |       0.82
  Time (ns)                          |   87234100 |   87234100
  Idle time (ns)                     |       1294 |     530730
  Idle time (%)                      |       0.0% |       0.6%
Branch predictor stats               |            |           
  num correct                        |   21651981 |   22811726
  num incorrect                      |      10428 |       6845
  misprediction rate                 |      0.05% |      0.03%
  mpki                               |       0.04 |       0.02
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   41208640 |   41315492
    num misses                       |        117 |         24
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  105190870 |  105841543
    num misses                       |    5154584 |    5129781
    miss rate                        |      4.90% |      4.85%
    mpki                             |      18.16 |      17.86
  L2 TLB                             |            |           
    num accesses                     |    5154701 |    5129805
    num misses                       |    2100244 |    2088828
    miss rate                        |     40.74% |     40.72%
    mpki                             |       7.40 |       7.27
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   41208640 |   41315492
    num cache misses                 |       5950 |       2171
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.02 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |  105190870 |  105841543
    num cache misses                 |    5655869 |    5646096
    miss rate                        |      5.38% |      5.33%
    mpki                             |      19.93 |      19.66
  Cache L2                           |            |           
    num cache accesses               |    5978761 |    5958486
    num cache misses                 |    1920281 |    1904139
    miss rate                        |     32.12% |     31.96%
    mpki                             |       6.77 |       6.63
  Cache L3                           |            |           
    num cache accesses               |    2235592 |    2212415
    num cache misses                 |    1183353 |    1157861
    miss rate                        |     52.93% |     52.33%
    mpki                             |       4.17 |       4.03
DRAM summary                         |            |           
  num dram accesses                  |     901725 |     900628
  average dram access latency (ns)   |     221.84 |     223.65
  average dram queueing delay        |     160.58 |     162.39
  average dram bandwidth utilization |      1.00% |      1.00%
Coherency Traffic                    |            |           
  num loads from dram                |     518270 |     491633
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |     454734 |     457985
