                                     | Core 0     | Core 1    
  Instructions                       |   12440128 |    4019657
  Cycles                             |   10912000 |   10912000
  IPC                                |       1.14 |       0.37
  Time (ns)                          |    2728000 |    2728000
  Idle time (ns)                     |       1273 |    1792288
  Idle time (%)                      |       0.0% |      65.7%
Branch predictor stats               |            |           
  num correct                        |    1578260 |    1012830
  num incorrect                      |      97881 |      32439
  misprediction rate                 |      5.84% |      3.10%
  mpki                               |       7.87 |       8.07
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1412302 |     209164
    num misses                       |        177 |         48
    miss rate                        |      0.01% |      0.02%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3236057 |    1107760
    num misses                       |       1833 |        256
    miss rate                        |      0.06% |      0.02%
    mpki                             |       0.15 |       0.06
  L2 TLB                             |            |           
    num accesses                     |       2010 |        304
    num misses                       |        601 |        206
    miss rate                        |     29.90% |     67.76%
    mpki                             |       0.05 |       0.05
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1412302 |     209164
    num cache misses                 |       2751 |        373
    miss rate                        |      0.19% |      0.18%
    mpki                             |       0.22 |       0.09
  Cache L1-D                         |            |           
    num cache accesses               |    3236057 |    1107760
    num cache misses                 |      58203 |      35743
    miss rate                        |      1.80% |      3.23%
    mpki                             |       4.68 |       8.89
  Cache L2                           |            |           
    num cache accesses               |      63112 |      36118
    num cache misses                 |      43904 |      28767
    miss rate                        |     69.57% |     79.65%
    mpki                             |       3.53 |       7.16
  Cache L3                           |            |           
    num cache accesses               |      46149 |      28783
    num cache misses                 |      18444 |       2270
    miss rate                        |     39.97% |      7.89%
    mpki                             |       1.48 |       0.56
DRAM summary                         |            |           
  num dram accesses                  |      20692 |          0
  average dram access latency (ns)   |      62.02 |        inf
  average dram queueing delay        |       0.77 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11131 |        967
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
