                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11179134 |    3351068 |    3188302 |    3375729 |    2826560 |    3326151 |    3184978 |    3452132
  Cycles                             |    9038000 |    9038000 |    9038000 |    9038000 |    9038000 |    9038000 |    9038000 |    9038000
  IPC                                |       1.24 |       0.37 |       0.35 |       0.37 |       0.31 |       0.37 |       0.35 |       0.38
  Time (ns)                          |    2259500 |    2259500 |    2259500 |    2259500 |    2259500 |    2259500 |    2259500 |    2259500
  Idle time (ns)                     |       1577 |    1786610 |    1786997 |    1787052 |    1786945 |    1787083 |    1786802 |    1787262
  Idle time (%)                      |       0.1% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1% |      79.1%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1369729 |    1049535 |     982875 |    1058650 |     832843 |    1039748 |     981108 |    1091738
  num incorrect                      |      76853 |       6210 |       8309 |       6018 |      13209 |       6523 |       8521 |       4926
  misprediction rate                 |      5.31% |      0.59% |      0.84% |      0.57% |      1.56% |      0.62% |      0.86% |      0.45%
  mpki                               |       6.87 |       1.85 |       2.61 |       1.78 |       4.67 |       1.96 |       2.68 |       1.43
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1651629 |      54126 |      65837 |      53232 |      95005 |      56258 |      66860 |      46002
    num misses                       |        173 |         26 |         26 |         26 |         26 |         26 |         28 |         26
    miss rate                        |      0.01% |      0.05% |      0.04% |      0.05% |      0.03% |      0.05% |      0.04% |      0.06%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2729975 |     656396 |     640094 |     659613 |     603099 |     653514 |     638846 |     666513
    num misses                       |       1560 |        147 |        230 |        145 |        147 |        128 |        198 |        124
    miss rate                        |      0.06% |      0.02% |      0.04% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02%
    mpki                             |       0.14 |       0.04 |       0.07 |       0.04 |       0.05 |       0.04 |       0.06 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1733 |        173 |        256 |        171 |        173 |        154 |        226 |        150
    num misses                       |        587 |        142 |        142 |        142 |        143 |        138 |        131 |        138
    miss rate                        |     33.87% |     82.08% |     55.47% |     83.04% |     82.66% |     89.61% |     57.96% |     92.00%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1651629 |      54126 |      65837 |      53232 |      95005 |      56258 |      66860 |      46002
    num cache misses                 |       2740 |        173 |        172 |        172 |        174 |        171 |        180 |        171
    miss rate                        |      0.17% |      0.32% |      0.26% |      0.32% |      0.18% |      0.30% |      0.27% |      0.37%
    mpki                             |       0.25 |       0.05 |       0.05 |       0.05 |       0.06 |       0.05 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2729975 |     656396 |     640094 |     659613 |     603099 |     653514 |     638846 |     666513
    num cache misses                 |      37498 |      13144 |      13300 |      13034 |      13538 |      13178 |      13261 |      12960
    miss rate                        |      1.37% |      2.00% |      2.08% |      1.98% |      2.24% |      2.02% |      2.08% |      1.94%
    mpki                             |       3.35 |       3.92 |       4.17 |       3.86 |       4.79 |       3.96 |       4.16 |       3.75
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42407 |      13427 |      13608 |      13324 |      14226 |      13744 |      13862 |      13504
    num cache misses                 |      28988 |      12117 |      12242 |      12053 |      12421 |      12190 |      12247 |      12042
    miss rate                        |     68.36% |     90.24% |     89.96% |     90.46% |     87.31% |     88.69% |     88.35% |     89.17%
    mpki                             |       2.59 |       3.62 |       3.84 |       3.57 |       4.39 |       3.66 |       3.85 |       3.49
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      31498 |      12236 |      12380 |      12171 |      12935 |      12586 |      12670 |      12416
    num cache misses                 |      23577 |       6726 |       6905 |       6654 |       7411 |       7261 |       7483 |       7118
    miss rate                        |     74.85% |     54.97% |     55.78% |     54.67% |     57.29% |     57.69% |     59.06% |     57.33%
    mpki                             |       2.11 |       2.01 |       2.17 |       1.97 |       2.62 |       2.18 |       2.35 |       2.06
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10702 |          0 |          0 |          0 |      10632 |          0 |          0 |          0
  average dram access latency (ns)   |      61.49 |        inf |        inf |        inf |      61.47 |        inf |        inf |        inf
  average dram queueing delay        |       0.24 |       0.00 |       0.00 |       0.00 |       0.22 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10256 |        154 |        164 |        138 |        118 |         93 |         94 |        128
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2020 |       1923 |       1978 |       1935 |       2615 |       2385 |       2482 |       2317
